mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,mode_2_N,mode_2_mean,mode_2_stdev,mode_2_kappa,mode_3_N,mode_3_mean,mode_3_stdev,mode_3_kappa,mode_4_N,mode_4_mean,mode_4_stdev,mode_4_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,error,wall_time
287019644.23015445,2.7135030992022103e-09,2.755868110903264,0.1406350042039036,87584.14266291815,6.304423017648866e-08,1.3032958866625182,0.5996640103410066,57677734580.24123,2.2143563057364742e-09,2.319853346978415,1.169797661260314,270067332.2029116,1.4565136850576792e-07,2.4170714606544097,1.397722912691599,0.0163442587961809,262.44852328624654,66536.6701891936,0.0025433648563874,SciPy,Timed Out,283.9392385482788
154051.4536930607,9.599979711951817e-09,1.6610567170063306,1.2899896289883257,62408790.33765237,1.1294106292007352e-08,2.608938220237655,0.6351864183605371,4263149303.482055,9.012083714319828e-09,1.8761209430764945,1.164890163346012,481818.9048748333,6.579770858896114e-06,2.7978823025778743,1.2946250153616312,0.0157644591068834,293.8726836741101,102800.772533961,0.0151593751347118,PySDM,Timed Out,245.69312739372253
21743979159.73748,2.086324284803912e-09,2.0746846791519165,1.3761847626817536,453301173.2158192,2.808521565707936e-07,2.701694371444309,0.2744693897280661,572348628.6985257,2.8431909677087537e-07,1.2568588760222,0.3137188301439102,2971532089.495708,1.8792704910443693e-08,2.6985008603853964,0.0222747853748516,0.0172551002742983,252.26299147508905,103542.47603466173,0.0006990227034293,SciPy,Timed Out,290.6923034191132
152442974.03509614,1.4277583023962406e-09,2.9566754483076885,0.3132665541843173,60285273891.20198,7.817443794038627e-09,1.5699732008901297,1.105995606257075,1744313.0666333155,7.661166337541127e-08,1.539655479902383,0.2766534631592307,61829639.31932094,1.9346558095516264e-06,2.432738157781399,0.1450266237537558,2.3415580125949838,248.8353048874304,80119.28276741721,0.0006678749432166,SciPy,Timed Out,272.1142089366913
4266163843.991549,2.307927851920948e-07,1.7617602477294754,0.9730334083602032,5733292.913491243,8.080991564712077e-07,2.023678096136165,0.5410749614849032,448337929651.4656,1.6251030023758503e-09,1.5505929839318715,0.0607728514770406,380223.0276964779,1.244428065417292e-08,1.4530691434273342,0.6425879900609268,0.341767634830543,278.9719321273519,57519.22240149872,0.0101585676404562,SciPy,Timed Out,273.7703380584717
1694258.193384352,1.615676068109217e-07,2.935059424212429,0.1011086072878485,109640760.18381745,6.055379188065687e-06,1.555614895562305,0.0131882048789108,13574877.2927617,4.404601204254116e-09,1.9570132593218863,0.0212046072011072,6227795.25226312,9.868746514490668e-09,2.676730584695406,0.2494204303353735,0.1499894572225723,259.12548277694845,81853.37341749418,0.001578878477798,SciPy,Timed Out,275.6594355106354
28106.79491227769,4.662761661091053e-06,2.809104184995972,0.5399076404736816,101549.53090409888,4.853914096784857e-06,2.970391676256046,0.4616347374258689,134290455.5394455,6.636629707688662e-09,1.8145338287203128,0.5171307468775779,83797037058.9328,1.4546909879852607e-09,2.206312006588928,0.193500948864361,0.0634685554143894,254.2531287425109,88228.52993811536,0.0009740174903354,SciPy,Timed Out,278.3962631225586
1900083990.8072245,9.487587539013224e-09,1.4203111787909508,0.7782615812202585,3283477668.3321376,1.5072567750499715e-09,2.969654990473325,0.2899392933379182,10084470.936252084,3.8694227084794025e-08,2.475164303163194,0.2122343154911721,52783.58605410586,6.301605154619893e-06,1.4197234430505823,0.0306695159594254,1.0197764373563984,270.70825851243484,60614.39057323639,0.0052889077585772,SciPy,Timed Out,272.9907217025757
2527783.091288388,5.848167582139646e-07,1.4451801320405906,0.7934816340554187,11006491349.227488,1.1543042644738506e-09,2.223852515748998,0.2054901884792702,6040738.415486828,6.848957060671405e-06,2.970002222475004,0.0750473026941002,13065749.372385276,1.7657389111138639e-09,2.538309036191994,1.2521501353167277,0.6526029051466391,305.9164874119444,79260.5995399135,0.0415628610418763,SciPy,Timed Out,273.81364035606384
462887.2611529766,3.8563865762161387e-07,1.4197139058692572,0.8562703630482105,13629021173.774408,4.419662293855545e-08,1.8350922198728723,1.3541101656657035,2761079.7340820557,2.671764910942944e-09,2.565042569478252,0.0862100321529122,55604938.78597944,1.734646644400537e-07,2.738735709898983,0.9501279987536252,0.0108298793327975,267.7289231406484,72039.04422294401,0.0035478687492517,SciPy,Timed Out,304.6169719696045
1131229.3651115703,1.4883887680829024e-07,2.635720361446409,1.3413332408237066,8144591.522288105,8.628349707268012e-07,2.0449501337667404,0.9451833914969272,33978322168.906338,1.0489240392768121e-08,1.3549579935606966,0.1995536232974846,1116525.8546350847,7.625417045121053e-06,2.752629521189493,1.25591080310257,0.0484483678114332,292.61477539497525,99825.98188729948,0.0144262829453279,PySDM,Timed Out,245.00691676139832
7425027.258306388,1.9839339911485033e-08,2.100040473075508,0.1368265568433531,1021.0370834815212,3.980045915347618e-06,1.7590517625559865,0.3197542622951463,182993575310.10336,3.6513535466522476e-09,1.733855538596763,1.3378474684585673,5298876.240573476,1.8101098068599554e-09,2.158741229728621,0.1639924043872681,0.0181235518702998,251.7412483529218,57034.68827313157,0.0012137184914622,SciPy,Timed Out,282.19307708740234
135326894.3226126,1.585276936875682e-07,2.6026922744543297,0.8992949621177269,79515050.39937831,2.690510054590044e-09,2.304605384031657,0.2609017821697836,120328245.77129953,9.585355324543628e-07,1.9157095629558143,0.9644413793594876,217217347289.4116,3.97438921577484e-09,2.545700840539449,0.0395047922993514,0.1090197499980508,309.0756380254651,67684.6436569776,0.0595738502370512,SciPy,Timed Out,274.21698784828186
84236348.82167743,1.7913129085195515e-06,2.834651134027469,1.2484876424306854,1747660.3503784975,1.2571619306902036e-08,1.690325677133945,1.2698420129772197,139360829619.60132,4.786120472247068e-09,2.5109635358423072,0.2570182573938721,914436.8656759814,7.99761956410507e-08,2.089394903719625,0.001328501713363,0.0158724081727712,258.791331483546,98412.54439638162,0.001277129436185,SciPy,Timed Out,287.3551540374756
3284504568.833108,4.283674093664166e-09,2.794982082185034,0.5698471277187375,20348308.218038943,6.234874145327572e-06,1.6418260192185723,1.0257026851526432,69933584.59540384,1.1952140984536794e-09,2.7009124209212736,0.259747066489392,20783.287674846662,3.8992686211210745e-07,2.2223521348477897,1.078003202336511,0.0921360261399524,284.5691802637513,100008.1972499324,0.008514469499937,SciPy,Timed Out,274.4315655231476
15111983333.476334,9.482766640394576e-09,1.369412267851152,0.1070263302759646,10302310.751490284,3.877712141914961e-09,1.514510857059714,1.3144744040048066,14040987142.622915,7.496348515285848e-09,2.03021187947534,0.0177070351185053,227.34145205640695,7.039323227044081e-06,1.475856038719653,1.2687488033392489,0.0162473379014415,271.5644891378906,94147.29954717594,0.0036179668870703,SciPy,Timed Out,293.579558134079
3693138703.4828353,3.3795846005283584e-08,2.1882658465880205,0.2566301419813443,13321909.091022387,7.418387300123741e-06,1.934365051418529,1.1973414628892716,90015346.08518845,1.037696913258018e-06,1.438546375296388,0.3347451714063494,482808920.9023985,1.1825754469812162e-09,1.7006842607039416,0.135460923675153,1.290906403774717,295.9358678537353,69226.33571940736,0.0259661121953115,SciPy,Timed Out,273.3697118759155
172663066860.09253,2.1794197007339956e-09,2.537852176585805,0.0420731407162377,560228532.3556443,3.2670490428544114e-09,1.6827743827706054,0.975589321151089,1356193.97755255,7.111192139609769e-06,2.4079081252405548,0.59740366816215,508940333.2623334,4.061387352273666e-07,2.867626739362754,1.281108136155673,0.1304836427214306,264.8728458433219,63861.50079587209,0.0032105106367386,SciPy,Timed Out,276.9453637599945
693684.5628417088,6.847470413101267e-08,2.296247158165104,0.9124384529612476,1439923389.1802592,6.857646952251667e-09,2.128529267110164,0.8839164988712089,284631478.5682481,3.404686445753108e-09,2.768505838957428,0.0068771161196424,27053.119222525227,1.4848507868398363e-06,1.6563141950218314,0.814507003604364,1.278477532567173,305.92093458810484,102420.80118122396,0.031693767359139,SciPy,Timed Out,273.8165431022644
72051728.5556549,2.993349516773712e-06,2.66420634109995,0.4654697026143289,53803955.04098917,7.325080662481613e-06,1.798181437647981,0.5083872614713152,24806258.00003376,1.0191963153074206e-09,2.8795485997965686,0.0390795877160228,3003115.624719877,6.2903333026447925e-09,2.6893607500843206,1.1106375006326894,0.2157562747769132,249.4458983783091,64448.97598491142,0.0008770295771127,SciPy,Timed Out,274.93639373779297
534038528.01964015,3.973492525961871e-09,1.5079975488020805,0.814175697073332,64437638.18141833,2.0002085165735822e-06,1.7616631622959311,0.6657390787683649,5899.17138661445,3.006466122742333e-06,2.4735559320548743,1.2704197425742267,4518012121.806904,1.338238547807318e-09,2.7378413595467075,0.357358499338637,1.6239456481625534,272.6364391416774,63311.25932646058,0.005840799772233,SciPy,Timed Out,272.4854118824005
298753307.0733597,2.3741900365119493e-07,1.4009110404691896,1.294716340289101,45875.14260571508,3.024179616655702e-06,2.0111855052744283,1.1221509741953215,37074.251546789164,1.635578053233676e-06,2.496675752340882,1.4664038760450642,8905066061.87443,1.4985761892868435e-09,1.6169105078491754,0.0722214155650443,0.0802395040630592,259.1195092262817,81406.40845772362,0.0015867918258017,SciPy,Timed Out,276.24784302711487
21291578.108545102,2.4533466469653083e-08,1.4744652749399916,1.4605544157978556,1985.49411600438,1.0589811158879666e-06,2.693325833982436,1.171832083783258,33326250.291979138,1.6429030740922015e-09,2.2076477046668748,0.3319100263116308,471925844.885874,1.3010386795072975e-09,2.904834407735692,0.1416656316246424,1.816493846123372,303.90497719235026,84569.09121655012,0.0343879510760362,SciPy,Timed Out,271.4256296157837
283975332.80235535,2.100426750630307e-09,1.3810592505862205,1.112626073630335,57866.09506458707,4.4760740959607206e-07,1.3483909070608608,0.0082299227757035,421315501.4769486,8.09242776887882e-08,1.236909538954309,1.3116031048062553,455008292536.382,1.040052122416176e-09,2.675833169220469,0.3479667050072581,2.33368428250403,269.65694465099773,53617.33480632282,0.0055307209778233,SciPy,Timed Out,272.4088366031647
166954469.9649551,2.0360293305642792e-09,2.6754572071365086,0.7184457615966942,30167490.451983716,4.159073950929784e-08,1.339210335893167,0.994951784060939,1052299.018239081,2.594162847452488e-06,2.72700425072962,0.3996810353651631,79458566789.17743,2.563742004198218e-09,2.299271132688953,0.0746075555810856,0.0153623105829634,273.613452740921,93977.11697485764,0.004213634281281,SciPy,Timed Out,290.91158294677734
1021699.1137390222,4.991002279202093e-08,1.892659650071185,0.5169820286649874,18303131.40195633,1.4363245767686686e-08,1.7468711450446557,0.6404685898601448,18680512.838220533,3.872171119096609e-09,1.57938601938682,0.7310668543966728,114681127275.4318,1.1718332180372499e-09,2.211005547279484,0.0701873265314806,3.5132398438849832,248.36736132417016,59301.48581855222,0.0008655498411894,SciPy,Timed Out,272.2057890892029
119634933015.0293,5.43842374168107e-09,2.035812690456455,0.5282084795096398,413617437169.5328,1.6493355696017631e-09,2.7991319408860877,0.1174947452747748,180857686.1169929,1.2484349437188752e-08,2.97665308194617,0.8164770153980373,8717922.856211305,1.3136308083779368e-07,2.0741452109605856,0.2859265861669315,0.1289025518814744,261.45115941156007,57075.08218794764,0.0027388273253289,SciPy,Timed Out,274.7291884422302
3839137.6932037934,3.2560139013856365e-07,2.8995166062072006,0.2899246691016522,87040242.4898493,2.0399459151141065e-08,1.5763950922159315,0.4698385580486363,3825244946.466118,1.0073542817833603e-09,2.894899600211837,0.2856233728213627,108989251.69122776,5.502456364246389e-09,2.012056148097777,1.4164808453167672,3.0758024184395363,305.9654262555635,70739.3281700759,0.0470864630221978,SciPy,Timed Out,271.95736837387085
