mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,mode_2_N,mode_2_mean,mode_2_stdev,mode_2_kappa,mode_3_N,mode_3_mean,mode_3_stdev,mode_3_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,error,wall_time
93702129.08964652,1.681846108657034e-09,2.580268578090992,0.201656470547487,563831860.7669957,1.2310876580814078e-09,1.6932447264213693,0.9212402711877524,552616658.2579795,3.170192589053053e-07,2.6315659269653637,1.2058908868439897,2.013690082584735,289.8435957601303,97926.62588822038,0.0123155590488055,SciPy,Timed Out,272.6758885383606
4863003672.138486,2.678213282560822e-09,2.151619517452392,0.6941655063148028,15259303.149297409,1.2992385109646594e-09,1.6574684895243583,0.0529001887918936,2790267.817943612,7.54414711552239e-07,2.725010970826328,0.7208223229528595,0.1771568162854323,271.28116625833144,51904.693312192605,0.0064559101533105,SciPy,Timed Out,267.1850934028625
34290.957143862026,2.946916818237548e-08,2.1697722001741986,0.9666171302965216,525.7212380527976,4.701000885830803e-06,2.882869908067221,1.3943423759282167,50057419.3331496,1.4766422556478067e-09,2.9317427829977727,0.2281831471192961,0.1140976360522045,255.88090867547663,53664.98248645639,0.0018406734276495,SciPy,Timed Out,274.49731969833374
8069731.546232677,3.705130229188972e-06,2.5122071632237946,0.878701088011808,3480244.731328305,1.2006319430103334e-09,1.538060903331897,0.1206361146439201,39205.54328753049,1.0146464715172442e-06,2.235935208039552,0.1128198404712149,0.0142263310848199,251.71071205086332,101656.5700270472,0.000678565792443,SciPy,Timed Out,289.2144229412079
9435484.134026688,1.7953378196900313e-08,1.300623407049628,1.320819171199458,64976.80240759669,4.1002093667492085e-07,2.3473730069332293,1.4699090901323566,55669.073097214976,6.327604817458821e-06,2.9805208338637827,1.372711403418348,0.0186436084958352,281.9351742268876,78337.78069015245,0.0091216441059064,PySDM,Timed Out,245.26305890083316
1387.2292461854893,8.693979969712423e-07,1.9811860334846685,0.5952957569401963,100553520468.21815,3.9238941901126715e-09,2.959687782935527,0.7575427743300501,1621682.243870669,6.258937957787236e-06,2.7449423643025392,1.0345214764359738,0.0235998769664426,285.76799929707124,54847.60999798817,0.0170285108764491,PySDM,Timed Out,245.29340624809265
151781461.55880654,2.048651952951032e-06,2.701025019362021,1.058883741954502,4726954.10794568,1.2921973537056671e-09,2.458435526514954,0.0560414590427285,103786.40919228808,3.889164057426426e-08,2.7581624182894,0.508831248242106,0.0196413443137259,297.0361965712642,96144.16048331172,0.0197883259674462,SciPy,Timed Out,285.3287785053253
55282846.00379549,7.027055272293185e-07,2.656196010966739,0.1023354493449006,11257587.225887708,3.569954021079436e-08,1.4628446379119469,0.5367237689081609,712235020.4579008,1.4793004650865938e-09,2.761520553615382,0.0449831557596763,8.750642164106543,283.4390680810319,70173.36516228256,0.0113054463247973,SciPy,Timed Out,272.33016204833984
2123.1434738923067,7.274389047600427e-07,2.0644224559592077,0.5567372385996411,380546.3722004085,1.1666053085427985e-08,1.9161197097965463,0.0210815695356584,390797.5022856263,6.654325742411152e-06,2.630119015755082,1.1479010144184747,2.7654310535671645,251.27079493054725,104451.80399767152,0.0006354582368898,SciPy,Timed Out,273.3818347454071
31420181448.03935,2.400969074905702e-09,2.991777840045482,0.1391400297525776,3989924.82522177,1.0196096180627397e-07,1.8009450194338248,0.9308051285903712,74127.43909066543,6.583252084176247e-06,1.4621874733159164,1.3162297408938055,0.0561625711896764,260.2467002170142,53107.717552908856,0.0026707625148875,SciPy,Timed Out,273.2918038368225
336198.2800778685,3.004095586875197e-07,2.265191088452542,1.2560417895415834,17200802.527440447,5.0206053774434074e-09,1.4530497594489729,0.0114729619207783,2329.1377198215564,2.96867561631264e-06,1.2066201416222286,0.9874393891691676,7.935901338393565,259.5187848663671,65267.051397140094,0.0020462923596846,SciPy,Timed Out,274.318473815918
2624496909.435153,2.687848757141661e-09,2.5206801557842287,0.0014052576687873,314.3321278345709,4.086884195299071e-06,2.7381039705601866,0.6615218895480413,59517.43586675955,8.254582301317273e-06,1.9682607119673103,0.6319420864270799,6.974686753035182,302.38897697108496,88715.62003000398,0.0298441234561798,SciPy,Timed Out,272.4470229148865
109684158.3576264,3.7340330300758055e-08,2.2390339083169444,0.8243278867078478,3691.5243683028234,2.836313919923168e-07,2.2365265601157622,0.8063531653418404,43371007683.69128,1.6930507027188511e-09,2.596233094333245,0.0787104662144894,3.662913646580957,277.9199405977945,67554.08290205573,0.0080116083253093,SciPy,Timed Out,271.3587777614593
270398958.15132546,1.558920779478976e-06,2.51153321806036,0.8111804019442812,6156696.246810615,2.74942048418239e-09,2.9136413568417923,0.0013938392418933,166073345.14061165,3.43882964085938e-09,1.8975361648147169,0.5138028421072752,0.0111008991254195,280.8142524274599,51324.65070180346,0.0129803038933494,SciPy,Timed Out,285.8398470878601
9498562.548815478,3.237666776626851e-07,2.0801792610562773,1.3041721816552134,334143.2510381017,1.5402428745902117e-06,2.7138115832228245,1.0397432515552254,832904.3863632767,9.458958037077218e-09,2.4192910220946318,0.0003186684099953,3.0593656415540544,280.311777606469,57409.671008770885,0.0111806110728563,SciPy,Timed Out,268.7057054042816
15601.340377947214,3.6892287795786544e-06,2.882222749874206,0.7402832174564355,74999043.58699982,4.807372013567887e-09,1.5274790091334915,0.016813162166726,814913.1659657697,9.556380361607278e-06,2.4717595618316777,0.7243816202571315,0.0268712894150948,257.830774225228,92419.54775555347,0.0012564318285658,SciPy,Timed Out,272.3890738487244
29539.888217480744,8.600249167421166e-08,2.520048977094464,0.755213398255127,27623210.398744885,2.755430389630919e-09,2.890452868382024,0.1998589694616473,59990.74767594226,2.298636967580539e-07,2.83718593893746,0.745392449925893,4.942127169873646,287.65958158579315,50892.396509062535,0.0208820462560267,SciPy,Timed Out,272.3768050670624
54897322.17840724,1.0898126286133408e-09,2.9771736860434754,0.3664344753614857,158320.80722434758,6.169445261042986e-06,1.446884823581406,0.064223172718767,5076.795291216033,6.732512755360303e-06,2.6423048430902227,0.967321370630942,0.0278535272868081,306.7848290327749,71092.59598213171,0.0492063839822905,SciPy,Timed Out,272.2805619239807
859603.8173204298,4.892635430852236e-09,2.6131657860552435,0.0212283755127365,6608084.099438957,6.980911783563072e-06,1.7176256924179945,0.7147571118651654,4556047.777127784,3.732226427032552e-07,1.5917943778896553,0.1700095958032433,7.57433673967816,276.7347885001359,56818.7926811496,0.0087751519858419,SciPy,Timed Out,272.0438492298126
116996128.4434325,7.74221116655822e-07,1.714629717511949,1.1108036156340502,1153609.4171626226,1.207317906475035e-09,2.9626020177744854,0.4749611560367553,11142356.55661406,9.644481926070996e-06,1.8862202878915564,0.6192084622234927,0.1361109027392344,287.0510047675956,91435.80586441622,0.0110017958287694,SciPy,Timed Out,272.4247601032257
9951066.39760807,4.163061001542693e-08,1.6610398339471986,0.7814983519758477,469386935.80631727,5.923808049145857e-09,2.9757789420403182,0.055104550848384,1566433.727849722,4.386066915196639e-06,2.944095905028677,0.8682464295753174,0.1018893700030627,259.1660106279871,66739.73530406966,0.0019439935506602,SciPy,Timed Out,272.96339225769043
2500208.331321731,3.0562055998687603e-09,2.099625852804496,0.0691481061682607,2897.861248018023,8.088920793215375e-06,2.6247527283494634,1.333808231051872,23649637.906563364,9.043028544701958e-06,2.614146810169056,0.5968483269796762,0.3054571270247586,268.176916652931,75798.56480332749,0.0034882206388759,SciPy,Timed Out,273.11731243133545
26839.07332973536,1.955476183466288e-07,2.71245444222755,0.869147266102729,664783712.0973997,5.141819881720996e-09,1.8036050484838289,0.0103149977348638,7149306.224395471,1.7890561573955892e-06,1.368037459051036,0.8733723725635175,1.0322389898756743,299.9495516585707,104317.87788492208,0.0217484900445142,SciPy,Timed Out,273.7082736492157
239574150.8894179,2.181606287026931e-09,1.990997716505124,0.0604986828594249,56453.44216147643,2.3805195013592425e-07,2.5341339993582963,0.8809845118507018,9571572.8748863,3.7048705286851895e-08,2.0115461415621434,1.4060370050506272,0.0857266358108499,275.4332395786805,59633.55988894992,0.0076092752208082,SciPy,Timed Out,277.15944600105286
2457398.362306078,1.2438380463057517e-07,2.965154826218499,0.8927644679584263,197079.45927791664,4.880823645263615e-07,2.229542675918837,0.2376999618835257,4194438.029845635,2.7176442345538027e-09,2.0447842027498453,0.0805610898493354,1.5984629029313018,283.79312793197744,67150.99099890885,0.0121121774542443,SciPy,Timed Out,272.88317918777466
12386.2712020271,2.1833327983364738e-06,2.2442569908707397,0.55896512906221,8198673.59937664,6.509998630938528e-06,2.620149422339148,0.9511270522088876,65828254845.82984,1.3693332140970078e-08,2.98468489810707,1.475045126333016,0.0163648483844245,307.34036068912167,57332.71320446721,0.0643532119619022,PySDM,Timed Out,244.86202239990237
54916569.88332438,2.312119936596924e-06,1.8811594488379544,0.1181141013363437,1401728.175019548,1.909392793082673e-09,1.8611032091142796,0.0075173471978585,54025.42910324419,1.7268515007566373e-07,2.7547436559872853,0.5143647701196828,1.3066209223154757,287.34929964978573,67627.16077687542,0.0152678296332025,SciPy,Timed Out,273.5035300254822
8242895.574379858,1.1025242131448515e-09,2.7788913042890657,0.1980372203999811,10225496.744926296,1.221720789838553e-07,2.064250036663013,1.2108614942579718,11586.282780010182,1.6849228762130002e-07,1.5397836601103727,0.7981593503221867,8.442178712379274,269.4735454003367,102766.56604458584,0.0028339916968092,SciPy,Timed Out,273.536101102829
40734527.32807441,5.1206356770717095e-09,2.190713517923069,0.0242096781421335,1316797315.793149,5.842997997629214e-09,2.725894603077328,1.2845022200209382,1023669321.7885156,1.6638524370247743e-09,1.395577272734609,0.1562701122671134,3.0841972789592025,306.5480851489358,74837.476543311,0.0459031191673796,SciPy,Timed Out,272.9138505458832
81463964973.08914,4.542374636724962e-09,2.3386847166701976,0.0546174130643939,1963749.1601908563,1.4767317801796277e-07,2.6789608034832417,0.138673155789771,8545.63159949669,2.374928171366896e-06,1.390453550866413,1.266989095344409,4.502643886034841,265.19213865457624,50851.65911822407,0.0041394488547137,SciPy,Timed Out,272.2424650192261
24995.79770630535,8.941890332087237e-06,2.58455747964333,0.1174349622160567,152900828.71857905,1.3271210716551222e-07,2.9055356025755232,0.5639189072077622,78136964.40685092,1.0763174191447521e-08,2.9430662148234736,0.0385379751800748,0.0175474372871374,256.0503030478549,80474.3388794998,0.0012438804619041,SciPy,Timed Out,292.2836637496948
1378.9836246432917,7.649516462459797e-07,2.3699137531613346,1.275306125316101,1097968.8945503165,6.048864563476728e-07,2.525713925324568,0.1883734646380072,92166358539.17528,3.844405532310704e-09,2.028345150879615,0.0702610890150396,0.212764499056666,256.21525951917005,101141.2772409388,0.0010031207364879,SciPy,Timed Out,275.6539762020111
169627602.67508885,2.5750988714112604e-09,2.5199192100831533,0.1497191664279524,12164.722154379067,1.2455453166213805e-07,2.023921427595549,0.6564540022765585,365095.6051219365,4.380338101225375e-06,1.9470723528062892,0.7560071108522017,0.0611361738368065,262.871847145713,81878.97853292438,0.0021360377602477,SciPy,Timed Out,273.1056928634644
112092883.22709112,2.1568279717447304e-08,1.229872174246632,1.0458082616938675,2170750.767058181,1.145112465707735e-09,2.857743768058598,0.0162024731130516,499793151.7191687,2.0224745157496852e-08,2.475557418800536,0.9735954884090604,3.496963045356025,253.71457120663172,84000.22286575614,0.0009770058748596,SciPy,Timed Out,271.1972415447235
59140371.05122218,1.1900198248510495e-06,2.682836984409475,0.8313505474405439,994617.4054287184,3.873341013873421e-09,2.6933661242887466,0.110662863174426,495654.78657019255,9.97747461613123e-07,2.823543310953034,0.929687919368646,4.358942580388859,276.8005682877737,92006.56113058746,0.0054153128630628,SciPy,Timed Out,272.46061968803406
48256860.445548825,7.3273299426905525e-09,1.243802248150517,0.5261204858207327,1056721346.9681628,8.928682662922298e-08,2.894965564244586,1.1695280959502805,364314643.1031505,5.015617736988883e-09,2.8916885943085804,0.0464715737059744,0.0112609443560029,299.6462843037341,86417.49896160598,0.0259581875261262,SciPy,Timed Out,297.67188262939453
2211110.3974532606,1.4353113742255924e-06,1.4807828394196578,0.8588657758114477,95415172.89474145,1.5897698678342571e-09,1.630901437546003,0.0336568533721027,196222146.73469493,1.070410007803794e-08,2.389325172869328,1.1796390934339456,1.299165811075354,309.879780005635,74187.68068282388,0.0565433343837483,SciPy,Timed Out,272.2004497051239
128614.12908011302,3.3396859598245225e-08,1.9171620543373948,0.9094522992399175,152965.63448300958,8.421924255392262e-06,2.856772214286071,1.2167015527481524,15337923.467482606,2.1172139179199022e-09,1.8632133093456944,0.9510539808580398,0.1171093849104062,307.4696689562818,98948.88117174237,0.036004592632177,PySDM,Timed Out,245.329384803772
4028618.33332256,3.3465369579888964e-08,1.4098442141226184,4.216650159689496e-05,820372977755.1954,1.0607020091055323e-09,2.169216126377315,1.4182872200026484,13299757.79674843,4.802974514440717e-06,2.3411910860477883,0.4611434865661674,2.0083140986562604,250.2204719571628,91909.83418323392,0.0006584738220688,SciPy,Timed Out,272.3969967365265
19782669.24360902,8.649743990748806e-09,1.872078149699514,0.0611704049146244,41109159.20895678,1.780498213292453e-09,2.3236726143921382,0.1964762007433144,110368672.19556282,2.1667478472660327e-06,2.295415285049141,1.2282348542153148,0.7094404189328906,264.9789927619844,71919.34809880129,0.0028729163811615,SciPy,Timed Out,273.15324783325195
14729.52945994728,3.6236329844712376e-06,2.8639523511233445,0.4975664417975288,84348821.41370669,1.551376829322716e-09,1.2272515377179998,0.036532729579705,244468015.09729815,2.3010870286169012e-09,1.2686588512800367,0.5865292495600423,0.0230910039836764,261.8677109463157,90835.84505530549,0.0017765131588103,SciPy,Timed Out,284.66835355758667
