mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,mode_2_N,mode_2_mean,mode_2_stdev,mode_2_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,error
313976418.1224449,1.6099178171110475e-09,1.2047700626471125,0.7199118288924561,420462476.1778444,2.9395521290930107e-06,2.5591105199032453,1.2694695467670538,0.0373583021413155,265.749924468479,58050.506140700505,0.0037461297270387,PySDM,Timed Out
100184914.08664209,5.648767888337434e-06,2.915526229739858,1.4629959679461488,8839672507.62791,1.2437329102331717e-06,1.7443171952282714,1.1952240059008203,0.040165750319304,287.0894140269014,84894.6645452966,0.0117746375935533,PySDM,Timed Out
6489624270.335091,1.6436490909365237e-06,2.7245818414443743,0.1942882890663834,50858455.77922155,9.25792881142973e-06,1.766377128115082,0.7269608923122056,0.0173204760643122,286.3912125375839,102666.52047913468,0.0092670478789313,PySDM,Timed Out
20515237.577460345,2.255827231054411e-09,1.3756778350094956,1.1921703261757337,882559362.1136618,6.168487544075597e-06,1.7341189013229945,0.6011725100846779,0.0156083245696484,295.3509059160555,73928.5797927183,0.0231300738546548,PySDM,Timed Out
6442082182.439315,1.5748299582834023e-08,1.407143553024057,0.4635908051345219,2984758161.733181,5.908669051358473e-06,1.2661723946140215,0.0660062606139917,0.1056444506937513,256.55546907098085,100728.5504929735,0.0010260192315873,PySDM,Timed Out
4108997820.523858,2.2878293284528204e-06,1.634684139695277,0.7626746839156148,108763704.86956523,3.6732476237107195e-09,1.5640258969912653,0.4711268519400496,0.0896377018370511,272.3574949225908,93489.7977763149,0.0038244781993726,PySDM,Timed Out
39334277.7741477,2.9461090398895192e-08,1.3472564554853648,0.1064391845861765,1812837950.9541576,5.18898570622157e-06,1.3199767225268726,0.694164819827688,0.0890661661159664,287.6875159618944,69061.30493665987,0.0151252561202291,PySDM,Timed Out
14031613.024069125,9.105961172767754e-06,1.6407446077731227,0.674390365543665,6662759845.507269,5.589592676473432e-06,1.3851817105757722,0.7335003777152789,0.0182909876429545,309.0743796833887,85062.46447178055,0.045990541823172,PySDM,Timed Out
30706995.98278054,2.6502324373895797e-09,1.3691082527633058,1.1966336329297451,884388002.3062338,6.8989952300891386e-06,1.9501543221789976,0.3977459388581962,0.0302795856345572,276.28268339474783,87249.80272576491,0.0054505232061283,PySDM,Timed Out
19406915.67176786,1.2194973419108e-09,2.0558382269211237,0.0596236339398327,252560525.3876491,6.249020732390908e-06,1.5111178516561703,0.8061856140511785,1.2393455608331714,254.82763235277432,51257.85372452339,0.0017451016422983,SciPy,Timed Out
1850337412.2781024,4.538984392534461e-06,2.4231539123173995,1.388749270747529,112392203.50445709,5.709015523579335e-06,2.089661992697016,1.154242490586057,0.0117773208575321,295.6308119704936,94678.87980346722,0.0182310422819486,PySDM,Timed Out
45931926.697708085,1.077711112903668e-09,1.4038877315139833,0.5303518755296126,6077540469.074737,4.959365897754496e-06,2.889157597656822,0.6960167896091034,0.0234055438546861,302.39915728160486,88397.6714338943,0.0296610233893158,PySDM,Timed Out
377260527.0117911,2.305851457350048e-07,2.923086392055479,0.9908256538971744,687045539.9327345,1.1082378060391087e-06,2.2495240098595346,0.766790915027283,0.0103411507032519,301.360297879771,61545.01853256578,0.040802605240037,PySDM,Timed Out
708510667.6904237,9.734464557974177e-06,1.3594247501642862,1.2799745911030904,339490420.38298965,8.013422279569979e-08,2.8833951604957835,0.3735934270299412,0.0226121087444687,269.29515003331665,68486.53342283302,0.0041628573186906,PySDM,Timed Out
8665074092.0575,1.110318223742689e-07,2.25742929790704,1.3115795580898753,7055393417.184566,7.797815947636919e-07,2.6091623584275823,0.8989377069854956,0.068510541911457,280.6993715814377,55796.95109146062,0.0117045436906947,PySDM,Timed Out
28039168.184975203,6.795431997576824e-09,2.44220569710333,0.4235628503129013,3272739919.600698,3.170590487796152e-07,2.9510928839317883,1.1228793726370754,0.0114980851966,308.29832652169085,52244.25300112177,0.0748512132257633,PySDM,Timed Out
67151575.565791,6.108218672182564e-06,2.742421425684679,0.8531898068939451,825372265.8709284,2.477155897585124e-06,2.493731934977629,0.9995209612509732,0.0140931819960127,265.38311762200794,83090.26682153257,0.0025389873663747,PySDM,Timed Out
3465474624.277871,1.2518606517644378e-07,2.3570037475175973,1.1723828388251545,287890464.73371035,8.226452267499212e-06,2.595804557578611,1.242963457218663,0.0398079861545607,302.04633501251107,50871.807359509934,0.0522527713089286,PySDM,Timed Out
1582789619.1196015,3.2387589493475925e-06,1.7688379714790698,1.4776735073828136,841619717.6678237,1.418753313615527e-09,2.6038118511072126,0.1822883672902851,1.728819759997863,304.0446790452324,54691.61877249326,0.0547054851785223,SciPy,Timed Out
207917795.39196935,1.4491612027007894e-06,2.1535011477858195,0.2696761702170631,1143038835.4542418,5.163536708192078e-09,2.4984830371805904,0.0517566943944404,0.0166086813111324,265.9635918789732,70313.00942541478,0.0031412549400165,SciPy,Timed Out
326606795.0016908,4.249933753765088e-09,2.555873263908424,0.0101455762725211,282165421.5427323,2.0238091656001936e-08,2.078741232027551,0.4432418105870719,0.4091861954087383,262.60290465514714,80618.8581107098,0.002102277721016,SciPy,Timed Out
1590947817.7017195,1.034411336461105e-06,1.2777205505322318,0.9793899342754548,366433798.948708,3.8346547069994913e-07,2.737580420777398,0.5992766500194591,0.0171489899915036,308.2917177148001,71994.35842449531,0.0525603451369951,PySDM,Timed Out
2808837310.7489014,5.992437997584197e-06,2.7746468845979275,0.6208301801756266,416863206.3027964,1.1359111390213845e-07,2.673993272683661,1.2803214338229962,0.0383080855025908,306.0471553562147,68710.91723333186,0.0482997881051051,PySDM,Timed Out
31075177.897772457,5.322088359851575e-06,2.1771109915617286,1.1666702330966656,45564035.93238462,7.02616246175273e-06,2.5397417580372625,0.245829288462737,0.0127666076969685,281.50426933562954,73569.8402747701,0.0093422178698894,PySDM,Timed Out
50783080.98927108,2.7355337451380265e-08,2.5283726122107506,0.748409743978849,2042317827.1813357,4.790243240790251e-06,2.828023871015384,0.1898878754457635,0.0399790258585338,281.419276355064,104989.10204471184,0.0064792485854927,PySDM,Timed Out
764281549.8294339,7.504402151437025e-08,1.6471556731863315,0.2778655641637861,2895638421.7329087,2.1486475032990942e-06,2.9629222876641776,1.450278174915748,0.0516381787484012,282.57938109132704,94634.09963952989,0.0077909756817787,PySDM,Timed Out
