mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,mode_2_N,mode_2_mean,mode_2_stdev,mode_2_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,error
177812751.4752125,8.632906240918793e-07,2.0418625446283465,0.5137172003486534,32515588.87638454,7.122008533894898e-07,1.3002866030557751,0.1655082632042175,0.2742346972740562,309.35209833308727,64305.77643513071,0.0633764718133576,PySDM,Timed Out
11008537.987511609,3.367813422881307e-07,1.7810169646453586,0.5458409725633325,28879193.39735363,2.9575408956344144e-06,2.8917136070139247,1.1216414277808786,0.0365341852874425,299.9307133254691,76199.77120873731,0.0298123720104854,PySDM,Timed Out
128350404173.42194,2.8885933275305147e-09,1.656972876767144,0.9417539955326684,882035557.6924001,2.9699245962752413e-07,2.1830373345531857,1.4780159018442884,0.0168403732700852,277.8880617409209,52342.80555193745,0.0102499635560384,PySDM,Timed Out
1648448.555879584,1.7751573278041933e-06,1.2638955360132698,0.1949300423238886,400204847.4783691,1.5458746385426896e-06,2.165435837820722,1.3150134370893476,0.4577015825572054,307.3079157430118,74535.28395628088,0.0477325180572857,PySDM,Timed Out
15397901310.74789,4.743598997663336e-08,1.7911923224207575,0.5064219662057957,24622711.24313807,1.2356294065605283e-06,1.4423715874935523,0.7987487174704075,0.0201151614767133,301.7993376500678,85205.9345410379,0.0297269511563099,PySDM,Timed Out
190534316.1292964,3.784952682218828e-07,2.9634617360635915,0.1967599924378778,335804120773.74585,2.9206586556953053e-09,1.7934599475056157,0.3703294411770285,0.0207761809171297,287.0689741650634,103335.03298177174,0.0096278706046528,PySDM,Timed Out
11223470.443194771,1.1234453298776061e-08,1.6461304151731573,1.4740534292252931,290777557.1054273,1.551288235554605e-06,2.952912991230054,1.2206337920111374,0.010602270829671,292.77408134601035,86602.4512003423,0.0166854778015196,PySDM,Timed Out
43413.35013439668,2.3803842322096416e-06,1.587655170297573,0.4682281151621133,6954250441.810784,9.801348122591509e-08,2.7644545382845727,0.7906722845203306,0.1213450388029159,298.1572361530552,50006.63837311239,0.0416482836533754,PySDM,Timed Out
25703932.041519813,8.40658873608713e-07,2.7568424757886847,1.1372838339851443,672144235.1136092,3.704669787023248e-07,2.324352850035586,1.2293052353178295,0.4585687243569134,298.76356566735666,90040.52965419056,0.023316229788609,PySDM,Timed Out
497259495.0382515,2.9359768049577e-07,1.8445607884971147,0.970693649808128,148602372.61117315,4.709629371920751e-07,2.025832515253155,0.6036837850231045,0.2566831522633394,289.67550636986067,69303.01901528577,0.0171757145978123,PySDM,Timed Out
198824877.50388065,5.021909091309988e-06,2.0751110043496594,0.8479882555977485,23155930.381939262,3.940337036490652e-08,2.7617601699998,1.26912372603956,0.4323454564992837,299.2837938915535,103824.68361862616,0.0207701562923268,PySDM,Timed Out
