simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac,act_rate,ARG_act_frac_CliMA
0,1.130654040191568e9,4.398651619109983e-8,1.6889041053748295,0.3401641816215603,5.517543112003818,289.14956765781494,79094.87884660394,0.3047297092645582,0.0146421124903134,4.000000000000002,1.0074309026712704,288.97346025256263,78885.14860152874,0.0146242278238827,1.7886631880338646e-5,0.7610581578374465,0.919,0.0,0.8715587474280517
1,7.012068087429988e7,7.950564628288198e-7,1.7284136670946348,0.3323869973210571,0.0376958434030932,300.7939980673893,63130.59470631877,0.9568928867297032,0.0387563580182601,0.1,0.9996629755765354,300.7990883737586,63131.43342887887,0.0387541611406351,2.977035349451169e-6,8.75446210635289e-5,0.0,0.0,0.6717564324086793
2,2.2826484910230594e9,2.9933209111685294e-7,1.661258931495504,0.971595103160696,0.0313180456639526,288.6575969459685,68310.10556422027,0.9041891494858912,0.0164758291587577,0.1,0.9958572500946372,288.70780670916406,68320.01801889853,0.0164575981339729,1.9219443089806392e-5,8.004926612681373e-5,0.0,0.0,0.0022576215477171924
3,9.917990118809688e7,2.877103785125954e-7,1.6904943309534148,1.0169422362899805,4.198644393001059,291.01621269454955,53574.99437795932,0.9454855631195908,0.0247169234892841,14.599999999999964,1.014353724800008,290.572586374921,53140.42108347749,0.0245743274136305,0.0001426530237778,1.4507686195499805,1.0,3.1377696909798314e6,0.9999949583365915
4,2.828671831543948e9,2.812985017932972e-6,1.7641082237192505,0.9195187575304232,5.926463622034996,276.2965767432638,70095.51033599227,0.7777744171925801,0.0068752727699863,0.1,0.8242906086559298,277.949137534176,70449.7275924983,0.0063284361750185,0.0017973718862231,0.016874613546558,1.0,0.0,0.9739210494084555
6,1.7288768922540617e9,4.7662469126177873e-8,1.7225205482043782,0.7795027313697068,0.0244103973797642,250.5204898164804,80770.29077108047,0.8132414473443398,0.000769526288505,0.1,0.999850149267036,250.52083598841705,80770.37113248832,0.0007694335660504,9.531897922316479e-8,8.833751392600675e-5,0.0,0.0,0.010846280979843081
7,8.50857847112921e8,7.550051276725484e-8,1.6706362768675251,0.5168140433988386,0.0696303055702645,259.4699542722101,86246.04488519506,0.7846223644767357,0.0015411367400085,100.0999999999986,1.0007515119626684,259.415156589293,86167.04294805831,0.0015368117581188,4.329261965401416e-6,0.0753830086088092,0.322,0.0,0.2137824575372541
8,5.521410289630222e8,8.326090630015484e-7,1.7887511596975638,0.5484003454771664,0.0763209235342547,266.1988033423854,52501.05925989589,0.1206751386394068,0.0043355371567391,0.1,0.995369953685792,266.2260807453587,52505.443317674966,0.0043241013867531,2.0148467207664278e-5,0.0002384137293587,0.003,0.0,0.3174412560166647
9,4.420900622101472e7,8.743884491159065e-9,1.6195812130728409,0.6545013333561637,0.6218482278535837,272.94493229807046,94822.538200158,0.9752983382773176,0.0039766637836376,57.70000000000055,1.0152193992874403,272.6336600235807,94397.68434413562,0.0039642717757363,1.239204704823908e-5,1.5240344464278357,0.294,0.0,0.2403666883467612
10,1.116513765112941e9,2.901921448615113e-8,1.7555571961281642,0.1059995387331461,0.0564194976118845,287.8684477790398,68109.06976162748,0.2385430868262129,0.0156874632633237,80.89999999999968,1.0019429129617758,287.8275902706897,68071.30285516915,0.0156852085276025,2.2553067083418333e-6,0.1944792430430775,0.04,0.0,0.016336941891473666
11,5.447049158009789e8,9.9543623674571e-8,1.6193278312826265,0.6670167976135302,0.3185089561513199,262.04663150938654,104795.65089289284,0.9842385719139102,0.0015614866349078,31.800000000000185,1.0014628511294243,261.96871618537347,104659.28938922478,0.0015560860360784,5.4051595037670405e-6,0.1473937796548696,0.886,1.5651145791236494e7,0.8564708416061009
12,1.4033315515326254e7,3.612474664091555e-8,1.7217998100581162,0.0325935316808033,0.5671917642724313,255.4222132727171,86429.34252350009,0.5498105417886712,0.0010982425261866,84.19999999999949,1.0216402390986423,254.9870344545188,85878.85631291459,0.0010883603055804,9.882257810148888e-6,2.1661602507287547,0.726,0.0,0.7359555606410506
13,1.474498909756641e9,4.9339299520598713e-8,1.6823223924281183,0.5315349389093305,0.3537788151557304,296.7300859729917,54235.42689290568,0.1280215104242903,0.0352705111345808,16.79999999999997,1.00167506824476,296.68415489483726,54193.76788531696,0.035258481236408,1.2033885235909923e-5,0.1687868996484542,0.514,4.726468249853462e7,0.2598705626598105
14,5.850008893954965e9,8.788450655990492e-7,1.6379001379273934,1.1774366425017997,0.2464051320668192,307.497179764213,51855.846323052,0.3638388744889846,0.0726389656512822,0.1,0.9432760490223124,308.4727352868882,51978.99705369257,0.0720881297596381,0.0006379911690048,0.0005495967268842,0.106,0.0,0.01178918549259511
16,2.827593289529579e7,6.447476999925585e-6,1.762779401083717,0.0401725927045823,0.0343635737057296,296.3619563230012,89431.14580933683,0.7028893372796605,0.0204485223244573,0.1,0.9996883067356234,296.3663307902281,89432.26322814405,0.0204472506378043,0.0001283508372754,8.219783043106332e-5,0.031,0.0,0.9221684415234832
