mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,error
4642661978.686479,1.2001912803949708e-09,1.824612109435679,0.1607345310227371,5.118393219838517,269.16764702623294,97404.818872124,1,0.0029225411336708,Condensation failed
6694954623.52868,6.757600522032993e-06,1.8532986194897696,0.4348500576265238,0.0187787654135317,253.4691312614728,59718.19441028612,1,0.0013464265332426,Condensation failed
181515283.6200574,1.6611989102892331e-09,1.7428844169180715,0.0358025552580754,0.4188198822730274,294.35896536776033,67510.2166871184,1,0.0241181261166344,Condensation failed
1538060744.8787382,1.528658634086783e-07,1.8909435410503128,1.3865169746549872,0.0407523323518212,299.90993328110983,51268.42878490118,1,0.0457995065426907,Timed Out
41025531.10238621,2.623358137320618e-09,1.961879198013286,0.2549109560046572,0.03458137694074,249.9420036209361,73958.59742671036,1,0.0007985667296149,Condensation failed
1369738764.3582406,2.1476804166208187e-09,1.8766306105101376,0.1490061920005206,0.0764653845701582,287.8673705886282,99067.94886393908,1,0.0106999924490841,Condensation failed
94559622.661981,3.3700989498182716e-09,1.589304456177817,0.0344199645898175,1.5099623705931522,282.52780271289936,88060.25170285566,1,0.0084364871375945,Condensation failed
11028836.170404185,1.2516628910495663e-09,1.8405175125277116,0.1358619173254191,0.1611438614070143,275.0278530696282,57630.693750991966,1,0.0076493979171243,Condensation failed
4272815733.997538,6.344200531431077e-06,1.6880592952527624,1.346465456680761,0.033246075911862,262.35023925547574,70773.6293883237,1,0.0023718262266054,Timed Out
4664497797.6650095,1.937533557131435e-07,1.9542694869173751,0.6233691982996319,0.0226511243015517,302.60982817514787,91331.5603769846,1,0.0293376506980785,Timed Out
29873050.366166554,3.558310815765709e-09,1.9181616083758752,0.2249593162428682,5.871133322492512,278.8277098884356,74018.80665435664,1,0.0077862295262848,Condensation failed
780522223.4937599,1.627988445534724e-09,1.7649148244049997,0.2729821405584312,0.011089759029038,257.95989376294546,82805.48223600452,1,0.0014177262197891,Condensation failed
457736751.4873626,5.334096718718776e-09,1.8665428279867045,0.0874308388234723,5.01260842486236,290.70979739165784,91662.44249400342,1,0.0139340766136407,Condensation failed
28370202.83927009,1.0082965082412834e-09,1.7324802296811252,0.3113468972954132,0.3345830235653534,272.8933047786647,53353.713400781664,1,0.0070758408375223,Condensation failed
752285769.2101152,2.822697937938264e-09,1.9579162353188044,0.0779853663662909,0.0256956702927406,260.757544223685,67600.52468683898,1,0.00218496047953,Condensation failed
11204061.515141089,1.6621889517489786e-09,1.9820601402326008,0.3348463301584295,0.0205496058628674,252.6458993250382,67528.97756351164,1,0.0011087025105507,Condensation failed
193957716.2041195,3.490993507970907e-08,1.6508278383253,0.0008172500057996,2.5878043835214526,287.48382382871256,101181.63738408612,1,0.0102121898907124,Condensation failed
6904477214.181715,1.0707986806154763e-09,1.7609865421786235,0.2493595154513496,0.0528552160909125,273.19220555178794,96820.45161719284,1,0.0039652231999571,Condensation failed
2381299506.0633736,1.0217465555095259e-09,1.7118496893211317,0.4307075218590103,1.2866362055678084,276.4721704674583,74770.01485977967,1,0.0065223877116582,Condensation failed
415899533.3596374,1.0795159158973267e-09,1.849768522399956,0.2571436802563077,6.15115013216138,303.86662078284814,58573.93754498276,1,0.0507782424208477,Condensation failed
5991089536.423939,6.782487903392081e-07,1.8880690685713688,0.0994444442330458,0.0129773530898151,294.2936319626677,69615.69551589685,1,0.0232643977682648,Timed Out
69709952.22521135,1.0287533210430155e-09,1.9306800256477776,0.6052485881527285,0.2602260167898431,305.9701608805858,97812.90057467874,1,0.0333637145859527,Condensation failed
35199565.74201829,5.195609772099617e-09,1.922332358534478,0.0552379070217171,0.4479699115057454,265.5667578974381,87084.66024052042,1,0.0024818555040541,Condensation failed
122292940.30717592,1.313756181420729e-09,1.791195278043294,0.3867552268097576,0.9865828117428536,269.30624278619035,65408.715871204615,1,0.0044081632800484,Condensation failed
173883189.55103242,6.18019824185295e-07,1.5479876490472677,0.4605572483111221,0.0117680363066533,297.3691361430828,54304.322171956,1,0.0366821917812986,Timed Out
1320497429.2319584,1.6968754195803897e-08,1.9819193345800985,0.0255673304709567,4.825220439556474,306.6600947572729,53706.32866218644,1,0.0663350097196519,Condensation failed
23605233.66558821,6.035216422459638e-08,1.6886117191069308,0.0014942884883621,0.6962094404307521,296.9339777494806,88288.93383211413,1,0.0214732626943441,Condensation failed
14942227.244640823,1.4135276784306472e-08,1.833290999068541,0.0363731864557241,0.0128027631039503,284.8361686964628,90504.17993388708,1,0.0095926254661531,Condensation failed
2755283200.7229824,3.216284470657452e-09,1.8235788747999495,0.1736116333140408,4.794495768631307,280.777750862398,92775.25219892236,1,0.0070966363179799,Condensation failed
