simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac,act_rate,ARG_act_frac_CliMA
0,2.158481460724457e8,2.7042364592258485e-8,1.7356583655007194,0.4544563632252917,0.3781079030771291,295.7991840435574,85596.84251513955,1,0.0206561582510305,25.70000000000009,1.0035549701894133,295.71726286772264,85498.97766074886,0.0206502913732475,5.866958542032353e-6,0.3566425732694833,0.4,0.0,0.32600382965826985
1,9.990177415323372e9,5.578485302228112e-7,1.6813232356364043,0.3429222812650578,0.0997403192846079,292.0788216668016,96124.02234037226,1,0.0144916320481267,0.1,0.9763774603251898,292.3894095907688,96213.89434577696,0.0144105394062222,0.0001023215166462,0.0002470383368979,0.0,0.0,0.0018693877980582863
2,6.368411755764811e7,6.237323028611106e-7,1.6726497615518643,0.1658810488838124,0.6477101969402526,299.5517184020782,88792.73039495047,1,0.0250898431685102,36.60000000000025,1.0026596956946316,299.4286953423168,88543.16925014513,0.025043455558762,4.659417604996494e-5,0.2678717440573797,1.0,0.0,0.9997795568194324
3,6.072718569256549e8,2.7301497346933588e-8,1.6662030980798272,0.7011854829197236,0.0492145318786036,255.55437778908177,73895.2494635479,1,0.0012993553733779,85.6999999999994,1.0021296298012,255.51522418936227,73853.47319619123,0.001298560519731,7.950178321915358e-7,0.2131456110928908,0.176,0.0,0.10123326171551345
4,1.9627846494611617e7,1.893211896559849e-6,1.6869035883040335,0.9139863268611296,0.0600624177517096,291.0112845281172,98107.2639859528,1,0.0132541596051317,0.1,0.9991966758512686,291.0214817751981,98110.24954240222,0.0132515544526927,4.219789026258952e-6,0.0001500907125029,0.051,0.0,0.9954188553910674
5,2.945109825570911e7,5.933793161814226e-6,1.7877127441742309,0.9254587148342476,0.0439601422025248,300.1349985307084,58506.41926107602,1,0.0403342826864787,0.1,0.994120512128962,300.2233247737197,58520.00664205023,0.0402934470419542,0.0002140810365667,0.0001027553395926,0.547,0.0,0.885089502203259
6,5.011245450430428e7,8.82993402135886e-6,1.742719059394776,1.1728168616260173,0.528479857921899,274.4250344183925,73816.57120775754,1,0.0057015861781066,0.1,0.9809593991956704,274.5813341524983,73852.55074763762,0.0056530294503457,0.0006569373556454,0.001530000978378,1.0,0.0,0.9997701251611366
7,2.2494058818424007e8,1.2206895551026464e-8,1.743168001862936,0.7063417807845499,0.0872652332398925,257.0450791378686,98877.86237017624,1,0.0010999470143132,100.0999999999986,1.0047802786806312,256.96339376860686,98763.32926825328,0.0010989804320582,9.665877160854238e-7,0.4783303581864295,0.094,0.0,0.05048519347830899
8,2.302547286565349e7,1.1423553475950178e-7,1.6029378341334073,0.9976889912715212,1.1773826902707678,271.64441189619475,58442.60165966179,1,0.0058839558243512,41.30000000000032,1.016078943531887,271.23955218426335,58072.28490994066,0.0058393107879521,4.464584228314011e-5,1.6122061141564448,1.0,0.0,0.9999893663739168
9,7.147377273515341e8,1.6432482229916435e-8,1.623472898984963,1.1902836361528897,3.830428379381268,261.36316620671374,103120.70291864088,1,0.0015022368702903,6.899999999999992,1.0120681959492552,261.1260709980404,102766.81422112594,0.0014968010440988,5.435957861961338e-6,1.2208194635093816,0.783,5.203874465055316e6,0.7735292167379331
10,4.3896496440087867e8,6.361049324189119e-7,1.7196098971758795,0.9579805567043912,0.2881039487072922,298.2891930702083,83712.23398776654,1,0.0246808428822943,0.1,0.9969319859715214,298.3337762922052,83722.72851339044,0.024666807390207,1.5846840690739636e-5,0.0006790601200235,0.048,0.0,0.8131687841576585
11,4.785178968557158e9,6.91060539329227e-7,1.7552376931388018,0.8180481893184275,0.097808555581273,284.3088376029455,95965.5023027582,1,0.0087242251214517,0.1,0.965233404003963,284.6951063536511,96081.0638617776,0.0086275125597931,0.0001197343020209,0.0002590130224966,0.003,0.0,0.019950132481652838
12,4.120261255053668e8,8.594835447204257e-6,1.6841903278003008,0.3390929359900323,3.2346355158171924,289.037747918889,77670.3114520657,1,0.014808405621087,0.1,0.9560709044239716,289.58455089417794,77793.66857509324,0.0146330009299658,0.0041284849243723,0.0082333844952042,1.0,0.0,0.9996468300432233
13,4.096962588345358e7,6.23330575703306e-9,1.7639547411211458,0.5496606174103204,1.970491918929268,298.00812023889483,69241.74537245628,1,0.0295652998654024,38.300000000000274,1.0248960295056109,297.39838894556533,68612.10473219813,0.029481858267017,8.344252193134416e-5,2.4961133804781044,0.335,0.0,0.24353412918388856
14,1.1205034813132654e8,1.3161516178662092e-7,1.7454445939047074,0.5596412277574129,0.1860873890923171,279.3241439910374,93924.51930474347,1,0.0063360187387552,39.9000000000003,1.001624746602475,279.27210027517003,93839.2474216921,0.0063292048685407,6.817509110789969e-6,0.1630710752507314,0.953,960019.5396170232,0.922352040724949
15,5.8412398950035565e7,5.079813747401251e-9,1.751405298531401,0.4215013194616858,0.5423491369149643,281.95740156581456,73341.3880038845,1,0.009767708048654,89.69999999999918,1.0194680648680798,281.5408957530366,72901.72979363795,0.0097387403432303,2.8967789264020157e-5,1.948646431264467,0.089,0.0,0.02839259735422484
16,1.9406547629112816e8,1.2651534619698866e-7,1.6221737708166626,0.9821114502949128,0.222545067189265,301.1568617293778,70810.71463369095,1,0.0350956317973505,34.30000000000022,1.0010369390486853,301.11348322655675,70742.71052368305,0.0350760863725692,1.955126666868828e-5,0.1043934310142935,0.962,4.835186017669822e6,0.8860759341497
17,4.279387568047409e9,1.7781626842766442e-8,1.7470612922889193,1.0057468115824992,0.0952986418608929,256.9014653211385,88979.1125937983,1,0.0012079817809719,48.50000000000042,1.0020720680067572,256.8595381981615,88924.50546782758,0.0012069982078238,9.83906228908317e-7,0.207555605138654,0.077,0.0,0.021682016970878848
18,1.0748705668909583e7,4.5573573986550136e-6,1.715409090556531,0.6522080417665822,2.7566961312482734,299.74428330788544,91237.88915406608,1,0.0246801209270961,100.0999999999986,1.007655745934994,298.6207324329565,88287.64886398884,0.024025523587337,0.0006694723616862,0.7729068725171206,1.0,0.0,0.9999999999530204
19,2.0131653234217964e7,1.722620637982623e-7,1.687256257110393,0.0526145644698646,4.701264475190285,304.46970863527304,87715.06848708552,1,0.034228541091436,25.40000000000009,1.03029207435187,303.6256785900877,86498.00004774556,0.0340756740520659,0.000152872285627,3.043269678620031,1.0,0.0,0.9999457530594509
20,2.497492138159407e7,3.2448169708709326e-6,1.6085772529083622,0.3133773677609785,0.0134447207862137,262.998422748408,69830.00665659705,1,0.0025314431326927,0.1,0.9991682402261932,263.0026304622661,69830.96940074464,0.0025301400115231,1.1895878678202082e-5,4.324443607650608e-5,0.0,0.0,0.8862841893138265
21,2.5446584589975268e7,2.580575819590258e-7,1.7126832978228304,0.5230876479042026,3.614587786676172,279.1248532998412,102103.23153272878,1,0.0057432885700656,26.900000000000112,1.029206222817191,278.3834833168391,100900.47838178616,0.005680867996236,6.242692267002085e-5,2.9324586337061254,1.0,200345.2169320892,0.9999999186997698
22,3.286826207387168e7,2.850615501356002e-7,1.652553609041762,0.978450954473532,0.0171555435154805,278.84829651522017,50134.95480921521,1,0.0115813376114478,0.1,0.999941017096723,278.8488434485803,50135.024621203054,0.0115810729096163,2.804632332310516e-7,4.78179697616099e-5,0.0,0.0,0.737871302475627
23,3.5951812294912715e9,4.271855324854077e-9,1.7791056015153324,0.9946267621782708,0.790758727562716,259.62831375323145,50813.7886996185,1,0.0026544835495882,26.0000000000001,1.0109368228494275,259.4353296617348,50674.61752754365,0.002648854559217,5.629021727146395e-6,1.0967127187856418,0.027,0.0,0.0067288505064451165
24,2.7907078996636897e7,1.4727027815127689e-6,1.6826220564490075,1.0540467104836504,0.271324661728595,283.29120615689664,78544.67446051122,1,0.0099801986645464,0.1,0.999129228386668,283.30036786940354,78546.67261834381,0.0099773232629757,4.171649251680536e-6,0.0007256250112996,0.472,0.0,0.9998728833227117
25,1.1072565504289798e8,1.2355689891896887e-9,1.69541091012392,1.016417785876637,0.0536049462442133,248.39093946868263,100252.00960302264,1,0.0005127880950977,100.0999999999986,1.0039726814752312,248.33856717096745,100178.01083416423,0.00051278809509,9.860781880371236e-15,0.3970692680371313,0.0,0.0,1.196650949109035e-6
26,5.845648723462887e8,7.458468673175796e-6,1.7382469072722022,0.142076463106323,0.2116496062953652,307.6831029441174,63153.8714007686,1,0.0590863095828545,0.1,0.9767971570422042,308.0756045993647,63217.74343182216,0.0589077460731314,0.0058824764671899,0.0004681800036987,0.9,0.0,0.49865453890538525
27,8.132832097819035e8,9.585997361059705e-9,1.750214590597972,0.6669457896419908,0.1263438555136555,258.4916471499015,52667.25113095451,1,0.0023323155735197,73.4000000000001,1.0050740828288354,258.40418797940526,52602.03557830281,0.0023302175301489,2.0980617756712078e-6,0.5078898324273995,0.045,0.0,0.018477088156574062
28,9.429746594702208e8,2.809970492595813e-7,1.6750376706489285,0.1316753075012445,7.190518784527149,293.3099849694587,80266.52300061655,1,0.0188621282765725,4.6,1.0057905345645528,293.10598062468455,79945.67043537211,0.0188070477247221,5.538622339457488e-5,0.6017045854872283,1.0,8.000886080825765e7,0.9988734487879332
29,5.339321192184771e7,1.034197072262992e-9,1.6687351790670826,0.8103951300437917,1.07719086971311,279.077061705828,51814.952802405045,1,0.011381311882619,100.0999999999986,1.0616443738667225,278.0221321426496,51129.55361384159,0.0113787511962296,2.5606987948921285e-6,6.1616599427889,0.004,0.0,0.00014237894689239639
30,4.548234834544142e9,1.4716759644050691e-9,1.710532472805535,0.2258865862295063,0.0455370626243052,280.11669408336326,56262.74435340894,1,0.0112582536382873,100.0999999999986,1.0025149617132747,280.0719710857501,56231.295402604985,0.0112582536383598,2.411740168505665e-13,0.2513703653595156,0.0,0.0,2.7548850978220685e-9
31,2.7675582024865218e7,8.975299646083998e-9,1.6535704827372264,0.56497765433066,1.618350640974141,305.6286754944641,52092.6240628941,1,0.0643628510141962,42.20000000000033,1.0210187526670778,305.0652964387436,51632.27932121512,0.0642144780117905,0.000148374637688,2.1080742467929348,0.536,483148.05072683765,0.34979241401367256
32,9.294264902008156e9,4.015778254590422e-6,1.776950692593121,1.123087908800064,0.0518714502764753,292.3125307266098,99490.75021684777,1,0.0142002205428606,0.1,0.4382960941728854,303.1315822478276,102727.98161222057,0.011456420831363,0.0120213598957882,0.0001281916381046,0.431,0.0,0.0006995653712426053
33,7.742130561021778e7,1.5737062240622516e-7,1.6735969009568707,0.1473377056949542,1.6642485861458798,249.3637646996695,99952.38252166548,1,0.0005611029245478,27.40000000000012,1.018271461735627,248.9469427722935,99331.99536021972,0.0005539378436561,7.1680867443794456e-6,1.833624432222236,1.0,0.0,0.9997903188831867
34,8.172489848631388e8,1.3268013395184385e-7,1.6154060286612453,0.3227744020667076,3.3382562786526573,296.1352781878504,65036.23070086027,1,0.028065197136258,5.699999999999996,1.0043057015776269,296.00404211781466,64881.312905618346,0.0280283364541076,3.689098747548199e-5,0.441681158918028,0.999,7.600167205084255e7,0.9877148210096776
35,1.9856015679114524e8,2.116986766220783e-9,1.602742695145766,0.7647935763932318,1.2164351443923267,299.4617347539217,68489.93063253789,1,0.03273784232388,79.79999999999974,1.0358402521867935,298.62919615495633,67698.04519053437,0.0326557732373323,8.20696527196463e-5,3.588093032522366,0.02,0.0,0.0001971290285290861
36,8.371802733012314e9,4.148198591788659e-9,1.700278343190505,0.8296608645510518,1.0877966360833773,276.2975508360961,88365.38512598607,1,0.0054417247028785,19.60000000000001,1.009803009793087,276.10669482367194,88132.00685900147,0.0054355277687059,6.196976404493088e-6,0.9839428949689476,0.012,0.0,0.0015699771651055405
37,1.0549157775549113e9,1.9628650979855993e-8,1.6090351657862725,0.966257246840338,3.278237846378089,263.11601565803426,88610.37411189941,1,0.0020118926380796,6.199999999999994,1.0094177385267555,262.9331668912524,88377.1000777479,0.0020069310383641,4.961760087966358e-6,0.9536423554633576,0.756,9.00108665002371e6,0.721036352941669
38,6.337044362028132e9,1.7576657702071264e-9,1.652741283139146,0.6384328249010909,0.56469211066305,280.4877620092837,63885.52208169474,1,0.0101526010348829,83.9999999999995,1.0226669729410005,280.051322061987,63510.783942960734,0.0101358091437831,1.6791943744649393e-5,2.268694657400494,0.001,0.0,9.61779841379684e-7
39,2.7350654364423115e7,3.085482941225752e-8,1.7984780933552398,1.1487866369116475,0.1339926802217328,297.1880915545653,79730.38851847159,1,0.024247937867092,68.80000000000037,1.0031021289268065,297.1131427866349,79643.25738185829,0.0242402406046435,7.69728473098031e-6,0.3106236114245764,0.642,0.0,0.5935330547731952
40,1.8339788604283507e9,3.4024294958860595e-9,1.6258359751146794,0.9887579679388548,0.2221387315839595,254.9350340788268,101440.12665785196,1,0.000897642283047,100.0999999999986,1.013224491367751,254.7241920716818,101138.60596465884,0.0008960406609892,1.6016244618946734e-6,1.3230445920060507,0.006,0.0,0.00018018376432721306
41,4.84352909309773e8,4.174042138230111e-6,1.731892256421742,0.3633289126862937,0.0196600976223782,271.8870706703628,87281.04537613294,1,0.0039987349724983,0.1,0.974772366421094,272.07677779221063,87335.09494262462,0.0039497611047734,0.000553519333958,5.822600503968545e-5,0.025,0.0,0.07837232223295959
42,2.448063250557885e9,4.480993485249706e-9,1.753407342451207,0.8865267086748106,0.0336711270529583,284.2464396860126,93275.664232967,1,0.0089417929278112,100.0999999999986,1.0017881331604084,284.2134082152367,93237.71319170996,0.0089417927830317,1.4806594590133112e-10,0.1787239047715827,0.0,0.0,0.0001345115280487752
43,2.1384777473852977e7,7.2542467157708975e-6,1.6696816056864467,1.0442786399013122,0.0560276287438877,258.1402571391526,78396.87653388147,1,0.0015201687313113,0.1,0.9944944207586386,258.16183099995885,78402.6571712582,0.0015143666547986,0.0001099278339401,0.0001885909979515,0.864,0.0,0.9962864878146196
44,1.8247618797365528e7,4.249620952898639e-7,1.762038182357484,0.4859518474964356,0.277071131693085,253.52322958027247,68365.20897142752,1,0.0011812902475113,100.0999999999986,1.006805566631623,253.28047425596893,68107.81667912888,0.0011691528453065,1.2163346058600824e-5,0.681582035922923,1.0,0.0,0.9998970188099375
45,6.795018817084861e9,3.4555468653083946e-8,1.613402528600816,0.6947439140753517,0.1792999670894329,273.6575368916924,52533.81365169218,1,0.0076027538434889,28.80000000000014,1.0012983353394629,273.6167132198916,52497.54149487762,0.0075953108319797,7.447909180556002e-6,0.1304938844562064,0.147,1.0205282662502909e8,0.010759228467514481
46,1.0712685459888153e7,3.74299891655157e-7,1.6638391139191695,0.873363617401047,0.0905498867590813,267.0266007303834,99893.58413285622,1,0.0024207277702461,100.0999999999986,1.0022464867951422,266.955608525485,99778.78273136544,0.0024157765580672,4.956943702071457e-6,0.2248162442203272,1.0,82305.71835508387,0.9998514390420765
47,1.3045821381362624e7,3.874423477723117e-7,1.6200562342164362,0.5473972637355276,0.1772319487841832,272.17512837942195,51887.01574933277,1,0.0069019743908165,100.0999999999986,1.004431532692765,272.0335988266708,51763.44974613218,0.006877088573674,2.489939623311766e-5,0.4437936997087277,1.0,0.0,0.9999589583151052
48,1.4477193291817944e7,2.0235876225635135e-7,1.6036026424250631,0.8535255292498447,0.0591040130916777,301.6972188165689,83431.5815341661,1,0.0305221477712271,100.0999999999986,1.001311823240754,301.6576816264743,83373.00161999291,0.0305132395234299,8.909685295158584e-6,0.1313347068707449,0.999,152951.86515659312,0.9926559322706038
49,6.999859429688028e7,8.687164963887736e-9,1.6533053683064778,0.1553779542903626,7.556849861159469,266.564753919256,58795.63155667799,1,0.0039796533370382,19.1,1.0610008938565645,265.2881463404722,57691.38991117152,0.003898737085632,8.091953957866094e-5,6.129658150317874,0.62,0.0,0.582949099379586
51,4.36292924435872e9,1.8995075642880081e-7,1.7422300501903123,0.3512288613892925,0.026700732005477,260.7194200255412,84968.79732761765,1,0.0017317395792034,0.1,0.9973453276479706,260.731389508141,84972.26719374149,0.0017287326323918,3.44053085931827e-6,8.771553348108085e-5,0.0,0.0,0.001136320427439108
52,1.1648963400863189e8,1.8482581545251737e-8,1.6676125248040898,0.4676633070977286,1.657114597695069,259.058725192772,95051.32842872269,1,0.0013517494889264,21.00000000000003,1.0156608282930943,258.74527137707025,94617.1255516684,0.001344217429032,7.532130495672659e-6,1.5721416124836685,0.75,0.0,0.7589410954313548
53,2.462943623177482e9,7.639810611226296e-7,1.7415947863593204,0.7249327216437713,0.9340287039563496,303.5371941812234,64347.65774664462,1,0.0449692036783849,0.1,0.98224534871387,303.8196534181789,64395.29016072474,0.0448475296900135,0.0001467261323446,0.0021252141825689,0.477,0.0,0.5399013038902846
54,4.733134873455496e8,1.757947702826647e-6,1.712830014759266,0.414896399954374,0.0314766403293595,263.40384880416593,56951.434135497344,1,0.0032084123876649,0.1,0.9901490196517784,263.4549169651758,56960.6909738108,0.0031890102969234,7.126362337371373e-5,0.0001008905800681,0.002,0.0,0.1472936068073062
55,1.84224516217472e7,2.1665822779114085e-7,1.737868960186301,0.9193435713115214,0.899421392585069,260.8025511587598,58058.28126343044,1,0.002554838969813,56.90000000000054,1.017464926518862,260.35486168917555,57661.23527486693,0.0025242433002257,3.059974640652029e-5,1.7498972246737576,1.0,0.0,0.9999929980980166
56,1.7273227159490712e7,6.625917220932867e-9,1.669122651009933,0.0655475313687247,0.0126915433844648,268.2918810861973,61781.73911455613,1,0.0043228045158217,100.0999999999986,1.0007786452818894,268.2794584307109,61771.72247703325,0.004322804515826,8.052931040545385e-14,0.0778256174272851,0.0,0.0,7.445180838283606e-6
57,3.910068116854387e9,5.33431272378524e-6,1.640043306740666,0.6658734796863751,0.1123111324334886,278.8088912039975,61925.90910634964,1,0.0093171808561539,0.1,0.6958914215449065,282.1460098248812,62541.3718535112,0.0080513738125369,0.0108726593239889,0.0003128154496545,0.859,0.0,0.018664371787998513
