simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac,act_rate,ARG_act_frac
15,1.18e8,1.84e-8,1.615061785,0.39926024,0.579191877,288.5516213,72812.2696,0.972452879,30.9,1.006808004,288.3998685,72654.11238,0.015312435,1.23e-5,0.682700937,0.371,0.0,0.2745787262183049
16,2.09e9,1.35e-7,1.707504838,0.329695069,1.26955918,295.8578516,90510.85458,0.444469924,7.9,1.000953741,295.8071312,90403.299,0.019552375,0.000111318,0.099139798,0.83,0.0,0.7754476627699998
17,2.64e8,7.76e-7,1.760596172,0.112700163,0.113042745,287.7045332,77181.2964,0.399967382,100.1,1.000076269,287.6514346,77071.51984,0.013627198,0.009009,0.007988,0.633,0.0,0.6822876510267739
19,9.47e7,4.81e-7,1.784857534,0.824158502,4.545105297,271.8754346,85962.97497,0.64789575,13.4,1.007090795,271.4601995,85303.90755,0.003992958,0.006658267,0.724507343,1.0,0.0,0.9999978711968497
20,9.32e9,1.87e-8,1.79788178,1.028400717,0.080292908,259.8149599,90330.15765,0.926914784,51.3,1.001384147,259.7794878,90281.36631,0.001511868,1.83e-6,0.138700971,0.045,0.0,0.0038024880773521175
21,7.79e8,2.27e-8,1.7915616,0.541066131,0.140060485,303.7582999,69327.63595,0.819104413,38.6,1.00193897,303.7114013,69283.27665,0.042082142,4.52e-6,0.194341848,0.138,0.0,0.0787714962178136
22,4.77e8,4.99e-7,1.601430696,0.945461881,2.00778433,253.0905946,86730.26541,0.69999226,100.1,1.00077092,251.4395914,84407.93031,0.00079888,0.013929477,0.084650015,1.0,0.0,0.9997714279905037
23,4.43e9,1.09e-6,1.669254864,0.016641485,0.05296072,271.2005552,72707.2333,0.619532834,99.9,1.000002966,271.1671176,72657.1683,0.004559479,0.021582062,0.00047963,0.0,0.0,0.003102467980199086
24,7.42e8,3.53e-7,1.734348995,0.935584862,0.181347932,295.1799535,51053.91395,0.631624765,100.1,1.000054602,295.0908292,50913.58294,0.033954284,0.024420622,0.006129165,0.47,0.0,0.3549977938702792
25,2.72e9,2.64e-9,1.677347896,0.183833916,0.092255144,277.9360644,73375.42297,0.375545801,100.1,1.005196361,277.8456296,73291.85408,0.007376872,9.72e-13,0.519375745,0.0,0.0,1.7857533812781767e-7
26,4.19e9,9.1e-6,1.716496921,0.061538344,0.284958526,294.0948211,74843.63609,0.327686484,99.8,1.000009058,293.9749063,74574.07769,0.021229669,3159.554138,0.001803339,0.997,0.0,0.9569713474394116
27,3.8e8,3.61e-9,1.748188421,1.17011228,0.129956188,288.3008647,89241.6649,0.913885902,100.1,1.006505428,288.1750363,89103.27702,0.01224351,7.04e-7,0.650348561,0.004,0.0,0.0005111659985412853
28,1.17e7,1.98e-9,1.617864326,0.554366767,0.141614083,282.0674518,52971.08486,0.888865069,100.1,1.0077155,281.9282029,52879.57046,0.013709963,6.41e-15,0.771162886,0.0,0.0,5.6338755447971074e-5
29,1.15e9,1.07e-7,1.699798287,0.945623502,0.095607617,304.6803564,63071.03054,0.546937454,100.1,1.000226816,304.6389861,62987.68737,0.049237847,0.000173707,0.022992129,0.277,0.0,0.09135724054234251
30,3.98e8,1.19e-9,1.720584814,0.949539349,0.150263832,253.7183616,93160.74928,0.369305833,100.1,1.010621655,253.5715268,92972.09109,0.000881087,3.9e-14,1.061631723,0.0,0.0,2.324719001134401e-6
31,5.8e9,4.09e-6,1.681118527,0.966420005,0.01048496,268.6913459,86959.26866,0.893287811,46.3,0.812623632,275.6665828,95599.92612,0.003898708,3987.653743,1525.329241,1.0,0.0,0.8854271971371707
32,2.01e9,1.39e-7,1.658986967,0.745529901,0.013274952,297.0822192,53119.73916,0.776003864,100.1,1.000017075,297.0758135,53109.2516,0.036864563,0.000459921,0.001754689,0.0,0.0,5.176006195517502e-5
33,5.85e7,1.09e-8,1.738137865,0.116570583,0.064899396,275.7703468,85276.99906,0.121722526,100.1,1.003720771,275.7068007,85208.19477,0.005431582,4.63e-9,0.371892716,0.003,0.0,0.004048588890301574
34,5.24e7,7.37e-8,1.671417206,0.195322619,0.726929177,299.9607917,84494.97804,0.994665032,25.8,1.005534221,299.8177989,84308.73128,0.027072487,1.91e-5,0.55559424,0.958,0.0,0.9402903170257845
35,2.81e7,1.39e-8,1.680105213,0.446736485,0.104360778,288.458092,54126.49994,0.540413457,100.1,1.005071668,288.3579306,54058.12288,0.02066114,2.35e-6,0.50710875,0.124,435646.8104,0.06357360062018613
36,9.76e9,2.79e-9,1.620560498,1.198773308,0.045200328,261.7135164,71539.10786,0.809703006,100.1,1.00295063,261.6693187,71496.81122,0.002229677,4.83e-11,0.294915392,0.0,0.0,1.7908786051901158e-6
37,6.79e9,8.99e-9,1.610312827,0.48606251,3.957899333,252.8930764,74058.3414,0.263625828,6.6,1.015307985,252.6454514,73797.11771,0.001029892,2.76e-6,1.546158683,0.201,6.66e7,0.0787925443796072
38,2.62e8,1.87e-7,1.793834643,0.81506561,1.31218294,263.1167515,79553.77609,0.508858684,13.6,1.003255871,262.9759897,79368.55948,0.002229421,0.000278377,0.330251011,0.999,4.97e6,0.9948469604372746
39,2.24e9,5.6e-6,1.710682497,0.332833718,0.189488234,257.1538173,86164.35597,0.447629772,98.0,1.000006972,257.0100122,85952.50747,0.001262001,1410.407035,0.001385485,0.99,0.0,0.9999999986478458
40,1.1e7,3.55e-9,1.676215824,0.955180774,7.607939842,273.4968907,84754.57388,0.498455265,40.3,1.120729177,270.9305833,81534.53181,0.004473967,0.000162013,12.10216183,0.744,0.0,0.7433495574554382
41,5.92e7,8.48e-6,1.636836195,0.26676178,0.174066139,262.5222063,103007.7176,0.487812138,94.8,1.000017983,262.4056454,102790.4389,0.001638376,99.99578984,0.002408617,1.0,0.0,0.9999999999999976
42,2.79e9,5.1e-6,1.606404507,0.236774178,0.220647597,283.4302695,68902.8547,0.858306672,91.3,1.00000747,283.3267954,68722.18265,0.011460742,611.3426468,0.001486366,0.994,0.0,0.99896460879088
43,4.6e8,4.88e-7,1.649037851,1.164058958,0.105375293,282.7445577,62354.31289,0.467254504,100.1,1.000027331,282.6880457,62266.04488,0.012131741,0.040053707,0.003096053,0.388,0.0,0.4761240267272697
44,1.51e7,1.17e-8,1.69569664,0.604485075,0.213966136,276.7947696,51505.49864,0.233269348,100.1,1.010314603,276.5968245,51365.72079,0.009726426,9.84e-6,1.031784396,0.322,0.0,0.2344610822261448
45,1.54e7,2.71e-9,1.621654427,0.855866855,4.121452914,269.9523302,98752.5663,0.750258609,54.2,1.097364046,268.0184325,95996.96556,0.002983931,7.39e-5,9.751818661,0.402,0.0,0.3670963772640376
46,7.53e9,1.25e-8,1.653045506,0.071207215,1.477898427,309.066259,74545.29844,0.78481032,13.5,1.00709843,308.8906432,74372.70261,0.053573816,1.45e-5,0.714348561,0.021,0.0,0.0024695593078036264
47,1.53e9,2.56e-6,1.684990726,0.278605226,0.505622808,278.7882509,83485.6,0.297233847,100.1,1.000017442,278.5161159,82958.52157,0.006787754,23.70118859,0.003399525,0.981,0.0,0.9979210626368384
48,7.46e7,1.72e-8,1.790292327,0.534070551,0.148855632,271.0056655,98847.71327,0.63345983,74.8,1.005004365,270.9071026,98709.34192,0.003301982,3.0e-6,0.500934889,0.246,0.0,0.19795363675992983
49,3.41e9,2.88e-9,1.652555047,0.411106003,1.620805582,285.7958874,87585.2376,0.773011666,31.8,1.02171275,285.3449057,87042.39153,0.010554463,2.07e-5,2.176489784,0.007,0.0,7.491459014868918e-5
50,3.44e8,2.16e-7,1.770510432,0.710297176,0.039277853,290.1520599,85775.63006,0.23129494,100.1,1.000069399,290.1343215,85734.54764,0.014376293,0.000581958,0.007059878,0.17,0.0,0.25645828832115064
51,3.2e8,5.44e-6,1.61956406,0.03313874,0.055707559,283.471055,76360.6959,0.682771923,74.6,1.000004789,283.4502461,76320.51055,0.0103876,4.789157639,0.000665801,0.55,0.0,0.7985035784475032
52,2.11e7,8.58e-6,1.759506693,0.214074295,0.041866595,254.6678421,87651.52143,0.422054932,22.9,1.000013008,254.660165,87640.29593,0.001015221,59.86646788,0.001461273,0.997,0.0,0.9999999997279223
53,2.17e9,4.2e-6,1.715829827,0.626504839,1.16385857,259.4659975,76715.61007,0.401792583,100.1,1.000042403,258.5786413,75535.16482,0.001636135,1149.617955,0.008470346,1.0,0.0,0.9999999999995454
54,2.12e9,5.81e-6,1.726457839,0.045640256,0.217927384,257.5959991,50461.74276,0.947901006,100.1,1.000008402,257.4193028,50307.84074,0.002234307,151.0031264,0.001670318,0.915,0.0,0.9999554847450636
55,8.87e9,1.98e-7,1.700969879,0.870106923,0.346785217,298.1796682,102001.814,0.577216106,100.1,1.000025258,298.0524659,101593.9971,0.019904526,0.008285691,0.003512769,0.03,0.0,0.05667053840787539
56,7.65e7,1.52e-9,1.717665668,1.10993166,5.12773737,284.1497113,88584.29855,0.859656335,39.7,1.08184531,282.4362292,86417.78564,0.009255267,0.000106001,8.202345084,0.106,0.0,0.03911731588665501
57,3.31e8,7.7e-9,1.610834243,1.156513177,0.462557403,305.2131685,59598.90305,0.385398301,40.7,1.006639396,305.049096,59462.85471,0.054114014,2.14e-5,0.665524534,0.091,0.0,0.013946789883457156
58,7.28e8,7.16e-6,1.753463773,0.353150457,1.029296745,254.5369601,83651.26502,0.63705481,100.1,1.000038322,253.7073815,82501.34363,0.000994209,1955.838653,0.007654214,1.0,0.0,1.0
59,5.41e7,1.53e-6,1.793714637,1.056646703,7.052391346,269.6494562,65903.38592,0.866091664,100.1,1.00377221,264.7598256,59942.45181,0.003404257,1.345295663,0.402983502,1.0,0.0,0.9999999917387175
60,3.17e7,1.71e-7,1.783930765,1.019076957,0.5298802,262.2569908,96876.88647,0.640350974,47.6,1.007117938,262.0484338,96560.96454,0.001707357,3.42e-5,0.713659467,1.0,246876.1116,0.9995756418484559
61,2.44e7,7.16e-8,1.758483571,0.414431207,0.47970832,257.6909889,70813.25542,0.272840595,58.0,1.011241789,257.4414772,70550.69757,0.001612482,9.5e-6,1.125968855,0.994,0.0,0.9864333690013625
63,1.39e7,6.2e-9,1.7810139,1.13572107,0.039554597,296.3221522,76135.99733,0.797215594,100.1,1.001900309,296.2830608,76100.83131,0.024097814,3.45e-10,0.189935993,0.001,0.0,0.010647419599217445
64,9.71e8,2.71e-7,1.622010467,0.389118236,3.572321235,256.24285,70528.17155,0.966364312,6.0,1.002640501,256.0657052,70324.83014,0.001429433,0.000689864,0.277321586,1.0,1.01e7,0.9990621853828244
66,1.63e7,4.75e-8,1.650366941,1.035641846,0.254708817,298.1405495,88265.22726,0.663732208,59.4,1.004521687,298.0251313,88108.53484,0.023132462,1.41e-5,0.452924058,0.958,0.0,0.9459321716852092
67,9.63e9,2.62e-8,1.604243258,0.455170252,0.226522658,251.0322237,64300.99702,0.210865738,27.0,1.002788605,250.9754838,64247.19062,0.001010129,1.59e-6,0.27973158,0.146,1.08e8,0.01688451066497848
68,1.05e7,7.84e-7,1.744885214,0.519991705,0.030395076,266.5398739,58037.06556,0.82086963,100.1,1.000307888,266.5170163,58013.21154,0.004020058,0.003697397,0.030898984,0.997,0.0,0.9886288429847692
69,4.43e8,3.49e-9,1.737615174,0.459736098,8.180878891,292.9408075,70886.98877,0.710361414,13.0,1.038585221,292.0574102,69980.3702,0.02085232,9.09e-5,3.886267578,0.137,0.0,0.052593766465173886
70,3.58e9,2.97e-9,1.623065145,0.444192853,0.075983191,274.0344269,57566.1172,0.25908316,100.1,1.004434289,273.9599521,57511.35216,0.007124322,7.54e-12,0.443206874,0.0,0.0,6.605274964210928e-7
71,1.36e8,3.89e-8,1.644746849,0.441939976,3.651301473,277.6826767,66828.62171,0.760880272,12.0,1.014944994,277.325019,66458.77782,0.007926838,3.79e-5,1.507374666,0.987,0.0,0.9754196707329963
72,5.22e8,2.83e-7,1.648548239,0.939182108,0.163064383,257.0900334,81531.03684,0.55486797,100.1,1.0001367,256.96267,81354.01942,0.001328399,0.001694948,0.01426386,0.627,0.0,0.7385282219754914
73,2.91e8,2.22e-7,1.714479566,1.144284939,0.119332222,271.7976892,55529.66161,0.875730693,100.1,1.000215749,271.7178084,55438.49504,0.006241286,0.001087669,0.022007027,0.732,0.0,0.6880038506362629
74,9.5e8,3.33e-7,1.713352507,0.149395046,3.994764808,269.0990895,59684.91948,0.935217129,5.4,1.002916075,268.9390177,59513.51102,0.004729063,0.000934447,0.306068262,1.0,2.46e7,0.9955301450898265
75,2.6e8,7.21e-7,1.720126952,0.19228913,0.076960882,296.3958108,68152.82588,0.764042677,100.1,1.000044394,296.3628587,68083.85916,0.027142656,0.013796254,0.004687349,0.479,0.0,0.5071718223148979
76,1.85e8,7.55e-7,1.618891675,0.422783438,1.828945687,301.389104,103138.3174,0.128956931,8.7,1.000797209,301.3226907,102950.8688,0.023979757,0.015137687,0.084828862,1.0,0.0,0.9999698581312917
77,7.23e7,7.97e-7,1.787900972,0.704348431,2.96633436,279.8859591,87395.36983,0.670405112,100.1,1.002776567,278.2903128,84229.65913,0.006597202,0.042140963,0.287376124,1.0,0.0,0.9999955604959154
78,1.6e8,2.75e-7,1.611899261,0.909212235,1.000355898,285.3366131,60456.34041,0.694280512,15.5,1.002092621,285.2381637,60332.79049,0.014932638,0.000661066,0.212731437,1.0,2.19e6,0.9993832397428285
79,2.36e8,1.61e-6,1.766544155,0.891239687,0.62766307,248.5285264,61143.93662,0.180093003,93.6,1.00011279,248.0186006,60644.31201,0.00082028,4.313281718,0.013740832,0.999,0.0,0.9997963725884054
80,1.19e8,6.57e-7,1.696041272,0.434419242,2.125335814,290.8983658,99554.92154,0.270735122,11.6,1.001916807,290.7748933,99267.02271,0.01292374,0.007981608,0.198017767,1.0,0.0,0.9999848048104938
81,3.36e8,6.23e-8,1.69145341,0.137494056,0.094383646,290.5062681,53066.08843,0.383114318,47.8,1.001699305,290.4672927,53036.00599,0.024138044,5.14e-6,0.17027388,0.342,0.0,0.19772658002577714
82,3.14e7,7.9e-9,1.652975907,0.221274622,5.94686572,301.9035133,83341.85434,0.538638734,24.4,1.045066151,300.7738156,81931.04779,0.030796541,0.000145572,4.525315656,0.579,0.0,0.5454196707768815
83,2.44e9,1.21e-8,1.74774184,1.087422919,0.033823133,287.9639875,80577.69033,0.82637502,100.1,1.001559414,287.9325938,80544.97944,0.013290975,8.24e-7,0.155988213,0.014,0.0,0.0025508143304583952
84,7.62e9,1.66e-8,1.746276605,0.369395899,0.093319455,308.0539059,56862.23016,0.774033303,48.2,1.001654129,308.01307,56831.32356,0.067841953,4.66e-6,0.165743485,0.018,0.0,0.0005992747626667461
85,5.89e9,1.37e-9,1.720346927,0.556657396,0.132073124,259.5362921,59314.18196,0.13989505,100.1,1.008830401,259.4071468,59210.89422,0.002255635,7.92e-13,0.88259683,0.0,0.0,2.97116180714152e-7
86,1.03e8,1.79e-9,1.726907578,1.049663105,0.01474177,249.1141703,95071.66464,0.604494641,100.1,1.001083174,249.0997671,95052.41772,0.000576947,6.33e-14,0.1082633,0.0,0.0,2.711631702068118e-6
87,1.82e7,1.83e-6,1.668013684,0.377146838,0.410611612,281.0660702,94559.2951,0.22600391,99.3,1.000659606,280.8553031,94091.92182,0.007038461,0.081609952,0.067264028,1.0,0.0,0.9999981776217003
88,6.9e7,6.91e-6,1.674798538,0.868673553,0.018761698,288.8651837,76975.12946,0.215568526,71.6,1.000001018,288.8590827,76962.12047,0.014774098,578.5459109,0.000161947,0.816,0.0,0.999855715577709
89,4.36e7,8.4e-7,1.659570562,0.960677147,7.806033197,283.1864243,83801.1488,0.671729819,100.1,1.010655631,279.0644232,75963.30076,0.007794709,0.027320832,1.091730143,1.0,0.0,0.9999999999799789
90,1.1e8,4.73e-6,1.791666603,0.845788877,1.699557687,278.329606,59143.00438,0.580684553,98.6,1.000113016,277.3409814,57804.96262,0.009005837,376.4681431,0.017365254,1.0,0.0,0.9999999999985563
91,4.59e9,4.12e-9,1.752192162,1.022660148,0.070370851,301.782176,58764.20646,0.138040483,100.1,1.003255273,301.7119818,58716.30743,0.044479889,4.44e-8,0.325395692,0.001,0.0,0.00010906924619469294
92,1.42e7,2.18e-6,1.752514165,1.186729992,0.121883997,269.9078502,103553.7367,0.975385977,49.8,1.000139107,269.8695141,103475.6794,0.002899929,1.045026003,0.014351753,1.0,0.0,0.9998055106245327
93,5.57e8,9.75e-9,1.688727503,0.062833496,0.423712864,268.5929202,93119.77147,0.798645182,66.4,1.013398866,268.3394083,92787.11067,0.002920837,6.68e-6,1.341341982,0.024,0.0,0.0024345743203633696
94,1.97e8,6.3e-6,1.692702602,1.171202177,0.316274732,304.1095868,75034.37026,0.693144476,99.6,1.00000994,303.9920522,74732.9751,0.039407035,2246.74107,0.00195741,1.0,0.0,0.9999346955002333
95,3.49e8,1.74e-7,1.602924633,1.114894638,0.159294196,300.0304725,91474.07148,0.553992456,100.1,1.000290883,299.9682732,91301.32334,0.025009767,0.000205647,0.029548928,0.786,0.0,0.7705183220607743
96,2.06e9,7.74e-8,1.691612124,0.095046652,0.015149478,286.0694484,86284.26305,0.648534406,100.1,1.000462883,286.0578294,86268.42203,0.010933701,2.27e-6,0.046311347,0.028,0.0,0.0006764849472444268
97,4.55e7,3.84e-9,1.776406981,1.142182672,2.372080558,302.0974202,63985.65247,0.216594204,39.0,1.030015641,301.3437174,63266.11021,0.041287398,0.000122935,3.00966197,0.274,0.0,0.15974212791113968
98,5.64e9,3.36e-7,1.725905564,0.083164982,1.636837615,287.8935572,71952.29389,0.615845537,100.1,1.00031384,287.1141368,70448.81433,0.014419874,0.00291089,0.036754896,0.69,0.0,0.5459101404577793
99,5.02e7,6.27e-7,1.798520037,0.499492304,0.044327015,299.6905213,53520.16059,0.254535376,100.1,1.000108671,299.6690497,53484.80943,0.043114855,0.012349576,0.011026486,0.893,0.0,0.7444305920176963
100,4.48e7,3.4e-8,1.651236212,0.45874465,2.252153742,307.2115199,76245.78245,0.685447809,20.9,1.01259499,306.8614618,75819.20816,0.046748196,6.88e-5,1.266386486,0.974,0.0,0.9523546222602786
101,9.05e8,4.31e-8,1.690558774,0.547359474,8.099439007,262.2771045,87961.76669,0.207678321,4.8,1.015733941,261.9361897,87518.06832,0.00188347,1.27e-5,1.602896468,0.992,7.75e6,0.9790595568433924
102,2.76e7,6.01e-9,1.639286658,0.728874753,0.018604599,274.3908578,98432.02582,0.817366076,100.1,1.001078565,274.372648,98409.15315,0.004255429,1.87e-12,0.107802616,0.0,0.0,0.00038670628416348496
103,1.94e8,2.35e-7,1.669197018,0.636223947,0.03650565,265.4739085,79961.66268,0.816262896,100.1,1.000137398,265.4481448,79923.71321,0.002680701,0.000193692,0.013865847,0.395,0.0,0.5115841337749449
104,1.2e9,1.49e-6,1.62012685,0.758260409,0.525043132,302.9730625,83390.41511,0.533503696,95.0,1.000018497,302.7916113,82882.74492,0.032844557,6.417824834,0.003398894,0.977,0.0,0.927307018782544
105,6.46e9,6.84e-7,1.625620987,0.603457129,0.05705944,272.3926491,79873.44649,0.799957504,94.4,1.000002171,272.3598196,79818.49221,0.00453067,0.591730318,0.000410507,0.002,0.0,0.0009288922029037638
106,4.09e9,2.98e-8,1.635839741,0.796295038,0.538084196,265.3032214,67146.65525,0.480623312,12.4,1.002638876,265.2448433,67088.23923,0.00315384,3.76e-6,0.265822988,0.372,9.3e7,0.2231858128042281
107,4.67e9,2.01e-6,1.74411811,1.040275561,0.059705924,291.3873915,53951.75436,0.558092316,95.8,1.000002229,291.3590814,53907.0703,0.025115146,440.0291896,0.000437033,0.473,0.0,0.37939036212312394
108,1.87e8,2.3e-9,1.754973905,1.12710738,3.234114694,290.3290914,67102.19176,0.642675637,31.1,1.037651744,289.4828593,66280.82988,0.018636439,8.53e-5,3.776388678,0.092,0.0,0.02407415442197608
109,1.33e7,1.14e-9,1.755411561,0.895997775,0.12573548,284.287244,66458.14796,0.231519407,100.1,1.006706241,284.163672,66357.04706,0.012658213,2.15e-15,0.670287792,0.0,0.0,4.34726179070477e-5
110,3.6e7,3.57e-7,1.785028899,0.913320811,0.044789019,298.8872338,97371.11199,0.336082612,100.1,1.000213721,298.8680227,97320.24743,0.021881182,0.000873172,0.021499977,0.919,0.0,0.9134735733209824
111,3.39e9,1.24e-7,1.675755915,0.569833267,5.181860246,273.3719965,81183.39054,0.189233135,3.3,1.002455317,273.2543635,81008.44035,0.004778535,0.000194406,0.263101932,0.989,4.6e8,0.9653726659869619
112,2.05e8,1.38e-6,1.628991392,0.078108358,0.027190406,256.3457596,95176.89324,0.396278566,90.7,1.000017695,256.326546,95145.90957,0.001076471,0.015136583,0.001871119,0.185,0.0,0.4323929390487582
113,1.4e8,1.8e-6,1.654803829,0.536557725,1.371268649,261.5389024,52732.37317,0.490996964,98.3,1.000365091,260.4936315,51752.79232,0.002797608,1.354563248,0.041935024,1.0,0.0,0.9999844870720596
115,3.38e9,4.41e-7,1.710593354,0.156176312,0.02617304,251.7984679,83107.87678,0.929263947,100.1,1.000003734,251.7768149,83078.37489,0.000835321,0.007292174,0.000471764,0.0,0.0,0.002079527642317447
116,1.98e8,4.48e-6,1.706510587,0.098561765,0.290495647,271.254438,99058.08874,0.746995449,94.0,1.000031645,271.0887674,98722.55794,0.00332982,7.161650518,0.004128482,0.996,0.0,0.9997390603399757
117,3.39e7,1.64e-6,1.618034478,0.69105679,2.748431197,272.8356384,50410.29026,0.381024661,99.8,1.002774929,270.9663097,48483.15161,0.006774659,0.302323241,0.287894472,1.0,0.0,0.9999999992290398
118,4.57e9,9.76e-7,1.625355074,0.340595521,0.623872426,267.7957549,86125.09887,0.237796783,99.9,1.000024151,267.3855773,85440.64985,0.00291126,0.782186427,0.004560579,0.76,0.0,0.43066346441863035
119,2.43e8,6.74e-8,1.639879814,0.715844759,0.343356064,305.0322595,102547.4748,0.425763125,19.2,1.001826409,304.9834274,102470.5625,0.030026487,6.81e-6,0.183585481,0.85,2.11e6,0.8059705219283615
120,2.53e7,9.44e-7,1.669526276,0.281202724,0.223024281,306.4307141,73530.91091,0.823599225,44.7,1.000685959,306.3843167,73437.86309,0.046419137,0.006073433,0.069276313,1.0,0.0,0.9994667819742221
121,1.08e8,1.53e-8,1.66115652,1.165400197,0.293934177,271.0710299,94229.42757,0.824978761,43.1,1.00570329,270.958743,94079.16741,0.003481181,3.6e-6,0.571318561,0.372,0.0,0.31961510590050096
122,3.15e8,9.19e-9,1.612150227,0.069744126,0.086915025,303.719055,75283.13097,0.933783501,100.1,1.003949518,303.6325483,75208.0724,0.038459243,7.59e-12,0.394754089,0.0,0.0,2.0277617854225216e-5
123,2.45e8,2.15e-9,1.786478222,0.541637721,0.247686351,286.2096812,91341.16363,0.393780148,100.1,1.012964466,285.9670373,91069.70682,0.010416015,1.85e-7,1.295851813,0.001,0.0,7.845318688515235e-5
124,8.42e9,5.29e-9,1.66855338,0.759400518,0.040466535,272.905907,59222.31264,0.187311491,100.1,1.002382693,272.8662586,59192.18929,0.006373393,7.68e-10,0.238150087,0.0,0.0,1.8611329276663202e-5
125,2.53e9,1.04e-7,1.71085478,0.776060211,0.08645347,283.134426,68451.07122,0.556531317,100.1,1.000144902,283.0884717,68373.93829,0.011336088,0.0001701,0.014776,0.073,0.0,0.033985895398984445
126,5.05e9,9.36e-7,1.768810361,0.893406161,0.515136399,290.4664113,100511.8837,0.276850438,100.0,1.000015493,290.2518744,99905.69666,0.012389794,7.353174445,0.003084479,0.782,0.0,0.6577645335297382
127,1.14e8,1.55e-9,1.75006042,1.107133628,0.099624289,308.7571306,92629.32998,0.511501414,100.1,1.004345965,308.6578184,92525.04079,0.041650855,9.18e-14,0.434378905,0.0,0.0,4.783350517678642e-6
128,1.9e9,6.97e-9,1.710322661,0.648417724,9.834740406,277.5942438,90024.77134,0.363865961,4.7,1.019294554,277.1964075,89513.56961,0.005837844,1.84e-5,1.962509098,0.285,1.69e7,0.20621448947840698
129,9.17e8,4.68e-6,1.650610341,0.660836864,0.269187457,249.0002272,88903.19166,0.623828836,99.7,1.000010388,248.7726673,88577.79278,0.000600664,455.0264729,0.002068711,0.999,0.0,0.9999999999999953
