mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,error
3401404865.379066,3.7948680500009e-07,1.6974003302082494,0.8476183924441046,0.0108932622220312,285.7992958485266,104936.34006938656,1,0.0088038505381787,Timed Out
2320894597.8662124,1.2208588006290434e-09,1.7732949694664757,0.0549508108293234,0.0492867884077152,307.4960057202351,52159.56690490786,1,0.07216166094596,Condensation failed
1409760667.6990275,2.46041185097712e-07,1.654500139843457,0.2116404144694423,0.0205283220089416,268.9047578682128,55897.20024140873,1,0.0050096802650526,Timed Out
4389501179.54115,1.941264100297923e-09,1.6120823416616612,0.025878270891427,0.0308352143241648,278.08988034577254,63529.21064734624,1,0.0086293592182334,Condensation failed
7787689492.835813,1.3483711625399927e-09,1.7771736883477796,0.3573837125189197,0.2229974659733116,304.65813665225835,69913.65215450077,1,0.0440553663651047,Condensation failed
158653890.52314234,2.776251765006708e-09,1.693183345711449,0.1840104620530165,5.138174113659323,262.7877009851386,98399.97683105429,1,0.0017645369354428,Condensation failed
6073266229.013312,1.152114486130549e-09,1.797578371402949,0.1499435833411014,0.9450153072090132,300.18773157113634,63795.38546005906,1,0.0369132054666546,Condensation failed
3659011519.338093,7.16971816430241e-07,1.7531073769454038,0.7005999497030369,0.0445683231456153,275.5549517836564,75414.29564117925,1,0.0060544576766895,Timed Out
1001713375.7011616,8.447073311023837e-07,1.7647570286646654,0.6595781709087322,0.0278680024109176,249.72108788129972,60020.56240397338,1,0.0009651841981901,Condensation failed
2919928449.492509,3.0131834188920817e-07,1.7806165874942603,0.1095452658912063,0.0581383295441043,272.38965858165375,103755.95216124458,1,0.0034871935855208,Timed Out
219292925.38992676,2.109035685041942e-09,1.735306585323917,0.0434329092050223,0.0743587521980808,304.2769950102319,103917.08081243768,1,0.0283199762862001,Condensation failed
1162551831.81411,2.83586638404501e-07,1.7523354889642635,0.7067656394256759,0.0321400150976782,288.3123273998854,73257.80033176686,1,0.0149913992485557,Timed Out
22644673.42874758,1.089747610172313e-09,1.6703917296879198,0.2992896550922952,0.01977622385522,277.8666153369229,88256.8809425543,1,0.0060908412498509,Condensation failed
193189961.8132186,1.0202209232790742e-09,1.6434818158780609,0.3332447512527655,0.0143958934223593,249.658914338436,103471.99882933855,1,0.0005564235380853,Condensation failed
1760957804.0783484,1.2161685667692515e-09,1.6699263080747977,0.0973773670189955,0.6332616763609815,250.08350167793168,75861.00458476841,1,0.000788339991494,Condensation failed
6737976244.640574,3.7007928470954044e-08,1.745297491256527,0.0057213138980417,1.1911079526179504,300.8297571664401,87926.46244697168,1,0.0274057921041698,Condensation failed
26261962.518707488,1.8232323701485446e-09,1.7973040176161947,0.0418119911128806,4.729801378052963,285.1322280026412,79552.06554186901,1,0.0111561802678216,Condensation failed
110421848.53798184,2.375703673928304e-08,1.744648110367422,0.0036525770576507,0.0466142703752269,285.117085495002,93737.18800313426,1,0.0094327307415232,Condensation failed
286558603.3350172,3.950368787047315e-09,1.7821941688514105,0.0965259290922552,0.289882016559535,275.54098022268187,69737.92220128537,1,0.0065458676846974,Condensation failed
36015449.43718072,8.881753702355072e-09,1.7049635110898749,0.0016925856673343,2.264620312270001,304.7375071653552,78657.73962567505,1,0.0390380304052965,Condensation failed
6462798651.2848,1.3579574786247797e-07,1.7131878208435474,0.2766682003814326,0.0183949404997801,306.137150186899,101255.2123642816,1,0.0324893763886318,Timed Out
2472720305.291795,1.0869847578691451e-09,1.759162985624548,0.1550653737635695,4.402015878087556,285.19965506890463,59234.516520893136,1,0.0151443202708438,Condensation failed
1429846812.6856682,1.4423316657644974e-07,1.7777466190435922,0.6233440556166014,0.012833604922675,273.803742330985,99167.56510880437,1,0.0040473809072776,Timed Out
682505228.6536772,7.644170077271027e-07,1.735005190947362,1.1415846091996371,0.105221372962426,302.74520267437265,61311.10052919458,1,0.0451111107855579,Timed Out
257758678.29077068,1.4462796798315256e-09,1.7877437300741688,0.0960108946028829,0.0107074778321812,289.3295266655881,95487.39894340852,1,0.0122218894330801,Timed Out
3457686447.517117,1.3039483603968976e-09,1.6764116799339783,0.1001061024254927,0.0439934909074786,266.6853044438414,65923.01599694225,1,0.0035801000726353,Condensation failed
120118885.35139464,2.8471194998220187e-09,1.6940288421294447,0.0682641952802896,0.0295280892077017,249.4181647939293,61744.69005663296,1,0.0009132387752519,Condensation failed
6149023795.677722,3.865055744616426e-07,1.7682534392423404,0.8257457593850713,0.0372345896093744,271.5031757077853,58596.21490475278,1,0.0058070864230001,Timed Out
94321765.913618,2.2592395903482503e-09,1.7603829252583914,0.065492817576092,0.04242251735469,281.1926712899616,61219.87437999647,1,0.0111341060838393,Condensation failed
314654241.6567472,6.0452559025373e-09,1.6716571749312863,0.0773093499069556,0.014974945100993,260.4314410576281,62048.33911169173,1,0.0023190731968532,Condensation failed
147280366.20202178,3.024103946131782e-09,1.6869736783337288,0.1493120153101908,3.835116291357621,294.9777886047168,82323.40556509106,1,0.0204236535082861,Condensation failed
118982802.11464047,1.4742917911763226e-09,1.6913721929205965,0.1991137151128665,0.6644288743071552,287.672385016462,93636.83162652585,1,0.0111876294116804,Condensation failed
5722058113.875581,5.486529089420736e-09,1.7889173846148465,0.0988468342486987,0.0828916546925835,297.65445186394,57841.39368268064,1,0.0349392050830176,Condensation failed
563850474.5428588,4.443120105188258e-07,1.714177860216909,0.0843644007988024,0.0405688101889309,300.35228895306966,72940.5148083758,1,0.0323731787180771,Timed Out
134279874.7328046,1.253834011332414e-09,1.7739864976429176,0.5046837509588867,0.0318959523777132,255.34201369579029,89606.77042354253,1,0.0010520680800947,Condensation failed
7265300212.012387,8.113516246293758e-08,1.6576175315678323,0.0015226704234886,0.0345569415156963,308.0893831164194,72307.19086162944,1,0.0522502147196711,Condensation failed
235312329.7045368,6.4811370641042385e-09,1.7982772276498615,0.0131177713611274,0.9859050195884742,301.19144718249834,56152.63212006734,1,0.0450157840303585,Condensation failed
1513446358.9702635,3.18983692170681e-07,1.7423236686041963,0.4675889703029368,0.0176639126944895,295.4377404684991,97803.76982882337,1,0.0176016438723979,Timed Out
46649071.936976016,2.5993956722566652e-09,1.6948320767525318,0.1071876760836552,0.2148169579871927,276.8627694491874,100548.9010915982,1,0.0049735225348763,Condensation failed
23939775.38288222,1.244574022151953e-09,1.7023218809712846,0.1141764043652597,0.0272317169058325,281.35932504717334,79135.37931856886,1,0.0086778243851813,Condensation failed
250128920.27338108,4.821857200702087e-09,1.6742682296566844,0.061195432949519,4.599993209021458,279.0602781055091,94155.93390872188,1,0.006204834679364,Condensation failed
1143931656.016098,5.727863947424555e-07,1.774686984404803,0.9356427820342385,0.1024030700971988,258.41130623898715,64780.80583747988,1,0.0018823367930618,Timed Out
24931757.310825847,2.4153629217983812e-09,1.6958221058843002,0.083126496575916,2.770835413984916,290.22962115444983,101347.49879288634,1,0.0121923535056377,Condensation failed
11377422.247784471,1.3994609872215091e-09,1.7108776894236006,0.1099406151980269,1.806750862308009,270.3808325915657,61513.59616614805,1,0.0050846979293631,Condensation failed
8060352871.064792,5.312586239563233e-07,1.7797458418873329,1.1643135854681157,0.0667311821736405,292.244599406831,63892.27839887989,1,0.0222990511127035,Timed Out
1117389826.2685835,2.654723447734743e-07,1.616135054727829,0.1054352688567111,0.0124155375668371,253.5347912527309,86824.4417650983,1,0.0009306922589802,Timed Out
7093968322.108013,5.058310576651246e-07,1.777225469598152,0.6756271681151806,0.01062015862508,266.17135627565995,104816.43696349589,1,0.0021594901985652,Timed Out
7296592404.59378,6.385718559786675e-07,1.7503285132230415,0.5602367130649483,0.2158232537888691,289.1738840829686,59080.77310328324,1,0.0197915416381155,Timed Out
994059072.3878782,1.1796486894913728e-09,1.7203187418670698,0.0962859566168851,0.4280122616291182,266.7906767496878,94815.6430786277,1,0.0025050418077136,Condensation failed
23188135.492827058,2.6371384807497943e-09,1.7754198340994958,0.0407058599400289,0.0748897134138672,277.40097270609846,83759.64059019442,1,0.0062130915329207,Condensation failed
108636145.45210564,1.3779092917182252e-08,1.7751902969842197,0.0416077294746533,0.0263427863833762,270.30366506287,63000.56056512659,1,0.0049350809115308,Condensation failed
270780867.9233708,6.277746608648089e-09,1.7627622512675765,0.0703155196683594,0.1541130248003805,294.9163585626131,77753.42702217953,1,0.0215820075404295,Condensation failed
5064319266.959746,2.371256867627076e-07,1.78768673259636,0.4104197850772514,0.1232946800803973,291.18762251831134,56470.95301458764,1,0.023664916138347,Timed Out
3347273768.523071,8.861085231311932e-07,1.7272717202660006,0.2728771762030474,0.9911608821887452,266.21161160537275,66923.89232945521,1,0.003399449757279,Timed Out
572135539.6029633,9.625892706438526e-09,1.7821896599699467,0.0087974929882825,0.0846078852082826,291.9052640787926,98457.86790971018,1,0.0139844732079064,Condensation failed
36931160.58505801,1.487281909870406e-09,1.685511150633571,0.2765917805154533,0.0273589419606025,274.2587280063427,52983.06233836069,1,0.0078761816338233,Condensation failed
3388508559.265034,5.056023146465982e-07,1.6273786633410146,0.1901978471004081,0.012484373478288,294.4651573293057,99851.31156443551,1,0.0162120130237282,Timed Out
199617751.14934564,1.4765715995865122e-09,1.7033301587687435,0.1217724602799894,0.2129482701322329,297.1622741961506,104157.63982911732,1,0.0183637635737016,Condensation failed
11893798.555346336,1.0701545929083238e-08,1.7701356033820197,0.0174164959555325,0.0169625860504753,279.6481213254839,80170.3136731638,1,0.0076062122342227,Condensation failed
1677648893.5271049,1.4111330226407942e-09,1.750585787934967,0.275432992606536,0.3573207390771442,262.49893510162934,68752.94678138105,1,0.0024709779514835,Condensation failed
17800906.015087985,2.034764934381554e-09,1.7171509031997274,0.1408577852813608,0.1900197796679653,284.7355561814856,85459.75077698624,1,0.0100996032909631,Condensation failed
9396824122.17134,4.58898975698539e-07,1.6872242828348796,0.9062945231216308,0.0425612596740099,257.9153083039891,66508.35427994971,1,0.0017595963932438,Timed Out
12173289.447417293,7.045625116283648e-09,1.6833576506575303,0.0502639079936748,0.0152685490324661,305.18000502497625,77146.00212443917,1,0.0409283647552749,Condensation failed
81200550.88348047,1.771966730916953e-09,1.7208111828825357,0.2506913889869107,0.3993357471001492,297.6355382672489,84081.64260724402,1,0.0235934734592419,Condensation failed
14126372.808642283,1.2588150495602924e-09,1.7270725009639414,0.2776983589058954,0.283609990755398,291.98198687423667,81929.50305114774,1,0.016965589792786,Condensation failed
10966876.124854364,3.5451460954434097e-08,1.760664764545351,0.0138892456290021,0.0293202975647253,297.3423526755625,100718.31036563986,1,0.0192227189480806,Condensation failed
44536341.17478889,2.3500628445931692e-09,1.779980235440689,0.0590267602828629,0.6584275423109718,279.6558319382344,97556.9475793189,1,0.0062403824576618,Condensation failed
523424376.2080825,1.1896742060587667e-09,1.7221764382332576,0.0421664819909684,0.0504607377836515,299.9036582919372,70947.18122998448,1,0.032420867862181,Condensation failed
9563566238.06062,6.002118103012877e-07,1.6466305450320653,1.170057180868719,0.3614003367692346,294.6577684743222,95392.52520254171,1,0.0171975364860235,Timed Out
1362749148.0417955,2.788386128459655e-07,1.7861832462746974,0.9359364728302824,0.0145021097251147,278.973150713071,73881.73820859934,1,0.0078809234261506,Timed Out
224149577.76734683,1.0043946385459524e-09,1.7100476570017884,0.1182195291991578,0.0160100665401616,272.01984116642825,70130.88733206011,1,0.0050336673568144,Condensation failed
145619771.11156785,3.2032389048563292e-09,1.79119370398086,0.0248525757723815,0.3720378849753218,308.13417914837873,77671.03966426787,1,0.0484904580774063,Condensation failed
416396052.42504746,1.183219158326466e-09,1.7788082807579593,0.4428176689058148,0.0329431412021228,248.26247304505563,96899.23774725688,1,0.0005244532582326,Condensation failed
4678934971.869043,1.1140545418027943e-09,1.6680504070852993,0.3111749851460424,0.0119687309395357,285.4792889228901,74191.1459610519,1,0.012260123594299,Condensation failed
6475481422.466287,2.765426937151204e-07,1.6762416503096895,0.8261041860101356,0.0131594310899273,289.98354539026417,59526.27321319176,1,0.0207117104960617,Timed Out
