simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac,act_rate
2126,4969800178.096234,5.666372282508115e-09,1.6380401953513428,0.3363458617367206,1.758603164609625,288.5525181412863,69229.77211705357,1,0.016139266742693,288.53284821678386,69213.2479759326,17.058993526068978,1.0117391208484106,288.2958975534495,68979.4721933015,0.0161196184659667,1.964935915875773e-05,1.2105483005860007,0.02,0.0
2127,3691472963.20464,3.466570530515193e-07,1.6858633844392903,0.294849051183037,1.139124275075083,284.2494900286817,84332.03419948851,1,0.0099072365393677,282.92638566750446,81543.9828410569,877.8673423793989,1.0003176415877388,279.1272672137213,74362.94237122033,0.0079169078116057,0.0019925420400301,0.0651002299911107,0.98,0.0
2128,44166233.8375171,1.0325833709866241e-07,1.76837865251381,0.0125594629828467,0.3555772258852686,255.4538127448243,103182.22485505568,1,0.0009221267869298,255.43430029949792,103154.61417779273,53.434243300302334,1.0085699389484428,255.28157353309865,102922.13181603342,0.0009189039240721,3.2236360304533185e-06,0.8939220595816533,0.795,33496.17994450744
2129,1654819648.3834777,4.761405594433876e-09,1.6710907549509906,0.1512117540049979,0.7226501045877216,291.8001268803421,82417.16149852327,1,0.0166668298887757,291.78045169763163,82397.70366101085,55.351822058920646,1.0155406728286316,291.4581198529744,82027.30299277557,0.0166453995770334,2.1431430342313497e-05,1.5867519626120652,0.007,0.0
2130,525671485.497124,4.260007610375441e-09,1.653487829298773,0.3758409979658876,2.1881508143024098,252.1905614938763,72543.32493892159,1,0.0009919403740161,252.1710358200256,72523.65908434443,30.16245478538505,1.0354194915546695,251.5719724369939,71895.76501275548,0.0009819602987523,9.980589006542873e-06,3.582249874445931,0.09,0.0
2131,22051465.85166305,6.051853403772563e-08,1.7211897596858765,0.6072721890519865,3.5167366664439106,260.7026192621408,58933.29314135433,1,0.0024964604255578,260.68309896542854,58917.82721757034,36.39737977010153,1.0474377966676969,259.57363349923924,57931.78057867446,0.0024270562064621,6.94079848723127e-05,4.783053957575079,1.0,0.0
2132,41977867.037842825,4.1098849682789604e-08,1.7162374211640348,0.154006795671505,3.5572734849040937,264.31675244915806,100362.12878196574,1,0.0019521229157809,264.29722222477403,100336.1582715135,24.17581902683499,1.0316542759103786,263.5844998544625,99258.35249728036,0.0019224364863247,2.9687952196244117e-05,3.2016138662325,0.99,0.0
2133,14764096.92305495,3.2521238631508114e-08,1.7544544617807614,0.1455495843949839,0.3086941331905153,308.8451328609977,58969.98903272688,1,0.0683914597324516,308.8249514681363,58956.49546828513,84.22576655823163,1.0069962876038776,308.64612400990586,58779.13136929241,0.0683360286250932,5.543463549862797e-05,0.7363470501869029,0.633,7117.619013932091
2134,1330279216.6760025,5.902364838508018e-07,1.635610937994029,0.0673606873351677,3.657558870992791,259.8158164551367,101360.65579979484,1,0.0013483766453796,259.4919947061275,100784.84113200536,64.25050376187471,1.0016965465006633,258.05486295507586,98307.18180133888,0.001205205384492,0.0001456580952485,0.2054843768501513,1.0,0.0
2135,60990750.71057736,2.926512266996358e-09,1.651808045895758,0.4135106940722173,0.4214178442441236,303.4801108526478,70943.88367273302,1,0.0403750657242438,303.46020546206915,70927.59071714508,170.85180654640507,1.0241397600339843,302.8849014905569,70340.08840654531,0.0403016092223869,7.346063689266249e-05,2.446984274562447,0.015,0.0
2136,3426026458.353563,3.211700770144117e-09,1.7048845189481912,0.5576618490093938,0.0608964347569093,266.16099127208594,103900.5821382598,1,0.0021768465192426,266.14909417199306,103884.32022227114,250.0,1.0085884118577657,266.01745892179554,103698.53813371596,0.0021756002153036,1.2463424401124394e-06,0.8803297492223194,0.001,0.0
2137,91077361.80085136,4.5108227317683905e-09,1.71876410652225,1.1935783123784662,0.0250714270931773,257.2966079082459,99501.546822286,1,0.0011161954903205,257.2917123696289,99494.91752783633,580.0,1.0075847923648673,257.1619520243753,99310.21706222514,0.0011142782381435,1.917276422470365e-06,0.7680493114080367,0.011,0.0
2138,36106297.61219605,1.2716812330926776e-08,1.78396997222389,0.9895824829908536,0.063375651590478,295.01241813357524,102966.62993022687,1,0.016257408140424,294.99995274801427,102951.39431666685,160.0,1.003434552993445,294.9314771620734,102846.63746176907,0.0162516810311631,5.727288859907223e-06,0.3633365522107468,0.14,8993.802969162482
2140,43475191.2927221,4.900064910868684e-08,1.661743025019098,0.1687368710967657,1.224153506254973,285.1693936665676,88037.58124899238,1,0.0100885734939407,285.1497964319432,88016.38268871175,26.95740348851852,1.010356223441041,284.91526447401947,87688.28987264345,0.0100631010455011,2.5473818724855257e-05,1.0687599077230825,0.947,49778.47207600491
2141,12314601.938226052,1.0427967051896569e-07,1.6743450470154109,0.9647921338847714,2.5565053887963605,265.4511058634879,53630.28024966028,1,0.0040038065868583,265.43161347803,53616.44596966353,50.45950638920214,1.0452306939698386,264.3360913883222,52714.393558707714,0.0039027731136566,0.000101039237709,4.562352902145395,1.0,0.0
2142,10070551.448368965,3.503676324282758e-08,1.609664894782297,0.6875546966829553,2.5671624709008927,291.2148849293408,101985.03638052168,1,0.0129074073608651,291.19524974438804,101960.95511887418,42.45933057822742,1.030808555310851,290.42203206419293,100686.48744913022,0.0128180559603255,8.935588027731233e-05,3.111598182823183,1.0,0.0
2145,122121071.60918924,4.8565100135223824e-08,1.63263586693175,0.1644721972179113,2.1554192329412123,298.0271757513078,101654.33868006042,1,0.0198609049794327,298.0075029206617,101630.80752474902,13.454459140381504,1.008348880689084,297.8126387577537,101316.26762292485,0.0198373630707906,2.354323083906625e-05,0.8654943309998053,0.925,224111.51068689264
2146,211634629.28429937,1.1706189116857483e-09,1.6122074468382408,0.9853559574550828,0.0354491929710673,298.5025512064032,53166.195885099005,1,0.0403080550996331,298.495495250118,53161.79529766629,950.0,1.0141121949576617,298.1904272721983,52951.4819124657,0.0402868616937094,2.119388198156996e-05,1.424824543339609,0.0,0.0
2149,590806880.1595197,1.6313564939699675e-08,1.712421564363683,0.916711492287414,0.2375194913078537,265.161185245615,87073.37627178067,1,0.0024049861194474,265.14168446687387,87050.91532827904,37.89162712686564,1.0038689508516112,265.0824283123059,86973.64215490002,0.0024022938117539,2.6924759479007706e-06,0.4317230296837282,0.232,1473949.9082398575
2150,215005418.3373311,1.2415007297682116e-08,1.676953838766633,0.6967244708164766,0.0189736788245725,308.7701967277034,60289.49822709715,1,0.0664303707498363,308.7663721021012,60286.8822214983,300.0,1.001974015675544,308.7205393657988,60248.8081321135,0.0664242218113662,6.149017498009981e-06,0.2038262845360128,0.016,0.0
2151,314244270.0392876,5.775967619516833e-09,1.6721661346419705,1.150566092102664,1.6869207970200244,289.7924402579867,93250.0015281117,1,0.0129031934816043,289.77280132387153,93227.8743442994,21.34065811720066,1.0131922594876055,289.4957903905552,92853.66937323484,0.0128834179768616,1.977650684015564e-05,1.3509938988537806,0.162,476486.7775380742
2153,87981728.10781923,2.1547180741633142e-08,1.6674628649289545,0.6399005054366261,0.0801791502119445,279.93441210635405,75736.9081861508,1,0.0082197026841374,279.91871160168773,75722.02574717307,100.0,1.0029165488334826,279.86901577551447,75663.26402262665,0.008214604227698,5.098680580826119e-06,0.3259130978314983,0.236,56277.60335952012
2154,1411098850.5729504,2.3446201910250715e-09,1.6226455598818597,1.001410014026131,7.25385912223948,262.6602828975527,93013.61008439388,1,0.0018481910588753,262.64074913035034,92989.38987545158,13.096477116400193,1.047274167928137,261.79592149655565,91871.54665773132,0.0018291492187821,1.9042801613071262e-05,4.764588112159562,0.07,0.0
2155,270052079.3967461,1.415504319113172e-07,1.7975330433352676,0.6630882722847152,6.066055390217403,291.41372129951543,57258.65477628668,1,0.0236733174371891,291.3960942018719,57244.96986625998,7.91288521324888,1.012051335151045,291.0634118596697,56905.87182673933,0.0235790635920121,9.428120954791384e-05,1.2412491795123382,1.0,14559346.300223175
2156,330465043.0233131,4.205484585834895e-08,1.6126395964580191,0.8327799604492222,0.3423430275538129,274.4583837062978,56905.279242544944,1,0.0074342323528381,274.4392575434571,56891.05501469783,23.36837427992448,1.002902508435245,274.3920461990217,56848.13626005901,0.0074276980445514,6.535047380022435e-06,0.3264368547369223,0.78,4404672.137035439
2158,422146470.7324238,8.844404318933648e-09,1.6438592532163467,0.1584528882603449,0.4815806735830274,294.95553228652443,63242.90373891039,1,0.0268135699317279,294.935759175446,63228.05891775939,58.14186809382544,1.0100289202550337,294.721314629814,63029.92800716025,0.0267869632686656,2.660818411122088e-05,1.0390829157643555,0.035,0.0
2159,6568763718.661338,8.254793658848969e-08,1.7876458544375482,0.630514664910518,2.952107872607281,273.02555460489333,80056.44155642779,1,0.0047436759623675,272.9716582815898,79965.61132505217,12.19467633078227,1.0014251157800989,272.80022322618987,79691.35485045234,0.0046941398261021,4.96064447370966e-05,0.1763963768395049,0.822,0.0
2162,55095978.19882806,5.958989593470855e-09,1.6592243357876226,1.0798558885186456,0.1962358430075757,249.89011871285217,86753.04626585713,1,0.0006775393108935,249.8705960266753,86729.31541487311,147.781361220949,1.0150242276453647,249.61896549181932,86410.341242276,0.000674031741648,3.5077483067836003e-06,1.5452774972072092,0.136,0.0
2163,12751003.51351008,2.7575843898250298e-08,1.6420072307361326,1.110633372109597,1.2189603963581628,277.499930067178,62445.43455848741,1,0.0084213477261025,277.4803379581447,62429.99431069825,52.50375663656509,1.0204782307501907,276.9853339156927,61936.40084628735,0.0083557852151084,6.556610602410088e-05,2.084318404603436,0.995,0.0
2164,3758106831.316373,6.089005287070433e-07,1.7493208866232417,0.1711931888111148,5.819920122609493,292.6641541415159,70543.39385226413,1,0.0206785773782336,290.58074095777425,66383.24310675061,171.8236640594369,1.0003283808253407,288.02896996194414,61797.6036749972,0.0175256009021601,0.0031703118092293,0.0668885138302544,0.996,0.0
2165,22608719.96010857,1.707518559464663e-07,1.7119783181253383,1.1929714186249143,1.5046983166852566,294.0532264699008,70547.33033761305,1,0.0225974772457688,294.0343972800256,70530.76464762207,35.2230074376339,1.013582819364795,293.6732627871489,70090.1439773438,0.0225182760278367,7.920764517685059e-05,1.3913530466945323,1.0,164979.1491986376
2166,2429760423.407525,5.4352443203798514e-09,1.662515353951497,0.1098547414934893,0.1325079736694682,272.2028100072456,50353.76555502841,1,0.0071291531142163,272.18322606567267,50341.08084315018,188.6678915063688,1.0113827882140582,271.9781301837862,50192.81311827578,0.00711504860437,1.4105304692285138e-05,1.188298778444885,0.002,0.0
2167,2532219435.8380275,1.32397620769633e-09,1.777493191344162,0.535653851774957,0.0113379954886971,297.68751932409003,65573.84156784131,1,0.0306798798743373,297.6852732381305,65572.10907097069,4010.0,1.0210135720512794,297.2494408767891,65229.32590988066,0.0306749340783553,4.945819497789441e-06,2.185933085441105,0.001,335893.53063524165
2168,4167462724.440992,1.0082421322959218e-08,1.7289996320717451,0.0908641108245641,0.010555350756312,253.02093317250805,104211.227102872,1,0.0007416546866076,253.01887288763092,104208.25515349089,550.0,1.003908878845594,252.964787349842,104129.64010003346,0.0007415373986878,1.173357533216706e-07,0.3950742331952694,0.001,0.0
2169,19687669.86068599,6.311907287982734e-07,1.725206167022726,1.1039623523971684,0.0149532867293709,309.8686595205325,79332.78709061992,1,0.0525316783828566,309.5190266563206,78334.55288083988,66870.0,1.0000735327843793,306.2473597472193,69712.82314969212,0.0486588232888506,0.0038729779342844,0.0120200575615569,0.976,2273.971716773836
2170,2100596707.2217565,1.653401993486183e-07,1.729809983427287,0.667684863819206,9.597958534604809,302.40061285642,69800.38249614387,1,0.0384587983324291,302.3853999794564,69765.79835210583,3.7507976170353703,1.0038544655943296,302.21089396599496,69483.33249964038,0.0383550313506037,0.0001039646739191,0.4170845855832938,1.0,230708107.2457056
2171,336907038.5175168,1.814390680209668e-07,1.7177256636580325,0.081101288308711,7.12288497401014,253.058926384932,96226.38229064786,1,0.000805915378505,253.03978097641283,96200.46291137596,8.844730783927206,1.0236429760429175,252.49410029199316,95414.323001881,0.0007923421003607,1.3597322817485127e-05,2.4028162650248763,1.0,7248788.181186321
2173,14612293.428084437,1.678783756409573e-09,1.6247470459308897,0.6244728433241923,2.3491664815089277,299.73171072535445,58788.50985075398,1,0.0391298661381746,299.7118175332029,58774.84804034201,79.60270226564994,1.0739859061223362,298.07398997558,57468.62815954502,0.03896212143582,0.0001677549572682,7.436716064643423,0.054,0.0
2174,1605820816.5328338,1.4755824630386477e-08,1.7180522117255068,0.1613089294910782,5.881535460904821,294.1695847499384,75651.51752439598,1,0.0211771895661536,294.14986940250105,75633.76155183386,5.610779739296724,1.011513605141946,293.89964963253163,75355.20517586128,0.0211505763206008,2.6614767061115946e-05,1.1858943642541142,0.292,21347212.270258244
2175,52203614.82471252,6.463008674674862e-07,1.6729596265981372,0.5796057619549282,0.4146635551275108,300.30121585301697,104037.537145576,1,0.0222798788987488,300.24970685662646,103860.91489700889,130.22605756465558,1.001080670010513,300.09636248641635,103398.30023394949,0.0221702239645412,0.0001098213327068,0.1362158626974086,1.0,36342.13070763627
2176,10502585.80995253,6.162716298972298e-09,1.688788996111943,0.8806648849723667,7.785037016264502,267.571956594104,88404.94315282052,1,0.0028535665376388,267.5524132995157,88382.33452462337,39.94842919182759,1.1184041245754308,264.9463927458177,84941.2976198799,0.002712908130649,0.000140665604219,11.879665768306436,0.943,0.0
2177,6904122622.056664,5.749418454269157e-08,1.7267231548255924,0.6229764944287572,2.842549185486868,248.16313304885597,73968.84570414921,1,0.0006810955530261,248.12006498857227,73918.00503606003,8.794922574301218,1.0030868194672613,247.9435353047528,73714.19883976341,0.0006721248325546,8.991098405268755e-06,0.3479368793478876,0.833,1228846465.308348
2178,1094149094.3189778,2.3322916954937e-09,1.7383813076044063,1.1894651724981558,4.741345523286824,266.1181817042355,88342.75998766534,1,0.0025533102262312,266.0986412623662,88320.04715960982,16.240115727027113,1.0360462619126642,265.42859008049896,87473.08489222074,0.0025328395947055,2.0471670238191147e-05,3.64124702977704,0.067,0.0
2181,296985188.00902754,5.4344932911815e-09,1.7460287699985364,1.0296071961971918,0.0123067448152262,301.32902422898314,62529.9398996875,1,0.0404717025946147,301.326574556006,62528.15976220512,680.0,1.0029556680086644,301.2575437955831,62467.0538529789,0.0404631878352291,8.514822319364574e-06,0.2998069617775822,0.002,0.0
2182,96522269.14213526,7.086562564906185e-08,1.7825376142373606,0.0326185690862929,5.343629825577956,248.59058734652507,81551.34344513263,1,0.0006419007172469,248.571070941575,81528.92006575852,18.526732433097045,1.042422551545832,247.67653940790512,80447.58679250052,0.0006247354773981,1.7166674744007085e-05,4.28320740959276,0.993,0.0
2183,153623652.20092618,1.1218026995708383e-09,1.7945581183696613,0.5545498432684317,0.0295265705895106,287.5719654870553,84938.76541910558,1,0.0122745406005245,287.566168621544,84932.76996965062,1030.0,1.0130892664135125,287.3011833619903,84629.6291599006,0.0122635805819011,1.096018611057849e-05,1.3184510033801056,0.0,0.0
2184,2996750561.474688,1.1620722153689351e-09,1.7211273356218326,0.9010244698279448,0.9856845943458428,303.12909662827195,67725.91795093154,1,0.041523865183603,303.1091799669059,67710.33720632528,81.16186502142979,1.0277115594275403,302.45579245456935,67082.6124750755,0.0414433127021985,8.055704244063218e-05,2.804859348477029,0.001,0.0
2185,464009665.3802021,9.165951112116384e-07,1.731966964337332,0.1363918243346941,7.346167970075814,293.68973242830424,79660.1228247222,1,0.0194749628700618,293.575153116126,79385.0605798441,15.518294771419962,1.0040056191666928,293.16828357320617,78544.00282344996,0.0191941063262968,0.000286986317697,0.4318121778675632,1.0,3648816.2835526695
2186,25586922.01479951,2.620877524192405e-08,1.6454690278233175,0.8081696456026662,0.3112829047998655,284.080519863832,59182.59652682915,1,0.0140512480918729,284.0608773750476,59168.26265895267,57.82521212198536,1.006174045819774,283.9344059740135,59050.12960843758,0.0140322307569393,1.9018402404132283e-05,0.6526616805369478,0.779,44261.51785968475
2188,5401815830.285883,2.5919085643012705e-07,1.715700266833322,0.3506742054907309,1.530524831892907,285.20204858274377,67192.55753318363,1,0.013314429573973,284.3512616907156,65714.86706118993,653.3706472199138,1.000440170724748,279.861637199826,58768.99388990672,0.0105842387368697,0.0027321091328897,0.0792731721964035,0.965,0.0
2189,3247389415.543109,2.411068163842338e-09,1.673282513722269,1.0900949381635778,0.0306797424481349,249.32870716526745,77044.8409006369,1,0.0007258577393447,249.32271764894895,77038.36005856449,510.0,1.0110517080918875,249.17692080910967,76879.85218638106,0.0007255742231184,2.835212138157657e-07,1.1189814198680814,0.001,0.0
2190,73571914.0504563,4.315800629481917e-07,1.660386654270095,0.6585621886547818,5.930235444845661,250.63964178719417,55158.90813820867,1,0.0011393970684701,250.621499909801,55143.877296774735,22.596067432106437,1.043415966336115,249.4200331395957,54143.64343710688,0.0010871448540237,5.235646747031537e-05,4.382735290282702,1.0,569401.46962276
2191,280294683.17325795,3.3712647601576374e-08,1.6738105753363246,0.2750036612708281,9.235438748696414,293.8725033531557,91206.2262796888,1,0.0171394238039163,293.852849427246,91184.84214955004,5.955320748325379,1.016445761689668,293.4584364425264,90617.3571855748,0.0170914203790895,4.800601770290568e-05,1.6752889586902242,0.966,0.0
2192,11234250.739224866,1.729019355106176e-07,1.677949150501566,0.5222692472239446,0.7810287400480561,281.7032785428308,85549.78657190339,1,0.0082106734070319,281.68403514524147,85528.98630506473,60.17704290511528,1.0136012596963389,281.34870348420657,85059.36577303262,0.0081707824137997,3.989380876432109e-05,1.393519458902892,1.0,16667.053358202083
2193,13563361.391972825,4.863003276352244e-08,1.7313617828709509,0.6600355209365872,0.1815774606486404,263.8861855430705,62688.63427257266,1,0.0030267123320196,263.86667978664843,62672.37885024237,99.13124644269978,1.0066397747264562,263.7304031264218,62541.1047775788,0.0030167731678387,9.93971641820383e-06,0.7030939327641539,0.951,2980.940428188197
2194,35993287.60333054,1.2075908922709508e-08,1.7766039484549785,0.6480285298246621,0.023427804518059,292.5180252099248,68309.74033340701,1,0.0211781385101321,292.51340595811416,68305.9628177772,350.0,1.0030026638667002,292.4491507444139,68242.4301807141,0.0211715695201631,6.569076154662048e-06,0.3083382348830765,0.052,4479.373704095382
2195,10500819.378569957,9.265180097854555e-08,1.6286489924894416,1.078039201544891,0.2625292307860594,260.9897000229067,71856.75636213114,1,0.0020940610967669,260.97032190048475,71837.9358575591,102.84569043666944,1.0094276097479418,260.75605474793025,71601.81617429391,0.0020817124628907,1.2349375882304428e-05,0.980897066718378,1.0,5754.901618685105
2197,523863209.62719554,1.9821799022655284e-09,1.7499856213768368,0.388336810240345,0.070262922215464,280.3110531101268,70373.133366506,1,0.009090458956864,280.2972798324261,70361.02578614626,470.0,1.01402651518071,280.0221371919581,70086.44349113798,0.0090737280631729,1.6731519747455648e-05,1.426769339626932,0.0,0.0
2198,126407507.4163239,6.377344514081462e-07,1.6796620394796018,0.0296452482518715,4.913000985502916,296.487685777824,101980.32628275904,1,0.0179998799634029,296.47044550739577,101956.99139675689,10.787703921979716,1.012324138591575,296.13354047319854,101357.24477339312,0.0179442908877899,5.597491714604896e-05,1.2615710635400346,1.0,3666500.367251475
2200,658883705.4527429,2.279082297796049e-09,1.620787514587669,0.6245860114491824,1.854776774260214,264.67121599669474,92007.45149596538,1,0.0021900407558712,264.6516789876918,91983.67135869856,46.36676563642092,1.0420390775264383,263.8928645837931,90991.78838611474,0.0021710736904905,1.89680232563292e-05,4.240345412882896,0.022,0.0
2201,259629987.50339395,3.548958267982165e-08,1.7368706402399805,0.2461591592513786,0.0432111803081705,249.5277477770213,63094.338290205065,1,0.0009024403956715,249.5193591010835,63086.86836005557,120.0,1.0026883732667644,249.47914941263164,63049.57742458568,0.000901603502048,8.371257382786508e-07,0.2865959859534639,0.241,294854.84602501546
2202,1626807693.0763783,4.3957747029461094e-08,1.6898842173853108,0.9063530339909897,1.6672390821776266,290.71033002493715,53899.43514143815,1,0.0240753535580175,290.6924206092553,53886.47118601319,7.197528013994535,1.0031194697317458,290.6224752582791,53817.94993998787,0.024052471552675,2.2886455338731144e-05,0.3524195024291021,0.853,59621961.47854525
2203,61944569.07351828,5.260825939684797e-07,1.6734311613850836,0.4610359141342259,0.010038711977996,294.18303365919166,61712.93741674156,1,0.026184047175907,293.7185613790547,60849.35443099414,96210.0,1.0000686015385978,289.573585723189,53883.19355221411,0.0223509251477637,0.0038333158561814,0.0105374171465388,0.816,0.0
2204,3711896805.462095,4.169326968621862e-09,1.797178555724604,0.4856537361326075,1.0624290774871026,303.2918702618369,76053.70227600518,1,0.0370731134407077,303.27199739412856,76036.25332732804,25.41346106966634,1.0092672937432825,303.0664426056022,75815.37540543442,0.0370512799932476,2.18346252372812e-05,0.957589148784721,0.013,4611864.790088785
2205,6819888554.813493,1.1887155635446133e-07,1.7917780982675775,0.3765150027891856,4.251605820406328,279.9860688595741,63281.62404364194,1,0.0098988343487794,279.9205358346048,63181.6766914386,11.289851888341955,1.001360453673459,279.70903707746,62880.5557349367,0.0097854268328799,0.0001136903054934,0.1707333468929261,0.895,0.0
2206,1538823083.0783298,2.911394881999513e-07,1.6524900985396305,1.0693666102689392,5.6820401481877525,252.2179292323624,93845.61902858871,1,0.0007683254529051,251.19103700304203,92278.84293423974,175.99312463832672,1.002274362897036,243.67520813742976,81814.85201505541,0.0004086465469857,0.0003600748292299,0.2673222739798753,1.0,0.0
2209,8158037280.989943,4.581731166412322e-09,1.778403376217292,0.4471605210232733,0.055110623440578,284.75355999081864,63479.35560616951,1,0.0136902419236281,284.7427331670389,63470.903894398296,170.0,1.004191376746635,284.6693476810079,63407.92902790777,0.0136865735861335,3.6684644030634185e-06,0.445398910520467,0.001,0.0
2211,59954816.28334968,1.6509776718273902e-08,1.620344044337632,0.8173400698375828,0.0604018599133847,276.10908255881105,57676.77488941933,1,0.0082635154042681,276.09724847384865,57668.11784569912,140.0,1.003591029619225,276.035212144575,57615.7705566616,0.008258499070274,5.016500263427168e-06,0.3807866612286714,0.169,57949.84255250463
2213,11780702.9214063,3.309424011967005e-09,1.72272063661868,0.619649497915904,7.331166324086234,266.9292148485597,94691.54436919824,1,0.0025352141884895,266.9096745692734,94667.27345326864,44.1948778239435,1.1380030796843137,264.1318270196791,90830.94186300614,0.0024211476663183,0.0001140723207583,13.840120642418352,0.636,0.0
2214,10995940.477803532,1.698968667555129e-07,1.7309538296933784,0.0963276927035625,0.0337167054322081,296.2446003318691,73645.79850911886,1,0.0248241103955551,296.23820798444217,73640.00280431875,160.0,1.0014958482457257,296.2049313024477,73598.61697467885,0.024817367400519,6.744125347387682e-06,0.1613844573167266,0.883,7728.973050105173
2216,10299560.104445444,1.2161736518007846e-07,1.6686967639536925,0.3458632403670156,1.0907120901946936,309.1462970590517,85143.3993106201,1,0.0466396483978206,309.1264496954145,85124.14988460521,52.25943721759378,1.0135894743254508,308.749108580665,84579.25353551436,0.0465562641256741,8.33889692107752e-05,1.3883878430441363,1.0,0.0
2217,2319928489.5110025,3.246067606334478e-09,1.7482041740564211,0.9512443390838636,1.2332593994766794,302.328414337623,74400.05830199363,1,0.0357857894846542,302.3085539431102,74382.94520836466,27.56922024225196,1.0115407641745164,302.0470195648808,74104.28693066712,0.0357559371097187,2.985401690665259e-05,1.1880035128291944,0.017,0.0
2218,19465473.97426389,3.22480798116707e-08,1.630220756276976,0.3343947265203579,0.2704436289665707,270.5262728594593,99842.61471432111,1,0.0031570317765955,270.5067306244916,99817.35681569838,73.95256481516955,1.0074658475085565,270.3591776569538,99593.20796504228,0.0031491570704623,7.875106219696955e-06,0.7833795341738226,0.775,4101.704072883713
2219,8510827929.595435,1.654017718297941e-09,1.7554550254434274,0.7258327771855743,0.7068079741104263,298.7830338778415,53153.19337110008,1,0.0410395221785008,298.7631219679742,53140.79026610805,66.49613717099504,1.0171378618661222,298.37702541536856,52846.23788702798,0.0409823508598092,5.717492376439656e-05,1.751031177281792,0.001,0.0
2220,41345360.47660438,5.158608055310186e-09,1.6223808401390774,0.9808778080599024,3.5669651973588845,308.56297729423414,85761.4150181972,1,0.0447137122985837,308.5430292987336,85742.00202590998,27.754686273166723,1.0297599735766545,307.7861718577175,84784.12293975863,0.0446126062926238,0.0001011113775661,3.006213701563998,0.435,156255.96886171692
2221,32863528.84455296,1.3065276000420951e-09,1.6274484109766336,0.469600438975009,9.013221693317096,282.6072265489504,93444.98929790025,1,0.0079872517546606,282.5876344417455,93422.30651609416,41.82744115564479,1.150491558653367,279.4975028544833,89237.3171644125,0.0077826944474278,0.0002045678325292,15.086736925698816,0.07,0.0
2223,293537715.858131,3.074741728602347e-09,1.7806887829573483,0.5401305287585364,0.0140680587007252,293.92841624312206,86587.47092953513,1,0.0181443719963806,293.9256463907567,86584.61369633055,1010.0,1.0064531996701267,293.79470077348265,86443.26013236247,0.0181419637035169,2.40831039785936e-06,0.6496053609599262,0.001,0.0
2224,6775190097.7476,4.578042823390489e-09,1.639030576451701,0.4470840426562761,0.5262986259645155,279.45127613910915,76254.76922040577,1,0.0078925307620148,279.4316850971918,76236.0510061528,43.701425132640814,1.009663901343775,279.2519470269043,76039.73686482644,0.0078819180731662,1.061325197592384e-05,1.0038729334783003,0.005,0.0
2225,5127596901.447123,1.2647249737774845e-08,1.7849390097265887,0.1847922126861724,0.3887873400972559,262.23320374098137,91772.3523275762,1,0.0018105231462963,262.21368103082267,91748.41790821248,28.293102335195197,1.0051714519255934,262.1343966251296,91642.17272634676,0.0018081675774098,2.3558441954109917e-06,0.5636417997711529,0.04,3273465.614469012
2226,354452709.229162,2.0218074875418282e-08,1.6387670982758131,0.7045205022893496,0.243026482079068,269.39886565728983,67952.34679046531,1,0.0042718161128285,269.3793347130637,67935.0754395644,37.03300118985335,1.0039658841076966,269.3197999169398,67875.21737385652,0.0042682110126642,3.605323260735852e-06,0.4332518423419529,0.307,2161956.6855838764
2227,94830251.08489886,7.859962545105927e-07,1.6903677653987452,0.4859493380045691,0.2383292313678032,273.86379037818944,69001.6985891253,1,0.005859011003012,273.16860602156703,67977.82482452529,4195.8764112185945,1.000440528402735,267.36036862005017,60394.83087191868,0.0041203200320131,0.0017395345518154,0.0801331223541534,1.0,0.0
2229,44837514.686411925,1.1715191396996456e-07,1.7793280011858816,1.1022252831432056,0.466197226168588,271.7290831462917,65225.019342569365,1,0.0053001305760487,271.7107258084567,65208.60635896293,40.75528324385428,1.0055912617251226,271.57706164605713,65066.22054651962,0.0052831781140377,1.695493832487914e-05,0.5948746511487801,0.999,351035.97556918225
2230,1078453909.2014408,3.456969281784219e-09,1.6001266299993655,1.0029068556649912,1.149705241134154,301.34727407057045,70867.8742500323,1,0.0354784024741105,301.3274166208801,70851.52302002082,35.661314337885926,1.01467336750754,300.998594623326,70526.36380717863,0.0354450661853151,3.333813142742762e-05,1.4993587096546743,0.021,0.0
2231,12006386.052218286,7.725280962204068e-09,1.614428773447828,1.086904832942277,0.0165171091982266,283.83161682567834,51306.56143777394,1,0.0159905827760503,283.82836820318346,51304.50513577504,800.0,1.0053934972628116,283.7153066205545,51221.017765804085,0.015979032601246,1.1550288070140382e-05,0.5455244059345166,0.036,0.0
2232,18866736.777409013,4.3787919815653664e-08,1.7423541101085334,0.2210439884281467,0.3200155975218747,251.14615346433388,78075.05758882951,1,0.0008411869032951,251.12663637875173,78053.80646264603,84.37088757261093,1.0118046363427216,250.89814708609472,77788.87185431732,0.0008358535856002,5.333614628154023e-06,1.2204661731615385,0.914,0.0
2234,25095925.63878513,2.3955574361521463e-08,1.753410482925966,0.1883921714747123,2.5940107911085173,308.79437790268383,76238.900786047,1,0.051458588904017,308.7743641035236,76221.5986917447,28.527252181698564,1.019746577075371,308.2438455397743,75571.56842743178,0.0513483837148663,0.0001102113152364,2.0056422472558566,0.872,0.0
