simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac_product,act_rate,act_frac_S,act_frac_V,mode_wet_radius_mean,mode_wet_radius_stdev,,
6059,2.58E+07,2.21E-08,1.61161329,1.152157237,1.372763518,253.3344395,83098.89895,1,0.000955861,253.324677,83087.68583,45.16437041,1.025943114,252.7714428,82406.71564,0.000942028,1.38E-05,0.025967454,0.991349017,0,0.991349017,0.991349017,1.34E-06,13.12225779,,
6060,3.09E+08,2.35E-06,1.537648434,0.776787081,0.068160931,292.0635255,100195.6213,1,0.013876043,292.0600922,100185.7603,102.6981271,1.000003744,292.0359653,100115.7803,0.01386301,6.454520181,3.91E-06,0.452471569,0,0.452471569,0,9.71E-05,4.902763495,,
6061,2.11E+08,2.00E-09,1.964674752,0.590112715,0.148642836,299.1558715,77235.14517,1,0.028319247,299.1459776,77226.20088,262.3738966,1.013712953,298.8310578,76882.12649,0.028289286,3.00E-05,0.013735492,0.004746492,0,0.004746492,0.004746492,6.73E-09,80.15693169,,
6062,2.04E+08,1.54E-06,1.920394983,1.354185899,0.232515699,295.8975308,67008.86585,1,0.026797523,295.8941387,67002.23652,73.11334268,1.00002312,295.8262067,66861.19983,0.026739105,24.1704788,2.34E-05,0.92035607,0,0.92035607,0,6.89E-05,11.0997506,,
6063,7.05E+08,1.93E-06,1.983154538,0.349295278,1.139322592,292.4402789,101448.1849,1,0.014033746,292.4365044,101438.1104,18.43200525,1.000039548,292.3564127,101202.1304,0.01399431,28.85955595,4.02E-05,0.935539458,0,0.935539458,0,4.88E-05,12.49797681,,
6064,1.01E+08,4.12E-09,1.656934834,0.989558928,0.208904396,277.6635254,94300.63051,1,0.005615778,277.6537407,94288.99443,157.9669965,1.01331216,277.3833479,93919.65181,0.00560234,1.34E-05,0.013388526,0.030870106,0,0.030870106,0.030870106,3.36E-08,48.31737251,,
6065,1.08E+07,1.36E-09,1.865364558,1.188039126,0.01156069,305.1829444,67468.86846,1,0.047253202,305.1729579,67461.13775,3806.001339,1.014876487,304.8135399,67117.86346,0.047207376,4.58E-05,0.01488858,0.001708358,0,0.001708358,0.001708358,5.71E-09,93.73688652,,
6066,3.93E+08,1.67E-08,1.925540853,0.053457952,0.055619706,295.1240338,53741.58113,1,0.032141862,295.1141217,53735.26072,161.8131544,1.003164238,295.049757,53684.02618,0.032131834,1.00E-05,0.003193177,0.015452874,11522.4649,0.015452874,0.015452874,3.32E-08,32.81184538,,
6067,2.05E+08,1.02E-07,1.51726244,0.746394275,0.024680184,294.1417413,100593.6825,1,0.0157653,294.1349335,100582.8214,162.0733487,1.000414315,294.1218455,100549.0147,0.015759428,8.62E-06,0.000416167,0.422231138,401274.102,0.422231138,0.093780397,1.05E-06,5.064289101,,
6068,2.61E+07,7.67E-06,1.934312843,0.233421847,0.107918239,281.4045001,94441.01886,1,0.007277606,281.4000434,94431.10109,92.66274267,1.000019197,281.3552586,94328.29601,0.007261921,203.1520663,1.94E-05,0.99621535,0,0.99621535,0,0.000308293,11.44325438,,
6069,3.66E+09,4.92E-07,1.719718776,1.379342667,0.014673943,259.3079635,65392.41778,1,0.002007405,259.3009787,65384.40007,817.7761078,1.000000728,259.2163095,65287.30872,0.001995597,0.527519986,8.20E-07,0,0,0,0,1.17E-05,7.413998125,,
6070,8.41E+08,3.90E-07,1.965424629,0.3581456,1.466072223,287.8725355,76730.00992,1,0.013889297,287.8657005,76721.52184,115.2739935,1.000431253,287.0817363,75109.85898,0.013478226,0.030427672,0.000431897,0.93336212,0,0.93336212,0,4.95E-06,11.63738506,,
6071,2.11E+08,4.98E-08,1.760383084,0.814446403,0.069615923,276.1095465,74573.62331,1,0.006372199,276.1001421,74564.4558,71.82264897,1.001309578,276.0726298,74528.30275,0.006367677,5.13E-06,0.001376529,0.472797444,362750.5446,0.472797444,0.446807753,4.20E-07,9.792656635,,
6072,8.88E+08,4.16E-07,1.70045391,1.372010479,0.037747957,261.0430745,98858.8457,1,0.001527259,261.0362828,98846.92056,662.287506,1.00000819,260.8621992,98540.91866,0.001509997,0.035651685,8.48E-06,0.012427937,0,0.012427937,0,9.11E-06,7.102283031,,
6073,3.41E+08,5.34E-08,1.762801989,0.341254515,0.061755594,264.6856653,87929.5628,1,0.002294578,264.6761527,87918.27549,64.77146027,1.001549698,264.6515759,87885.03049,0.002293184,1.68E-06,0.001552366,0.347389389,1.91E+06,0.347389389,0.313174818,2.74E-07,9.582981087,,
6074,2.93E+08,5.38E-06,1.823097435,0.568668027,0.054767277,270.5302257,68234.14735,1,0.00463174,270.5246785,68226.42597,511.25419,1.00000119,270.350159,67984.02189,0.004586629,1075.195272,1.28E-06,0.402311442,0,0.402311442,0,0.000276808,9.199178122,,
6075,2.87E+09,3.22E-06,1.849080117,1.019850981,0.848917719,257.4973587,50214.71237,1,0.002253047,257.490138,50208.45302,35.33911394,1.000003393,257.2548401,50004.87275,0.002217269,3558.611863,3.96E-06,0.649454533,0,0.649454533,0,0.000167526,9.693559918,,
6076,2.72E+08,6.20E-07,1.998136508,1.144159621,0.234643346,268.3390293,77791.7881,1,0.003440563,268.3328163,77782.7723,72.45038192,1.000076943,268.2276014,77621.96058,0.003419271,0.454972991,7.70E-05,0.82375522,0,0.82375522,0,1.55E-05,12.79685262,,
6077,6.20E+08,1.70E-08,1.535862531,1.318820551,3.294332343,274.1840366,58971.95553,1,0.007028864,274.1742471,58964.58172,6.981687822,1.009625629,273.9832435,58800.05856,0.007014761,1.41E-05,0.009638288,0.783702634,6.87E+06,0.783702634,0.783702634,2.74E-07,10.88676381,,
6078,1.56E+07,2.38E-07,1.891718422,0.270518397,0.011201211,283.4657525,75231.86624,1,0.010551523,283.4583055,75223.28831,357.1042433,1.000456654,283.4427027,75196.09852,0.010544999,3.08E-05,0.000464468,0.765788948,27762.95677,0.765788948,0.427908266,2.19E-06,10.67421261,,
6079,3.72E+09,5.65E-07,1.595307582,1.240760392,0.1498887,251.9759034,54857.77438,1,0.001288093,251.968043,54850.683,26.68646803,1.000006818,251.9426727,54827.76848,0.001285079,0.448155743,7.29E-06,0.0118887,0,0.0118887,0,1.35E-05,5.615423406,,
6080,2.17E+07,5.82E-07,1.61459638,1.131077936,0.067794825,265.5701755,72614.32327,1,0.002979593,265.5623732,72605.43687,118.0031068,1.00037751,265.5137508,72539.19113,0.002970748,0.002514287,0.000378983,0.99967721,0,0.99967721,0,1.48E-05,5.422382895,,
6081,3.39E+09,1.41E-06,1.51033133,0.96724446,4.145360612,305.7173434,55259.13137,1,0.060647957,305.7141351,55253.71964,8.68440731,1.000048183,305.5636597,54960.68124,0.06043645,17.77067494,4.84E-05,0.998633032,0,0.998633032,0,5.16E-05,4.586528008,,
6082,8.19E+09,8.54E-07,1.795112003,0.730821847,3.78468026,268.5945195,58634.48338,1,0.004662789,268.5885054,58627.69601,10.83314763,1.000041764,268.314162,58309.51836,0.004590101,10.67628593,4.38E-05,0.773565015,0,0.773565015,0,1.99E-05,8.661716886,,
6083,1.10E+07,3.52E-08,1.872881505,0.298889923,0.018130188,251.8556933,79100.23552,1,0.000883447,251.8459347,79089.50066,386.0963844,1.00336009,251.7912234,79025.65423,0.00088228,1.17E-06,0.003396716,0.369692311,593.655492,0.369692311,0.366427327,2.35E-07,20.15804395,,
6084,1.43E+08,1.23E-07,1.959570316,0.483398574,0.40201304,283.3374453,86041.18183,1,0.009126532,283.3280975,86030.88028,24.874815,1.002224755,283.2690795,85937.98254,0.009115875,4.67E-05,0.002235446,0.938701339,1.44E+06,0.938701339,0.680955133,1.33E-06,11.74308689,,
6085,2.85E+07,4.08E-06,1.766377763,0.034743352,0.350472832,303.3066403,92559.89468,1,0.030168159,303.3009005,92550.41082,34.23945857,1.000290773,303.261418,92431.85872,0.030139241,0.317319836,0.000300192,0.999996957,0,0.999996957,0,4.93E-05,7.846299508,,
6086,2.22E+09,2.16E-07,1.857247835,0.302782707,0.321775179,309.0472613,83599.96033,1,0.047289289,309.0434871,83591.91785,1100.147008,1.000160578,307.8167072,80014.89,0.046092777,0.003611742,0.000160865,0.360075008,0,0.360075008,0,1.95E-06,10.26524529,,
6087,1.39E+07,3.27E-08,1.54370212,0.140924562,3.32823655,252.4042521,103315.4675,1,0.000709207,252.3944906,103301.4767,51.37855961,1.070126034,250.8576019,100956.3931,0.000678571,3.06E-05,0.070151162,0.99968746,0,0.99968746,0.999961531,6.52E-06,4.526465254,,
6088,1.39E+07,2.18E-09,1.712746073,0.766408775,0.150141152,257.1893712,64468.38108,1,0.001709088,257.1796049,64459.80912,346.3407549,1.032626596,256.6911795,64023.52671,0.00170481,4.28E-06,0.032665391,0.016475441,0,0.016475441,0.191629305,2.40E-08,108.8816915,,
6089,3.99E+08,5.90E-07,1.513078864,0.885231955,1.850894948,299.3146958,91833.97503,1,0.023877494,299.3078662,91824.17859,540.2791775,1.000479708,295.4615815,81376.65076,0.021318858,0.023160499,0.000480304,1,0,1,0.0711628,2.03E-05,2.965853675,,
6090,5.79E+07,3.03E-08,1.789885665,0.773478206,0.083586597,293.0276406,97366.77146,1,0.015192651,293.017834,97355.34071,83.74548415,1.002167506,292.974806,97289.10752,0.015187827,4.84E-06,0.002228312,0.382642281,14056.8226,0.382642281,0.379305131,2.99E-07,15.61714574,,
6091,5.54E+07,1.61E-06,1.69008715,0.180301634,5.470094802,262.9624478,60875.4546,1,0.002897247,262.9528506,60867.56789,182.9950003,1.007563106,255.1059523,53046.19295,0.001757199,0.073457402,0.007569105,1,0,1,0.038006248,3.93E-05,4.189179818,,
6092,3.54E+09,6.63E-08,1.732951401,0.012034928,2.088207539,268.9246216,89933.34617,1,0.003108924,268.91486,89921.90569,6.225434857,1.005923756,268.8094202,89786.02775,0.003105385,3.58E-06,0.005937301,0.350545467,4.05E+07,0.350545467,0.347178903,9.83E-08,12.05916818,,
6094,1.58E+09,8.67E-08,1.557296152,0.127706579,0.016077593,279.5532524,102116.3872,1,0.00591669,279.5453137,102104.476,186.595095,1.000558061,279.5338515,102080.8636,0.005914109,3.35E-06,0.000559901,0.060272056,754342.2452,0.060272056,0.03763322,3.34E-07,6.166621893,,
6095,2.03E+09,9.57E-08,1.674712443,0.094224067,0.01533223,299.2789485,82244.83744,1,0.026722464,299.2726245,82236.15831,260.8883405,1.00036843,299.2599664,82207.62915,0.026714115,1.12E-05,0.000370534,0.040913704,758697.2589,0.040913704,0.022967041,3.32E-07,7.872930816,,
6096,6.27E+08,6.15E-07,1.518613866,0.010983601,0.07147178,278.3878959,101707.1016,1,0.005475777,278.3821277,101695.9033,573.6529844,1.000260967,278.1713605,101205.6126,0.005421437,9.57E-05,0.000261321,0.442351801,0,0.442351801,0,1.76E-06,4.919464365,,
6097,2.30E+07,2.36E-08,1.842066982,0.107845881,5.329969292,291.6738349,69847.86866,1,0.019600946,291.6639832,69839.60773,25.14085779,1.040519288,290.6485532,68705.13006,0.019435438,0.000165518,0.040530194,0.917797716,0,0.917797716,0.917797716,7.19E-07,51.35986289,,
6098,2.24E+07,2.45E-06,1.874412095,1.474269173,0.342295037,280.8695797,56747.51891,1,0.011761682,280.8640416,56741.27932,81.80077703,1.000174131,280.7112028,56530.54408,0.011680373,18.31029344,0.00018035,1,0,1,0,0.000140699,10.05510286,,
6099,2.18E+08,6.17E-07,1.693771029,0.367774151,5.726926443,255.2005816,103886.7834,1,0.000896441,255.1909672,103872.9234,11.00066513,1.005366723,254.6903714,103024.6241,0.000870275,0.006234715,0.005372451,1,86019.24591,1,0.003882151,1.08E-05,5.182596533,,
6100,9.96E+07,2.40E-07,1.9237534,1.432605241,0.599675487,260.3780135,98228.8488,1,0.001456556,260.3687,98216.1044,26.68109729,1.001978969,260.2539769,98025.72776,0.001447826,0.001488511,0.001982157,0.998243934,284651.7959,0.998243934,0.078956313,5.09E-06,9.481491314,,
6101,4.01E+07,5.68E-08,1.755253423,0.491431623,0.191717275,249.5958383,64713.50559,1,0.000885176,249.5860879,64704.64551,67.80818263,1.006073705,249.4750813,64598.34174,0.000882612,2.65E-06,0.006081942,0.926488036,28192.95876,0.926488036,0.916020437,6.56E-07,10.24215388,,
6102,5.43E+07,1.48E-07,1.548471095,0.726694953,0.605884219,291.5405211,95274.50428,1,0.014128846,291.5308734,95263.31215,28.05816603,1.004207397,291.4231655,95085.25114,0.014111948,2.14E-05,0.004209885,0.999993044,539599.5066,0.999993044,0.850977193,5.17E-06,2.080565272,,
6103,2.10E+07,2.16E-07,1.585883813,0.524309761,0.014853967,304.3277259,93961.64897,1,0.031567878,304.320866,93951.75027,269.2883273,1.000376704,304.3093825,93920.53242,0.031560315,1.59E-05,0.000383157,0.873486244,73981.64036,0.873486244,0.468814604,2.84E-06,5.496065531,,
6104,1.96E+07,2.10E-06,1.706919125,0.918713788,0.111768853,272.143952,89077.24017,1,0.003992626,272.1379774,89067.14201,98.41740097,1.000112355,272.077691,88955.60728,0.003979068,0.808898412,0.000116962,0.999961529,0,0.999961529,0,8.66E-05,7.160866341,,
6105,5.04E+08,6.82E-08,1.822223706,1.371946079,0.66950367,269.1189324,68788.38615,1,0.004131189,269.1095249,68779.71641,14.9364379,1.002440647,269.0411695,68700.36694,0.00412234,2.86E-05,0.002449576,0.91113166,1.52E+07,0.91113166,0.621687763,8.19E-07,9.099330797,,
6106,1.07E+08,2.30E-08,1.84679251,0.289478083,1.896933866,262.7316824,96907.62637,1,0.001783822,262.7219163,96895.01269,20.03232726,1.016039859,262.3971221,96432.22192,0.001773564,1.03E-05,0.016051819,0.757867263,206.1725541,0.757867263,0.75786647,2.50E-07,25.3341115,,
6107,8.05E+07,2.88E-09,1.826812872,0.357540682,4.615359215,276.1666965,62189.23189,1,0.00768827,276.1569019,62181.50877,33.80018601,1.066248139,274.8076659,60966.87131,0.007588441,9.98E-05,0.066360918,0.167550077,0,0.167550077,0.199306532,3.23E-08,143.3262631,,
6108,4.70E+07,1.22E-07,1.749947878,0.987847013,2.640685578,292.9804093,59094.4202,1,0.025357241,292.970566,59087.44848,21.58530364,1.014847963,292.5609726,58666.66887,0.025251189,0.000120106,0.014853715,1,341978.7602,1,0.945607673,9.28E-06,1.69128245,,
6109,2.06E+09,6.50E-06,1.714390287,1.270347365,0.086220933,274.9649774,50803.57154,1,0.008652131,274.9599703,50797.94221,23.196223,1.0000002,274.9538616,50791.07367,0.008647308,42192.55267,2.18E-07,0.05629963,0,0.05629963,0,0.000554663,7.330224018,,
6110,5.90E+09,1.06E-06,1.526251015,0.294768681,4.014304694,300.4375358,85464.71588,1,0.027563174,300.4340354,85456.42077,2.241982282,1.000051459,300.4044777,85374.34911,0.027539437,0.945267751,5.17E-05,0.913844824,0,0.913844824,0,1.83E-05,4.764977243,,
6111,8.03E+08,3.92E-08,1.843854936,0.890974676,1.079754565,264.3753721,57019.29031,1,0.00346016,264.3656788,57011.92329,11.11363673,1.004441377,264.2715543,56929.81688,0.003452776,9.19E-06,0.004462468,0.788671291,1.50E+07,0.788671291,0.746024923,3.37E-07,11.00511049,,
6112,9.03E+07,3.02E-09,1.709074528,0.367274164,0.292346974,254.7568312,96097.80165,1,0.000933374,254.7470686,96084.90697,191.5532054,1.02968727,254.2361112,95380.00003,0.000926318,7.06E-06,0.029765901,0.016828939,267002.6746,0.016828939,0.038243485,1.44E-08,70.60201321,,
6113,3.77E+09,4.72E-09,1.631896297,1.177067266,0.197445561,272.8093106,58138.83252,1,0.006447387,272.7995219,58131.52797,70.90562054,1.006525007,272.6835344,58036.43269,0.006441477,5.91E-06,0.006548418,0.005503091,134081.2184,0.005503091,0.005503091,2.21E-08,19.66860635,,
6114,7.40E+09,3.00E-08,1.636498101,1.41998174,0.131248051,278.7087997,67944.30415,1,0.00842111,278.7006046,67936.27152,45.71496462,1.00088631,278.6697866,67893.731,0.008411904,1.19E-05,0.000896134,0.098865478,3.36E+07,0.098865478,0.067591894,2.24E-07,7.231302071,,
6115,2.90E+07,1.62E-06,1.505635712,0.094823628,8.156712192,260.6523179,86294.40496,1,0.001695828,260.6425884,86283.09433,32.97897408,1.028676069,258.5461278,83293.48534,0.001521868,0.003691648,0.02868768,1,0,1,0.015787509,2.56E-05,3.12601092,,
6116,6.02E+08,1.48E-08,1.688891385,0.456957186,0.315193107,260.4950649,95423.69852,1,0.00151378,260.4853005,95411.17312,34.89924031,1.005771213,260.3936319,95287.07644,0.001512235,1.55E-06,0.005782544,0.149015853,864349.4513,0.149015853,0.147044462,7.83E-08,15.92681136,,
6117,1.09E+09,3.34E-08,1.807148584,1.326048636,0.925028205,290.5481128,70296.68805,1,0.018102615,290.5384719,70288.38921,9.729433064,1.00271132,290.4799844,70221.36835,0.018092858,1.15E-05,0.00272477,0.65261061,2.51E+07,0.65261061,0.619684178,3.17E-07,10.51465398,,
6118,1.16E+07,4.46E-06,1.811257409,0.27719824,9.694314648,287.7561476,54040.8378,1,0.019753745,287.7465522,54034.3972,14.95722032,1.008241654,286.9259396,52948.6415,0.019247924,8.652814402,0.00826266,1,0,1,0,0.00015769,8.417460669,,
6119,4.67E+08,2.07E-07,1.866954403,0.858309748,0.0107578,268.6590146,73570.74355,1,0.003728724,268.653152,73562.3025,93048.76641,1.000058729,261.6224334,64418.80281,0.002459185,0.00290722,5.90E-05,0.114538662,0,0.114538662,0,2.78E-06,10.71902749,,
6121,2.30E+08,2.71E-09,1.716927359,0.668666233,0.019621331,254.0314732,68093.32386,1,0.001238898,254.0217092,68084.15945,1172.193671,1.012602531,253.8156561,67882.80097,0.001235373,3.53E-06,0.012616691,0.00132896,0,0.00132896,0.00132896,7.72E-09,35.31846067,,
6122,2.56E+08,5.63E-06,1.590098443,0.213831483,0.765518283,297.7488344,79630.23465,1,0.025141732,297.7454881,79622.46672,33.96391773,1.000026272,297.6475373,79376.20439,0.025067816,70.68175541,2.67E-05,0.999879258,0,0.999879258,0,0.000191032,5.549716008,,
6123,3.88E+07,2.13E-07,1.783363606,0.138878015,4.282034701,299.2003843,80242.58093,1,0.027286202,299.1905134,80233.29854,19.61684243,1.021081315,298.6097635,79441.94242,0.02717053,0.000122885,0.021088084,1,191589.6316,1,0.973591561,1.07E-05,1.560047616,,
6124,1.54E+09,2.18E-09,1.596644797,0.423208986,0.014452459,272.0207177,52490.72111,1,0.006744078,272.0109275,52484.1061,2075.77133,1.015255384,271.7425492,52290.91454,0.00673398,1.01E-05,0.015263808,5.19E-05,0,5.19E-05,5.19E-05,2.86E-09,14.62656497,,
6125,8.79E+09,1.06E-08,1.592611551,1.469022577,0.075551033,298.1608293,91619.14465,1,0.022296734,298.1509772,91608.53395,66.18043171,1.001758048,298.1200623,91567.95136,0.022294152,2.60E-06,0.001825572,0.007698108,1.09E+06,0.007698108,0.007343591,6.32E-08,10.27958512,,
6126,9.88E+07,2.72E-09,1.786349825,0.30764504,0.017601968,276.0761079,97147.11072,1,0.004868256,276.0663267,97135.05885,1590.731256,1.01256457,275.8290113,96812.44474,0.004860339,7.92E-06,0.012570697,0.000969745,39.57518596,0.000969745,0.000969745,5.77E-09,48.03017482,,
6127,1.28E+09,3.30E-08,1.776892951,0.837272656,0.017652138,283.4209447,102775.6633,1,0.007665487,283.4124805,102763.6586,169.9510889,1.000625645,283.401501,102740.5002,0.00766291,3.10E-06,0.000640563,0.05439233,743524.0034,0.05439233,0.044354713,2.02E-07,10.14748801,,
6128,3.72E+07,5.75E-06,1.993930264,1.237272396,0.019900817,298.6578603,51444.32622,1,0.042160487,298.6548152,51439.22864,803.9870897,1.000001633,298.5850625,51322.12243,0.042073315,3091.083053,1.81E-06,0.768397265,0,0.768397265,0,0.000474412,12.80479453,,
6129,1.60E+08,1.36E-07,1.544983068,1.128829465,3.56407294,251.5227185,61456.60976,1,0.001104917,251.5129783,61448.2615,15.99293869,1.017829142,251.009375,60977.45561,0.001083603,3.96E-05,0.017841534,1,4.38E+06,1,0.61735772,4.31E-06,1.984868456,,
6130,6.64E+08,2.61E-06,1.782239888,0.574807875,0.022412695,299.9293113,91269.81441,1,0.024951727,299.9263684,91261.11667,401.5581354,1.000000425,299.8972357,91174.9627,0.024929835,72.9324383,5.04E-07,0.008258091,0,0.008258091,0,9.93E-05,8.459465754,,
6132,6.99E+08,1.92E-09,1.780606247,0.33809024,1.056886882,264.9201886,62151.56929,1,0.003311563,264.9104148,62143.54028,82.31722947,1.041422272,264.1304937,61448.7539,0.003279266,3.23E-05,0.041530478,0.009271003,393620.0634,0.009271003,0.009705623,5.88E-09,77.5191205,,
6133,1.67E+08,4.07E-08,1.844132173,0.916147873,8.509956955,292.3444781,63382.8375,1,0.022630197,292.3346176,63375.34832,8.343167935,1.020261179,291.8076797,62822.97931,0.022523395,0.000107351,0.020269066,0.996494837,91065.20879,0.996494837,0.994786476,1.73E-06,11.09132224,,
6134,3.67E+08,1.76E-09,1.555694185,0.548597661,0.109583721,250.1624087,89816.92821,1,0.000670382,250.1526474,89804.65654,447.1467074,1.033739315,249.6891963,89217.78011,0.000669012,1.37E-06,0.033771425,0.000403391,0,0.000403391,0.004179908,3.53E-09,27.18781944,,
6135,2.30E+09,8.43E-09,1.820928595,1.360382271,3.756243922,301.3307138,85164.5685,1,0.029213074,301.3208176,85154.77329,5.590691242,1.007374009,301.155217,84958.94757,0.029199589,1.35E-05,0.007384152,0.234211057,2.31E+07,0.234211057,0.231602735,6.90E-08,21.74070006,,
6136,9.73E+08,2.18E-08,1.85398964,0.889314697,0.123312153,275.8772381,70032.78184,1,0.006677595,275.8675637,70024.10487,40.54750382,1.001964535,275.835372,69990.02614,0.006674876,2.87E-06,0.001977103,0.167550078,3.37E+06,0.167550078,0.160446962,1.28E-07,13.26265503,,
6137,3.96E+09,8.27E-06,1.713943126,1.483958004,1.077359827,262.6094781,85572.36719,1,0.00200131,262.6029154,85562.15617,6.49736497,1.000000809,262.5600368,85495.46221,0.001995241,159110.4274,1.13E-06,0.819302697,0,0.819302697,0,0.00084117,7.323161698,,
6138,8.42E+08,3.44E-09,1.529529272,0.678051946,7.366854882,248.5754851,68547.04972,1,0.000762793,248.5657233,68537.62394,13.84580009,1.056382595,247.6122574,67588.79356,0.000749335,1.35E-05,0.056622304,0.171862321,0,0.171862321,0.171862321,3.25E-08,42.36797716,,
6139,1.06E+09,7.24E-07,1.680471781,0.332253251,0.346082368,282.8345487,78747.21052,1,0.00964937,282.8300397,78738.92628,57.78971097,1.000041952,282.7346764,78551.29531,0.009608528,0.084066881,4.26E-05,0.533988366,0,0.533988366,0,1.08E-05,6.759979785,,
6140,2.10E+08,1.02E-06,1.578182791,0.759594366,0.147622377,274.5802475,95078.22652,1,0.004467447,274.5749206,95067.74868,47.41828532,1.00004182,274.540784,94997.54344,0.004458705,0.112874737,4.20E-05,0.915177951,0,0.915177951,0,2.68E-05,5.372868317,,
6141,1.44E+08,2.93E-07,1.9230693,0.054970801,1.321215721,269.2284396,95175.26982,1,0.003005093,269.2187889,95163.21191,16.65133077,1.006013022,269.0559936,94912.26065,0.002992438,5.64E-05,0.006018528,0.996919797,2.31E+06,0.996919797,0.698467845,2.36E-06,8.647977783,,
6142,2.98E+09,2.04E-07,1.863093414,0.260641589,0.267605741,305.8643909,104089.8604,1,0.03105637,305.8608298,104079.9487,1894.578185,1.000142363,304.1636107,98204.98935,0.029848877,0.002792397,0.000142635,0.247493501,0,0.247493501,0,1.65E-06,10.57318335,,
6143,8.68E+07,2.13E-09,1.601666921,1.057525417,0.119695414,265.8924975,82718.77638,1,0.002680371,265.8827267,82708.13276,451.1451056,1.026652753,265.4013406,82145.92187,0.002667574,1.28E-05,0.02667313,0.006677416,0,0.006677416,0.006677416,1.20E-08,57.63985048,,
6144,4.95E+08,6.26E-08,1.566405882,0.268963197,8.560663289,294.3464312,74466.21309,1,0.021768968,294.3365826,74457.47953,4.672535135,1.011737576,294.0441326,74108.32111,0.021722444,4.68E-05,0.011742742,0.998291638,549392.965,0.998291638,0.997376801,1.37E-06,5.564792795,,
6145,2.65E+09,1.18E-09,1.74059601,1.340090851,2.524331803,289.4642122,87506.37091,1,0.013478203,289.4543899,87495.97364,37.23757705,1.034170577,288.6943028,86528.41206,0.013418447,5.98E-05,0.034192351,0.004865776,0,0.004865776,0.004865776,4.96E-09,62.30254951,,
6148,1.38E+08,8.38E-06,1.628969415,1.448878,0.052264316,303.2974119,87662.5821,1,0.031922344,303.2946144,87654.31272,114.8010823,1.000000589,303.2770333,87602.26104,0.031906306,4822.569017,6.77E-07,0.727619164,0,0.727619164,0,0.000909884,6.0686518,,
6149,1.24E+07,2.24E-09,1.771966084,0.971987739,0.16187716,254.0911953,56528.58558,1,0.00150062,254.0814301,56520.97845,469.491804,1.039379971,253.380542,55948.36998,0.001482741,1.79E-05,0.039448596,0.052536513,0,0.052536513,0.055339505,2.19E-08,115.8476755,,
6150,1.95E+09,7.19E-07,1.526399088,0.551669658,6.680282732,303.1287971,53583.63101,1,0.053423778,303.1227031,53577.96201,31.88487801,1.000408906,302.1649295,51849.83196,0.052154763,0.234148472,0.000410248,0.999997906,0,0.999997906,0,1.52E-05,4.363575472,,
6151,5.00E+07,1.23E-07,1.724813936,0.203113677,0.011030772,303.3580744,99173.98475,1,0.028151887,303.3497306,99163.10216,271.9664508,1.000489975,303.3415385,99142.29391,0.028147856,4.83E-06,0.000521024,0.389167846,42645.16869,0.389167846,0.350001675,7.91E-07,8.792659304,,
6152,1.05E+09,6.57E-06,1.88684523,1.245208372,0.703039987,275.7471014,79952.93628,1,0.005786979,275.74218,79944.23325,7.111971,1.000002019,275.7194236,79903.91099,0.005779075,41593.54798,2.07E-06,0.846988625,0,0.846988625,0,0.000558413,10.44580129,,
6153,1.11E+07,4.66E-07,1.697460801,1.093000998,0.365930612,265.8383748,103947.2034,1,0.002122178,265.8288357,103933.9108,81.98275573,1.004722035,265.615577,103553.588,0.00210367,0.000532305,0.004725695,1,13348.74166,1,0.10186748,1.76E-05,3.718317869,,
6154,7.57E+08,6.85E-06,1.505132154,1.320545471,0.020354106,253.5111631,59579.59305,1,0.001354456,253.5034875,59571.97954,98.26027293,1.000000092,253.4952368,59563.79722,0.001352961,4224.272856,1.38E-07,0.001959163,0,0.001959163,0,0.000586975,4.531066413,,
6155,2.55E+08,4.24E-08,1.518770055,0.010609432,0.013552834,285.3183607,94968.88015,1,0.009434705,285.3085576,94957.45472,516.4971499,1.002942469,285.2576817,94890.56429,0.009432481,2.22E-06,0.002951057,0.004083903,1459.463326,0.004083903,0.004083903,5.80E-08,15.74749548,,
6156,3.20E+07,7.13E-09,1.545015321,0.137901197,8.176951081,266.2848824,64389.67281,1,0.003554117,266.2751074,64381.39633,26.41571386,1.093551878,264.3770791,62594.72248,0.003447218,0.000106905,0.093578432,0.674397245,0,0.674397245,0.683560327,2.08E-07,83.84388333,,
6157,4.55E+08,1.38E-07,1.681910956,0.029188184,0.016187194,259.2833032,91370.55367,1,0.001432454,259.274215,91358.71992,185.3316864,1.000843707,259.2584387,91335.3193,0.001431302,1.53E-06,0.000846063,0.159136633,644465.69,0.159136633,0.107409364,3.04E-07,7.833431991,,
6158,4.62E+08,2.85E-07,1.677255198,1.21348367,1.793066514,290.2440613,98767.20709,1,0.012528969,290.2359174,98756.01289,8.365556931,1.000909787,290.1718857,98594.77633,0.012504536,0.003255369,0.000911043,0.999111543,0,0.999111543,0,5.72E-06,6.083277068,,
6159,1.71E+07,6.26E-09,1.559797666,0.808519738,5.898862529,263.3995973,85266.53824,1,0.002138585,263.3898291,85255.46587,34.92198691,1.084251977,261.6024602,83007.73368,0.002064527,7.41E-05,0.084276148,0.902611026,0,0.902611026,0.913844824,6.11E-07,57.66639425,,
