simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac_product,act_rate,act_frac_S,act_frac_V,mode_wet_radius_mean,mode_wet_radius_stdev,,
778,3.81E+07,1.18E-08,1.649007186,0.413926627,0.023655319,257.0791931,56697.43793,1,0.001926268,257.0694259,56689.8952,465.0116946,1.005601867,256.9774197,56614.5183,0.001923512,2.76E-06,0.005622565,0.046433901,966.3473042,0.046433901,0.046433901,7.21E-08,26.58264792,,
779,4.15E+08,1.69E-06,1.759369006,0.189806036,0.779568538,307.0619103,51358.29258,1,0.071468731,307.0583084,51353.1877,24.37245615,1.000103759,306.9773644,51204.89465,0.071340266,2.047660674,0.000103801,0.992828217,0,0.992828217,0,3.05E-05,7.934850766,,
780,5.70E+09,3.24E-07,1.977025283,1.080113124,0.027683225,254.4740832,61193.73649,1,0.001432078,254.466513,61185.96921,4587.615734,1.000002265,253.4274154,60133.02311,0.001332328,0.458493976,2.47E-06,0.000240571,0,0.000240571,0,5.48E-06,12.42163502,,
781,3.45E+07,5.59E-06,1.899593784,0.99886561,2.630484876,254.7356398,94433.74127,1,0.000948136,254.7270892,94421.47778,50.94117865,1.000413049,253.6643135,92762.21677,0.000881146,357.3200436,0.000418156,1,0,1,0,0.000378148,10.697954,,
782,1.44E+07,1.48E-08,1.601483382,0.579618372,0.057489421,287.434071,64377.67365,1,0.016149059,287.4242359,64369.9604,243.5230634,1.005047593,287.3189135,64268.60748,0.016137024,1.20E-05,0.005075119,0.167550075,0,0.167550075,0.167550075,1.84E-07,29.14415515,,
783,6.80E+09,8.09E-09,1.814929155,1.122669185,1.565016738,250.1572229,95196.25898,1,0.000632171,250.1474644,95183.25323,9.584562028,1.008583112,250.0156793,95002.12321,0.000630949,1.23E-06,0.008598742,0.147044462,4.63E+07,0.147044462,0.145077847,3.83E-08,15.79074181,,
784,1.60E+07,9.66E-08,1.677754034,0.029103462,1.095427954,288.373732,52498.01635,1,0.021207292,288.3638735,52491.73153,46.55714676,1.015284081,287.9728913,52152.20832,0.021119409,8.79E-05,0.015291304,0.987572064,0,0.987572064,0.987572064,2.02E-06,15.97945446,,
785,4.43E+08,6.52E-06,1.577975422,0.94545539,2.211630297,283.035797,60193.76106,1,0.01286027,283.0314883,60187.41194,4.521551371,1.000020499,282.983529,60114.3856,0.012831881,2376.609637,2.07E-05,1,0,1,0,0.000488017,5.395718073,,
786,7.91E+09,1.46E-09,1.654097334,1.164242554,0.737699957,295.3537492,82322.95047,1,0.020912831,295.3438911,82313.32924,71.84492763,1.020371622,294.8983179,81811.08343,0.020883717,2.91E-05,0.020388253,0.000813412,0,0.000813412,0.000813412,4.21E-09,31.46523054,,
787,2.18E+07,3.79E-09,1.518142568,0.091609995,2.356775576,298.1654731,100659.7834,1,0.02023481,298.1556183,100648.1339,70.43521736,1.054232147,296.8667758,98740.32154,0.020117574,0.000117242,0.054251317,0.024880485,0,0.024880485,0.147958341,3.47E-08,143.436009,,
788,2.45E+07,2.75E-09,1.918503038,0.627772241,8.089978273,255.9547212,54605.11218,1,0.001820187,255.9449545,54597.81626,33.99267473,1.15194829,253.3814987,52605.29755,0.00174865,7.15E-05,0.151977065,0.517009636,0,0.517009636,0.982071473,4.54E-07,113.7202204,,
789,3.64E+08,1.52E-09,1.966451217,0.968270528,0.06021674,287.8502963,84920.70833,1,0.012504369,287.8404787,84910.56652,498.2003374,1.011324014,287.5998227,84616.87051,0.012487412,1.70E-05,0.011363811,0.001366967,0,0.001366967,0.001366967,4.30E-09,61.04081801,,
790,2.94E+09,1.85E-09,1.859993176,1.156650293,0.132431175,299.7789156,77486.1884,1,0.029328793,299.7690169,77477.22925,181.2262105,1.008186419,299.5820597,77269.48174,0.029309452,1.93E-05,0.008242029,0.000888457,0,0.000888457,0.000888457,5.39E-09,36.6562118,,
791,3.39E+07,7.78E-07,1.868167123,1.117458719,0.012873588,251.5430303,87269.8394,1,0.000779072,251.5350694,87258.54649,543.7489484,1.00002946,251.4854967,87187.77744,0.000775914,0.04967367,3.02E-05,0.610832155,0,0.610832155,0,2.07E-05,10.01643615,,
792,5.34E+07,3.71E-07,1.981080259,0.589450508,1.103033446,286.1848143,67545.39327,1,0.014145832,286.1754266,67537.35959,25.38454306,1.0038256,286.0124423,67305.50014,0.014089519,0.004034266,0.003828758,0.999928429,578734.9461,0.999928429,0.247421929,1.08E-05,6.75312675,,
793,7.30E+07,1.98E-09,1.71090812,1.008581884,0.020787925,282.9425581,78300.79084,1,0.009776976,282.9327535,78291.29007,1587.460064,1.013766221,282.6561654,77986.99988,0.009761587,1.54E-05,0.013781619,0.001186329,0,0.001186329,0.001186329,7.21E-09,48.56024784,,
794,9.66E+07,7.72E-09,1.55536642,1.124117335,4.377506113,250.2902325,60996.5642,1,0.000998869,250.2804696,60988.23318,20.10277033,1.042512375,249.469073,60262.70102,0.000980009,1.89E-05,0.042537716,0.812492987,0,0.812492987,0.812492987,2.54E-07,29.15871118,,
795,1.61E+08,4.73E-09,1.571932009,0.166048824,0.014496026,293.9669039,62714.97816,1,0.025394874,293.9570242,62707.59778,1862.579399,1.01064538,293.730848,62512.74692,0.025376156,1.87E-05,0.010655835,0.000457231,0,0.000457231,0.000457231,8.91E-09,27.64895686,,
796,1.45E+07,8.12E-08,1.924639336,0.938386022,0.027535032,287.1505722,74964.54432,1,0.013560722,287.1411375,74955.65141,181.5868625,1.001243888,287.1159207,74920.60515,0.01355492,7.27E-06,0.00128607,0.773565008,8908.449631,0.773565008,0.73227248,1.11E-06,13.1255174,,
797,7.32E+09,3.24E-06,1.614334043,0.961991315,7.895329447,301.8355313,74312.35158,1,0.034768125,301.8325563,74305.2203,3.92637194,1.000009763,301.7180219,74021.41903,0.034662806,2047.579962,1.05E-05,0.984212488,0,0.984212488,0,0.000177584,5.86954649,,
798,1.78E+08,6.82E-06,1.908410131,1.298274589,9.093741652,293.5678691,64636.54061,1,0.02398962,293.5633816,64629.90095,0.65979442,1.000119714,293.5413427,64587.82712,0.023970628,14861.56152,0.000120342,1,0,1,0,0.000622456,10.89373782,,
799,3.18E+09,2.60E-06,1.790919107,0.831267142,0.058155623,304.2821092,79784.9441,1,0.037412486,304.2793515,79777.40371,103.1714503,1.000000186,304.2614608,79728.49647,0.037394016,753.1316342,2.34E-07,0.00122062,0,0.00122062,0,0.000119539,8.613796596,,
800,1.02E+08,7.10E-07,1.98521208,0.638965332,6.101897973,308.7850662,91927.59491,1,0.04205918,308.7756684,91917.35499,9.833006101,1.003415256,308.5342687,91282.72764,0.041908955,0.148231717,0.003419061,1,324802.9647,1,0.02693486,2.38E-05,7.310162648,,
801,3.77E+08,4.66E-06,1.884408937,0.664850419,1.460626622,263.3964563,94797.7919,1,0.001922423,263.3898605,94786.51456,7.531014317,1.000029287,263.319883,94664.93932,0.001913551,912.116863,2.98E-05,0.998093509,0,0.998093509,0,0.00023808,10.39559067,,
802,5.55E+08,5.89E-07,1.76033841,0.960346233,1.756093046,286.9661275,53168.24594,1,0.019055732,286.9598733,53162.38371,5.694459084,1.000334956,286.9124167,53095.56348,0.019020662,0.214999368,0.000338546,0.997569783,0,0.997569783,0,1.37E-05,7.858881471,,
803,2.83E+08,3.36E-08,1.615863723,0.484497302,0.338380294,256.4720101,51249.53884,1,0.002026036,256.4622535,51242.70624,29.55254835,1.00481117,256.3800135,51181.039,0.002022856,3.21E-06,0.004840874,0.630307692,1.36E+06,0.630307692,0.626750044,2.53E-07,9.261105904,,
804,4.20E+07,1.59E-08,1.729234151,0.424494003,0.267801451,267.0685126,90566.24253,1,0.002679722,267.0587419,90554.64051,70.94808473,1.008573027,266.9000474,90347.43448,0.00267451,5.21E-06,0.008593623,0.353711894,30202.39284,0.353711894,0.353711894,1.56E-07,27.66405884,,
805,5.45E+07,4.50E-08,1.540017994,0.373806949,7.107087955,304.963908,85315.69299,1,0.036304939,304.9539762,85305.96322,13.92975585,1.025421562,304.2572232,84331.75296,0.036175878,0.000129077,0.025431262,0.999938891,0,0.999938891,0.999938891,5.73E-06,3.969505217,,
806,1.29E+08,2.10E-07,1.81470366,1.436731411,0.744454497,278.1229381,59941.18784,1,0.009174962,278.1138475,59933.9178,21.4922471,1.002107567,278.016175,59816.01737,0.009144686,0.001035622,0.002111433,0.999210293,1.65E+06,0.999210293,0.173207022,4.92E-06,7.002702817,,
807,3.44E+08,1.74E-06,1.599132445,1.189106242,0.024300186,255.9879731,58963.27597,1,0.001690016,255.9805763,58955.86585,617.2792193,1.000002296,255.8672643,58842.43516,0.001676352,6.056681291,2.55E-06,0.090248544,0,0.090248544,0,7.16E-05,5.666331538,,
809,1.33E+07,5.37E-09,1.781058997,0.886127364,9.607574829,275.6848189,66216.6401,1,0.006969661,275.6750277,66208.40533,30.1845164,1.10813735,273.2728216,63802.11747,0.006736835,0.000232839,0.108161982,0.87348626,0,0.87348626,0.996838708,2.38E-06,51.02920796,,
810,1.28E+07,9.87E-09,1.802573095,0.888217416,0.221279428,283.5689436,53679.166,1,0.014994955,283.5591141,53672.65058,131.0560145,1.010469525,283.3267952,53482.47376,0.014962808,3.21E-05,0.010483091,0.334872453,0,0.334872453,0.334872453,1.71E-07,50.69061282,,
811,1.18E+08,2.10E-08,1.952856522,1.319324324,0.098982897,251.1274268,59935.05238,1,0.001094429,251.1176785,59926.89636,80.82204333,1.00391527,251.0531852,59869.9488,0.001092769,1.71E-06,0.003940452,0.422231138,105854.7076,0.422231138,0.416882727,1.70E-07,17.1436682,,
812,1.00E+08,6.70E-08,1.563360728,0.338548996,0.253584463,288.4941807,50740.85266,1,0.022144292,288.4843739,50734.78567,35.49113332,1.002783892,288.424126,50684.30664,0.022130477,1.40E-05,0.00282489,0.862549389,22282.16875,0.862549389,0.859827875,7.39E-07,7.683361815,,
813,2.51E+08,1.90E-09,1.725664859,1.279083331,0.101359612,267.5607437,89462.39879,1,0.002817266,267.5509722,89450.95846,374.9027775,1.018133394,267.2186893,89029.99729,0.002808012,9.25E-06,0.018156051,0.003505163,0,0.003505163,0.003505163,8.33E-09,50.41722398,,
814,1.93E+08,8.96E-07,1.897898188,0.136535458,2.667688693,290.5909367,80532.3679,1,0.015787227,290.5822267,80523.09291,8.996551984,1.00153888,290.470622,80296.58499,0.015736653,0.043381249,0.001540107,0.999909986,409058.9785,0.999909986,0.008340211,1.15E-05,8.734600734,,
815,1.20E+08,2.42E-08,1.917379444,0.122564203,0.134693236,274.7115453,89007.59967,1,0.004820057,274.7017662,88996.50353,74.24277808,1.004258852,274.6251531,88898.08639,0.004816556,3.50E-06,0.004273307,0.163308159,29888.29334,0.163308159,0.161213594,9.18E-08,26.49118297,,
816,2.09E+09,1.46E-06,1.802513272,0.646241393,0.055895699,261.4032936,73371.13237,1,0.002120255,261.3965728,73362.28286,161.0141773,1.00000123,261.3374665,73284.4825,0.002111549,19.91530668,1.36E-06,0.008650978,0,0.008650978,0,4.12E-05,8.820188971,,
817,2.05E+09,6.20E-07,1.576099781,1.343512277,0.038068115,255.9068199,75574.61791,1,0.001308783,255.8994147,75565.13873,341.4931396,1.000002407,255.8041973,75443.31556,0.001299774,0.286236376,2.69E-06,0.000240571,0,0.000240571,0,1.62E-05,5.369344788,,
818,1.12E+09,3.97E-08,1.870748582,0.72321673,0.422859771,294.8403033,58843.65541,1,0.028699396,294.8308215,58836.80602,16.55395115,1.001813845,294.7902787,58794.04297,0.028687391,1.50E-05,0.001835611,0.469403428,1.84E+07,0.469403428,0.438501183,2.80E-07,11.84551068,,
819,1.83E+07,5.56E-09,1.811202915,0.606151492,0.194848734,302.898676,78363.16994,1,0.035071445,302.8887493,78354.17737,189.8908925,1.012044625,302.5992966,78025.13054,0.035037486,3.40E-05,0.012059534,0.091644595,0,0.091644595,0.091644595,5.84E-08,76.75561669,,
820,7.45E+09,4.48E-07,1.870568497,0.28022231,0.011760393,285.6750343,88229.72158,1,0.010412363,285.6711385,88220.71433,10118.70953,1.00000111,285.1187976,86957.7532,0.010181348,0.158604007,1.15E-06,0,0,0,0,4.80E-06,10.12180571,,
821,7.51E+07,2.76E-07,1.738573923,0.950145856,5.990927283,255.890239,80695.04955,1,0.001223861,255.880501,80684.2754,19.02877378,1.026513051,254.9171117,79472.08718,0.001174887,0.000452423,0.026525243,1,1.29E+06,1,0.347389391,1.04E-05,3.043732519,,
822,1.04E+07,3.24E-07,1.977104082,0.345022737,0.033642661,259.6402893,79848.40166,1,0.001688288,259.6311295,79838.05087,208.069154,1.001235253,259.5840855,79775.46314,0.001684178,0.000125337,0.001241248,0.981304859,14818.7868,0.981304859,0.356252642,4.12E-06,11.19522691,,
823,7.44E+08,2.55E-09,1.908765142,0.821616417,0.047197784,249.4441826,72899.40387,1,0.00077512,249.4344208,72889.41446,381.3738363,1.010106917,249.2742059,72720.02552,0.000773096,2.02E-06,0.01012877,0.002923594,0,0.002923594,0.002923594,7.22E-09,39.51772843,,
824,8.72E+07,9.33E-09,1.696178725,1.416927702,2.241977921,258.4397395,69078.27838,1,0.001769048,258.429973,69069.13764,23.6398403,1.023524455,257.959944,68592.90601,0.001752692,1.64E-05,0.023551479,0.713275106,0,0.713275106,0.713275106,2.22E-07,29.54240975,,
825,1.00E+08,3.18E-06,1.875141288,0.019084218,1.512125706,295.1400116,72648.59748,1,0.023484964,295.13245,72640.56609,10.58113088,1.00070551,295.066014,72503.67628,0.023440948,0.350842095,0.000711772,0.999973508,0,0.999973508,0,2.57E-05,9.366415513,,
826,1.87E+07,1.85E-07,1.83202423,1.431922605,0.036993759,272.2316643,55157.95466,1,0.006515624,272.2231167,55151.21644,162.1895199,1.000886537,272.1889742,55114.9686,0.006506005,0.000105656,0.00089159,0.972529992,66400.82731,0.972529992,0.375334942,3.62E-06,8.673441992,,
827,8.16E+07,1.89E-09,1.666517011,0.393182119,3.943295415,270.7935982,70141.35275,1,0.004594466,270.7838183,70132.4826,36.77127497,1.064743936,269.513344,68851.39981,0.004529554,6.49E-05,0.064979346,0.024387931,0,0.024387931,0.198393399,2.24E-08,151.4578457,,
828,1.18E+09,1.97E-08,1.949773734,0.893038259,0.057792985,293.2089938,82878.31855,1,0.018133361,293.1994255,82868.64197,69.21255263,1.001177902,293.1796464,82840.82424,0.018129897,3.68E-06,0.001213144,0.075919965,961862.0155,0.075919965,0.071951389,1.08E-07,15.8588772,,
829,2.39E+08,1.31E-06,1.516275811,0.141891446,0.133477681,283.7900949,56306.32968,1,0.014496391,283.7855868,56300.35551,157.3296735,1.000054191,283.6775163,56144.26597,0.014428771,0.040945442,5.48E-05,0.896606867,0,0.896606867,0,1.72E-05,4.582089864,,
830,1.58E+07,8.84E-09,1.716438861,0.21428435,0.441115322,275.4405252,88813.86335,1,0.005091413,275.430743,88802.81867,117.8830056,1.020898313,274.9985111,88242.04021,0.005068643,2.28E-05,0.02091571,0.229010689,0,0.229010689,0.229010689,9.45E-08,70.38284489,,
831,1.80E+08,6.23E-07,1.572736935,0.480770919,3.109446816,265.5073551,90848.95096,1,0.002367664,265.4979787,90837.36674,11.25602143,1.002905013,265.2564773,90443.28256,0.002339111,0.004920882,0.002907718,1,20120.26792,1,0.000355357,1.15E-05,4.453440443,,
832,2.72E+07,4.54E-09,1.940571925,0.769099133,0.014617957,270.0809131,100637.4617,1,0.003029344,270.0711406,100624.7111,957.7261903,1.006078817,269.958893,100461.2202,0.003025415,3.93E-06,0.006093685,0.012705403,85.03119832,0.012705403,0.012705403,2.35E-08,57.66952593,,
833,1.19E+08,1.83E-06,1.622001485,0.788243529,0.049179177,295.2267147,63579.46664,1,0.027129353,295.2234149,63573.16553,935.3552191,1.000010398,295.0258254,63187.5343,0.026958696,2.17772699,1.09E-05,0.791130338,0,0.791130338,0,6.78E-05,5.940428288,,
834,2.08E+07,1.38E-07,1.880227621,0.28841378,0.813274933,270.1265937,85299.88353,1,0.003589452,270.116839,85289.08078,47.95426296,1.012510039,269.8099964,84879.65342,0.003566915,2.47E-05,0.01252074,0.999513484,19500.31376,0.999513484,0.966816905,4.50E-06,6.736905339,,
835,7.00E+07,3.54E-09,1.614137929,0.668323073,0.016546255,258.3681805,62557.05447,1,0.001942528,258.3584132,62548.77365,1450.479305,1.01273809,258.1445833,62358.16059,0.001937493,5.04E-06,0.012747708,0.002702074,0,0.002702074,0.002702074,1.42E-08,37.03254822,,
836,2.13E+08,2.27E-09,1.988867315,1.373655048,0.076323202,297.7295628,98322.6526,1,0.020182648,297.7197082,98311.25722,288.2478655,1.007513921,297.551522,98074.25283,0.020169617,1.30E-05,0.007545677,0.005503092,0,0.005503092,0.005503092,1.07E-08,62.38516165,,
837,1.74E+08,1.40E-07,1.918881861,1.068001241,0.301757818,298.8657666,100103.0202,1,0.021244485,298.8574944,100091.9238,26.51132633,1.000935194,298.8250577,100012.8242,0.021231867,0.000214179,0.000936988,0.919084524,2.75E+06,0.919084524,0.299796113,2.00E-06,10.71287487,,
838,2.01E+07,4.67E-07,1.717974227,0.825266358,3.212984468,303.8184937,69564.31624,1,0.042087772,303.8086371,69556.3496,31.12371099,1.015954824,303.2210404,68693.69422,0.04183115,0.001761547,0.015960441,1,271511.431,1,0.389167847,2.41E-05,2.854982113,,
839,9.94E+08,7.04E-09,1.813822526,1.425486061,0.013464875,258.394326,101107.691,1,0.001203038,258.3845635,101094.3138,371.3365366,1.00237797,258.3492542,101041.932,0.001202211,8.27E-07,0.002475143,0.006364781,5642.255695,0.006364781,0.00621337,3.38E-08,18.88153522,,
840,7.31E+07,2.11E-06,1.727193284,1.492387837,1.654369622,271.04468,66545.61651,1,0.004936308,271.0373986,66537.7316,12.69365668,1.000385576,270.9084595,66362.51961,0.004901887,9.658846046,0.000387266,1,0,1,0,0.000110859,7.516715206,,
841,3.30E+07,1.34E-07,1.576712631,0.59343803,7.247747935,303.2139181,71507.06994,1,0.039392868,303.2039786,71498.85685,18.76444948,1.034160614,302.2436866,70330.07941,0.039158818,0.000236353,0.034171338,1,22542.58955,1,0.997151995,1.21E-05,1.208079231,,
842,2.51E+07,2.74E-09,1.75649436,0.786437478,0.063397738,282.609714,58262.67625,1,0.01291275,282.5998944,58255.58769,646.7107706,1.016697902,282.2536929,57965.4096,0.012882312,3.04E-05,0.016722369,0.012427935,0,0.012427935,0.012427935,1.72E-08,81.01099124,,
843,7.80E+08,2.61E-08,1.758908956,0.644888331,0.019887774,293.2022442,50565.51906,1,0.030272184,293.1925715,50559.56927,150.8464475,1.000935582,293.17954,50548.13776,0.0302682,4.13E-06,0.000974086,0.049847368,546596.503,0.049847368,0.04640993,1.46E-07,11.67788203,,
844,3.85E+07,1.46E-09,1.780231346,0.575994978,0.0850941,277.5532119,101008.15,1,0.005199031,277.5434292,100995.6838,517.0746287,1.022703659,277.1418085,100462.7783,0.005193651,5.38E-06,0.02276969,0.000837762,97810.17871,0.000837762,0.040791405,5.38E-09,84.68700284,,
845,2.41E+08,6.53E-06,1.970035651,0.092875762,1.84178655,279.5163754,55619.40803,1,0.010921744,279.5112894,55613.33666,4.343608657,1.000079341,279.4709335,55559.95201,0.010899687,482.6668137,8.03E-05,0.999513478,0,0.999513478,0,0.000152328,12.24475044,,
846,2.16E+08,2.24E-09,1.528233479,1.343357258,0.018923955,258.1401503,73484.51495,1,0.001622041,258.1303845,73474.78057,1638.135398,1.017115323,257.8498928,73183.37481,0.001617331,4.71E-06,0.017128413,0.000660187,0,0.000660187,0.000660187,8.17E-09,26.27934462,,
847,2.90E+08,7.49E-09,1.949300017,1.368304185,1.448408233,277.924856,65109.47457,1,0.008319332,277.9150587,65101.43753,19.33156645,1.010913563,277.6871108,64881.52281,0.008300207,1.91E-05,0.010934746,0.289636107,0,0.289636107,0.289636107,7.72E-08,37.56514234,,
848,1.64E+08,7.90E-06,1.537494906,0.853768708,1.014717147,295.436857,92543.76169,1,0.018631032,295.4334937,92534.7325,4.927481529,1.000016135,295.4180697,92491.28436,0.018620312,1032.344083,1.69E-05,1,0,1,0,0.000631028,4.901642962,,
849,6.49E+07,8.94E-08,1.963171561,1.169011027,0.016730787,248.1958964,100326.1968,1,0.000503499,248.1867932,100312.6263,358.620299,1.00064795,248.1440853,100244.4665,0.00050189,1.09E-05,0.00065176,0.537377694,0,0.537377694,0,9.10E-07,12.32210121,,
850,1.64E+07,2.20E-07,1.863284654,1.028294151,0.405943605,292.9627592,74439.39851,1,0.019939766,292.9531357,74430.68111,59.12151269,1.004884636,292.8060312,74222.10405,0.019900253,0.000159936,0.004890844,0.999961528,71151.05411,0.999961528,0.668190525,1.10E-05,4.125839615,,
851,1.52E+07,6.53E-09,1.888507377,0.694373977,0.010176943,271.8674572,98716.21738,1,0.003527778,271.8576824,98703.78937,1080.874692,1.004783304,271.7717446,98581.42109,0.003524597,3.18E-06,0.004789594,0.019897211,49.92172981,0.019897211,0.019897211,3.93E-08,49.62647486,,
852,2.71E+09,2.21E-07,1.987638677,1.435083207,0.395642111,278.476536,67131.82356,1,0.008386063,278.4715838,67124.54124,154.1797455,1.000054001,278.1323483,66596.99864,0.008251782,0.072657259,5.45E-05,0.231602735,0,0.231602735,0,3.75E-06,12.62324833,,
853,1.15E+08,1.88E-08,1.646574844,0.254533236,2.915992603,253.5780353,55626.10319,1,0.001459318,253.5682702,55618.60252,19.54737469,1.026071368,253.0511413,55195.65831,0.001442143,1.72E-05,0.026101243,0.828137679,0,0.828137679,0.828137679,2.81E-07,23.09699323,,
854,1.94E+08,4.80E-08,1.635166278,0.194308109,0.376249141,298.5734319,53459.80881,1,0.040252298,298.5634978,53453.57175,26.57813377,1.003200934,298.4935794,53395.54862,0.040237666,1.47E-05,0.003233202,0.574428011,404161.0771,0.574428011,0.57439284,3.44E-07,11.38210167,,
855,6.06E+07,6.49E-06,1.563575698,0.257032502,2.425127949,273.6925409,62395.46465,1,0.006405162,273.6854287,62388.1637,5.772891285,1.000345204,273.6045196,62280.48084,0.006378152,36.75045315,0.000347508,1,0,1,0,0.000248445,5.215622694,,
856,5.17E+08,6.89E-07,1.631703769,0.904204499,0.294685248,273.6080175,53006.46905,1,0.007506848,273.6024852,53000.49625,95.01663288,1.000061205,273.4275984,52801.01836,0.007437795,0.149966981,6.13E-05,0.864415681,0,0.864415681,0,1.63E-05,6.034961571,,
857,1.12E+09,1.17E-09,1.656431897,1.41300523,4.852629732,305.4492289,78684.34392,1,0.040729991,305.4392745,78675.36491,31.1171485,1.047664551,304.2466102,77297.25372,0.040568942,0.000161058,0.047686073,0.01162677,0,0.01162677,0.01162677,7.49E-09,81.5782942,,
858,1.47E+07,2.31E-08,1.618753371,0.109851465,0.018099248,263.5174828,74267.20586,1,0.002479604,263.507713,74257.56454,552.5091533,1.004797254,263.4271203,74171.44645,0.002476996,2.61E-06,0.004808562,0.077146256,660.9455556,0.077146256,0.077146256,1.16E-07,26.45837076,,
859,1.08E+08,1.91E-06,1.623775681,0.559875622,0.263757686,272.8367259,98826.31952,1,0.003784432,272.8310445,98815.2553,53.07902199,1.0000746,272.7546898,98656.87378,0.00376851,0.75978613,7.79E-05,0.999339814,0,0.999339814,0,5.85E-05,5.97683089,,
860,6.57E+08,5.06E-07,1.766676855,0.794808356,2.655624541,278.9971683,65155.01654,1,0.008966797,278.9895588,65147.43241,6.401507343,1.000576143,278.8984944,65011.0438,0.008930025,0.076499585,0.000577446,0.998633032,0,0.998633032,0,1.00E-05,7.797952349,,
861,9.25E+08,8.36E-07,1.928515615,0.382458976,3.206082876,292.8150583,71284.64468,1,0.020655401,292.8092921,71277.07632,19.65014706,1.000274026,292.5380417,70710.06153,0.02046768,1.004177193,0.00027414,0.98937152,0,0.98937152,0,1.50E-05,10.94247181,,
862,4.74E+07,2.83E-08,1.740796513,1.34542072,0.162687895,304.3888328,74203.63027,1,0.040671219,304.3788964,74195.13692,55.32064928,1.00274027,304.3186977,74127.24134,0.040661784,9.46E-06,0.002753577,0.587756971,62516.3443,0.587756971,0.587648667,4.27E-07,14.40526472,,
863,2.03E+08,5.36E-09,1.673047031,1.31836157,0.053880501,306.5854393,99087.28912,1,0.034129033,306.5755171,99076.06029,259.8342587,1.004449535,306.4733892,98932.21799,0.034119765,9.27E-06,0.004486768,0.009060145,0,0.009060145,0.009060145,3.78E-08,29.88574949,,
864,2.87E+08,1.04E-07,1.547975936,0.536647846,0.047952398,307.5420893,68597.9504,1,0.053533232,307.5347396,68590.60897,83.416057,1.000512404,307.521201,68566.19469,0.053522553,1.57E-05,0.000514773,0.513609194,4.69E+06,0.513609194,0.256858198,9.47E-07,5.422246858,,
865,2.01E+09,8.45E-09,1.553673864,1.292188471,5.963846616,271.0783716,101436.1663,1,0.003237671,271.0685982,101423.3605,4.862633442,1.013362123,270.8207427,101068.1543,0.003230627,7.04E-06,0.013404259,0.356888474,2.93E+07,0.356888474,0.356888474,9.05E-08,15.98405993,,
866,1.75E+07,1.81E-07,1.777785831,0.126370866,0.226420057,290.0815253,61036.60787,1,0.02031246,290.0717547,61029.36139,66.248548,1.004195561,289.9693889,60923.33901,0.0202901,2.40E-05,0.004201467,0.993480557,25654.54311,0.993480557,0.966545699,2.77E-06,8.247794851,,
867,3.27E+08,6.44E-06,1.834113196,0.019898011,0.658467217,281.3978276,96219.74565,1,0.007138252,281.3931794,96209.58698,18.2241419,1.000043515,281.3385452,96081.99777,0.007119846,14.91740778,4.44E-05,0.98519818,0,0.98519818,0,6.94E-05,9.384316484,,
868,3.10E+07,3.35E-08,1.748993776,0.043803094,4.36932857,283.9490569,65550.22342,1,0.012546067,283.9392391,65542.28726,23.80228411,1.033850895,283.1230238,64699.96397,0.012433761,0.000112312,0.03386323,0.909751456,0,0.909751456,0.909751456,6.52E-07,40.36576111,,
869,1.35E+08,2.40E-06,1.832339642,1.228320601,2.549142314,278.1714182,80643.87485,1,0.006817126,278.1650629,80634.8048,7.845776162,1.000246846,278.0612285,80442.60594,0.006783141,40.39765124,0.000247357,1,0,1,0,0.000123468,9.35491909,,
870,2.97E+09,1.07E-09,1.591071886,1.36935551,0.987220976,266.9709165,89458.16889,1,0.002692787,266.9611456,89446.70452,81.03555527,1.032831359,266.2777691,88546.71725,0.002664088,2.87E-05,0.032857725,0.000217674,0,0.000217674,0.002013146,3.62E-09,44.51478851,,
871,7.39E+08,2.15E-06,1.557799664,1.019930324,0.016324143,259.5675807,73903.19305,1,0.001813694,259.5606298,73894.16213,1470.215029,1.000000557,259.3860868,73667.91847,0.00179269,17.4352124,6.19E-07,0.000789707,0,0.000789707,0,9.17E-05,5.14475784,,
872,4.66E+08,3.61E-07,1.855450304,1.170061821,0.143394868,262.2709836,70233.08191,1,0.002375058,262.2640891,70224.59228,481.1887682,1.000071617,261.7633357,69590.93207,0.002301682,0.029637738,7.29E-05,0.533988366,0,0.533988366,0,6.93E-06,9.733910345,,
873,7.06E+08,2.24E-06,1.608599011,1.236730473,0.082592729,300.4331783,100480.6105,1,0.023283685,300.4302492,100471.0897,96.8608267,1.000001455,300.4055308,100390.3498,0.023266357,38.90977267,1.60E-06,0.139334365,0,0.139334365,0,0.000115991,5.792493804,,
874,8.15E+07,9.72E-08,1.764200384,1.142593839,1.874914586,305.9057236,80451.64876,1,0.040880722,305.8958459,80442.49823,17.06744416,1.007326431,305.6880058,80148.80015,0.040829999,6.07E-05,0.007335088,0.999734399,605081.4138,0.999734399,0.928571598,4.30E-06,4.843241354,,
875,3.09E+09,5.92E-08,1.918793499,0.192641906,0.01526066,264.4514552,85151.64191,1,0.002326599,264.4440676,85141.31142,589.7516922,1.000374826,264.3879249,85053.60637,0.002318574,1.29E-05,0.000375269,0.026934858,0,0.026934858,0,2.06E-07,12.36038063,,
