mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,initial_vapor_mix_ratio,error
40233789.92354,1.1669322087438114e-09,1.7322676373747328,0.1885611585360898,0.0143756504108188,296.50590490254416,76309.09460546204,1,0.0243195289690944,Condensation failed
44296259.26932628,1.889683440884765e-09,1.7634134900718932,0.1525653882016324,5.045597194472932,252.52488468339345,89514.60637505323,1,0.000827306061319,Condensation failed
493537488.8648041,1.080554731037558e-09,1.712774504222378,0.2683108226216499,0.7874391244176203,269.2225453546494,73205.97956901538,1,0.0039108602412878,Condensation failed
132598173.63970315,1.7982834253698203e-08,1.666584354472782,0.0028707145823014,0.4246184611334208,291.0277418905489,79189.96544754095,1,0.0165219670660685,Condensation failed
61649963.45962441,1.2745877066698455e-09,1.7653330725277168,0.013387962727448,0.227137529620337,248.2139244981771,66257.7021539486,1,0.0007639453772424,Condensation failed
32932115.56469169,2.075166837859848e-08,1.7221518878773625,0.0046133582767553,0.2629574904469763,301.1260613566398,55017.43512800159,1,0.045825731996222,Condensation failed
3878206467.535352,8.208894306637245e-07,1.7086805410756742,1.1514007344924726,0.6634345311139915,275.9870683588511,88428.08368572878,1,0.0053183858386004,Condensation failed
547988469.1944625,1.8956775767304232e-09,1.7498621706782087,0.0007453014857038,0.0184644613727198,305.2421369762743,56694.870005393066,1,0.0572654199864728,Condensation failed
1312487554.4400551,2.591940397012143e-09,1.733476426511782,0.0371460338378652,0.0608986181582757,303.073481823032,77401.00327271168,1,0.0359112912903059,Condensation failed
65884356.65327669,2.2585470431932926e-09,1.6682061106589288,0.0378825934917818,1.6818195693245197,289.5266239170136,58100.99778961711,1,0.0206092175245901,Condensation failed
368253911.5797433,1.273104854098308e-09,1.6191593242339632,0.0064993519083927,3.710255634827774,309.9438410813773,69933.15652807639,1,0.0605485297913567,Condensation failed
90026486.05750883,7.376014184941261e-09,1.6953818049097502,0.0104730788716383,0.0840109251766106,271.5040544359107,98283.03931872376,1,0.0034493953504432,Condensation failed
1488079458.3265617,1.0692806420040924e-09,1.7247497068484658,0.1723615736502459,0.0353586244123844,266.2480714266168,86618.37210017783,1,0.0026306625427255,Condensation failed
685146222.7708418,1.3381456734692235e-09,1.609751993627197,0.0291907793629651,0.0108304131065894,260.2225221539404,57912.4696916182,1,0.0024434968453713,Condensation failed
962463996.6766098,1.6815400218677182e-09,1.765755494205916,0.0240007175946378,0.1638850063899107,302.4586451904543,101001.93353224135,1,0.0261708770854259,Condensation failed
