simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac,act_rate,ARG_act_frac
540,1.2330765768119338e9,1.2620636015930057e-8,1.6548656204826822,0.8284450462830533,0.7961755879160112,249.5984870867674,99446.83386992238,0.7826211165906415,17.999999999999986,1.0083480965987863,249.4626903234162,99252.25235322266,0.0005748284256267,1.038117676002768e-6,0.8378698164288156,0.274,8.885299283020463e6,0.19020528088909322
541,1.0041307594517764e9,4.426859121105305e-8,1.604588116960287,0.9201471925800512,0.0228803281250445,258.12005781957856,72838.68183447527,0.8667594494773838,100.0999999999986,1.0007753343955268,258.100003051737,72816.45622552477,0.0016328017303224,1.600254225308818e-6,0.0775894803847432,0.116,0.0,0.016743850477354605
542,7.933592795307439e9,7.94100294574553e-7,1.7348363426153377,0.4640481641995249,6.862358832487233,274.0990903303082,70129.23871982183,0.5761252774381236,100.0999999999986,1.0002491542733507,269.7567137611304,64046.318072611735,0.0046594968178176,2.087933241761696,0.0492520022576714,1.0,0.0,0.6525773977491023
543,5.114963402483095e8,3.663355159156656e-8,1.619375442669617,0.3502160050147604,0.7735786019597095,272.0655872755137,94018.06864525532,0.1735937330360427,14.299999999999963,1.0049450363027197,271.9677983271259,93887.66043501948,0.0037564964146047,3.2663345827460906e-6,0.497096298902977,0.672,4.25766908201084e6,0.5842057313130606
544,1.3969682913616238e7,2.289303747876568e-8,1.7775774525855907,0.7854940517665293,0.7285769977797638,289.23895951362977,97975.4907341294,0.5145310758789989,51.80000000000047,1.0119752154191508,288.9479532280481,97537.6676085816,0.0118091028911143,2.6587385537793932e-5,1.199750502202268,0.875,0.0,0.8798540801410992
545,2.0807627147494875e7,1.3201321331414558e-6,1.6926531140823886,0.1092827012303829,0.0105236418968438,307.06752210901124,78572.61450750925,0.6555085001987877,100.0999999999986,1.0000371278554996,307.06322984020005,78562.28565623016,0.0449381870589961,0.0058492562020081,0.0037438950561741,0.698,0.0,0.7049755549996874
546,1.942931082390832e8,2.7934043304730244e-7,1.661478068562232,0.7978727750478415,9.840504212940916,279.01245544608986,87154.18784434459,0.3033306755134319,8.099999999999987,1.014541833746645,278.4736028886468,86300.23175483201,0.0065981488134374,0.0006644366457572,1.4867246626453,1.0,7.169724474205667e6,0.9999998751835848
547,1.220573339223026e8,1.2795207423982211e-9,1.7234149173456674,0.6672796778962925,2.1956380876617168,258.74554396744725,75955.1859002033,0.2802762201454431,87.69999999999929,1.101698015219008,256.9674341212292,74035.42891772688,0.0016093089324848,4.020382189283439e-5,10.178748368808144,0.037,0.0,0.0033850784319617855
548,4.5585651133793294e8,3.94324835546451e-6,1.7145535955163906,0.7143189838019054,0.1940289159801832,296.96048471611783,89508.08112939345,0.8074451858583295,99.6999999999986,1.0000060053295572,296.8861705529408,89301.03239709976,0.0211587589083513,266.3178075372315,0.0011760798461102,0.986,0.0,0.3230239163827894
549,5.915660990799582e7,4.803120849881947e-6,1.7334557685676866,1.118304391569374,0.011501792126703,256.4086924571466,84868.08695148732,0.209120251994289,17.59999999999998,1.0000012328235055,256.4071067928251,84865.802271442,0.001215291210494,132.5555934852916,0.0001717458926187,0.576,0.0,0.08886071975059767
550,1.3343918560885592e9,1.0208815111228907e-9,1.6977089645501366,0.6544817513880742,0.7706426088235475,254.6087803121949,86576.91994663252,0.751498733058423,100.0999999999986,1.054215531668298,253.85843916917537,85683.5656011448,0.0010223344836305,8.754518448467908e-7,5.419925102710166,0.001,0.0,1.918205256967731e-6
551,2.732037524132378e8,2.3942210705574023e-9,1.693281878411291,0.8424342445911331,6.504177601456797,298.4412632939556,74607.42249917595,0.5755960112768138,19.500000000000007,1.0448351347365537,297.3896194758588,73487.83675299979,0.027982003801201,0.0001096585930833,4.504923432908137,0.104,0.0,0.027396948972143176
552,1.00690481410448e9,3.3643088945604614e-8,1.707593768199718,1.1482681366610166,2.414254731990042,301.0219000995278,72120.75813127909,0.7471316111165933,5.699999999999996,1.004259480427384,300.9132351781672,72002.46484287149,0.0341228000368086,1.6575492680578344e-5,0.4336698407153783,0.841,2.4607710663833074e7,0.7456977446874655
553,2.835100938153068e7,1.4867866741027508e-8,1.799705326581491,0.5269478574216963,0.1359670244681777,265.5869998342994,80124.95527669684,0.8936797416909807,100.0999999999986,1.0070569850217332,265.46104926371646,79984.3577459574,0.0026999843739781,2.6344508268863277e-6,0.7059450841496284,0.28,0.0,0.24273524271847657
554,7.91748466198007e8,7.830625887394101e-7,1.728597913045584,0.8260484359095375,0.0249070391258713,273.67753416045394,65459.27670732502,0.1650457196252475,97.09999999999876,1.000003040748748,273.66260920911134,65438.29278736162,0.0060910820189024,0.4779901605561669,0.0003951803648094,0.015,0.0,0.013317679944632954
555,3.481680194943465e8,2.75238297689365e-7,1.7818728206420558,0.5536554337275975,0.0460577547203378,288.33351323788844,70422.32396453743,0.4489275140717748,100.0999999999986,1.0000609401748326,288.311282612722,70380.41700353312,0.0156195922985556,0.0015300373181857,0.0062438690055177,0.205,0.0,0.26398000437369373
556,1.2368428931985e9,1.1661633731316081e-8,1.758029290197247,0.9182366026129044,0.9604433672282658,267.7149680532809,72674.01829134388,0.2185903142162888,14.899999999999965,1.0070117370067615,267.58428102968026,72540.57388658765,0.003508981959952,3.96594693634321e-6,0.7046179240271844,0.243,0.0,0.15039987278845762
557,2.1393223996866703e9,2.4146344196730703e-9,1.7975569283753638,0.4317216815638797,0.0463246313193207,286.37091774807584,77551.10734971182,0.6162826241673587,100.0999999999986,1.0024183723852609,286.32539508777955,77507.94744794759,0.0124379350857422,3.778099738156413e-12,0.2417162700137476,0.0,0.0,4.073905396362321e-6
558,7.117432356232742e9,3.383604375047396e-7,1.7270448369714178,0.0185826593755683,0.0320035321436358,299.4737643616622,84989.9406350686,0.889156284818284,100.0999999999986,1.0000235747134036,299.46141508436773,84956.90234571918,0.0261258892202532,0.0003299433627788,0.0024512060952774,0.0,0.0,0.00011584733516240008
559,4.14626730142051e9,6.230959549582011e-8,1.620237902368093,0.5997971909606511,0.0112111405755976,284.0206379248481,89904.74004781016,0.7993221785314958,100.0999999999986,1.0001281506531126,284.0140628418875,89892.47144559326,0.0091401797859928,9.127789658517424e-6,0.0128421507157083,0.001,0.0,5.73033437745174e-6
560,1.0101064558613428e9,2.967078514922037e-6,1.6379624710881295,0.2487039721856887,0.7092637552603939,277.16745221997206,63769.59829106119,0.4215543538408429,98.79999999999866,1.0000281371734585,276.7565806691579,63176.18882118927,0.007893429037145,25.44837794971979,0.0052881439618346,0.999,0.0,0.4756214354804517
561,1.5181583008296918e7,3.635882148698871e-6,1.7407217868439475,0.426689629411719,0.3874260046001319,283.27022168572495,66548.91074511118,0.2079141260750797,93.89999999999894,1.0002895517344763,283.07853307304293,66231.10658336895,0.0117035411039312,3.934240880025852,0.0302692670534066,1.0,0.0,0.9994803285467885
562,2.1958750799524587e7,1.4911476111487092e-8,1.7542443649713044,0.8797940589899945,0.0380715363844597,280.7702807529756,96895.4696330452,0.7410316889918869,100.0999999999986,1.002075887592155,280.7330509002533,96850.39192698,0.0067880484523088,2.571335243169081e-8,0.2074916486852762,0.049,0.0,0.0975602528792176
563,1.5352086794795351e7,1.970044208125562e-6,1.6315555655062544,0.1178524439450471,0.1297457554531247,292.62543654288254,53617.305788656224,0.8203480997363237,63.80000000000064,1.0004297101040138,292.5806695947777,53553.84917126789,0.0273926951014121,0.0265762613996162,0.0434373465498572,1.0,0.0,0.9995890436947352
