simulation_id,mode_N,mode_mean,mode_stdev,mode_kappa,velocity,initial_temperature,initial_pressure,mac,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,act_frac,act_rate,ARG_act_frac
0,8.661363425961899e9,2.581881870549832e-6,1.6936175466077077,0.5369432271721896,0.4390749398929794,301.864985727968,75939.51042365032,0.9291452608106552,98.79999999999866,1.0000134971258947,301.7000936061553,75522.97265511173,0.0338990034309853,537.3782244051724,0.0026906261357595,0.991,0.0,0.7642572619940322
1,3.984286719753675e9,7.040026403129947e-9,1.7493992849729,0.3762997172871244,0.1148397228768494,271.8259710218123,96266.85881780958,0.1526946465914268,84.69999999999946,1.004852793072762,271.73678142887474,96149.23818473356,0.0036051886501736,1.7934318815567962e-6,0.4856635174478318,0.005,0.0,0.0011863984461549792
2,3.790320291327907e7,1.4905960867278161e-7,1.6051375855451724,0.9714064178120638,5.589466639833446,261.9072798372119,97029.66033118186,0.4285273776248663,24.300000000000075,1.0463187931782127,260.75238756195995,95330.52354030592,0.0016190153437727,5.404362340233171e-5,4.652557514063527,1.0,0.0,0.9999999976067769
3,2.209519749971816e8,1.6354917812376048e-8,1.6857937650513832,0.2651029370932262,1.007525021962762,264.8645122438668,57975.96179287831,0.569655617283547,23.90000000000007,1.011274112904462,264.645310213167,57793.16989753294,0.0035262926800355,9.68425489490708e-6,1.131163257657586,0.377,0.0,0.29056104935450866
4,6.340140637892865e8,1.0265098501255377e-6,1.601217576698441,0.6872467152375717,0.0183910500252537,249.39777393865108,55490.64038559751,0.9625666584838112,90.79999999999912,1.0000029234544736,249.38332459728295,55477.65478456536,0.0010134223712321,0.4417658643460881,0.0003716234606265,0.009,0.0,0.02936003378776797
5,7.00758908682889e9,3.1545376415002705e-6,1.7362783289532608,0.9551828431967048,5.624897653795734,264.8473718613169,59149.02373741458,0.8675979444160429,100.0999999999986,1.000210063466222,260.63495691410907,54754.43392976963,0.0026736707679706,2960.1207404221186,0.0420034148476133,1.0,0.0,0.9999999999918044
6,2.0791540738516115e7,4.1723711608548525e-8,1.6424449583209113,0.6187733501262243,0.0712804809277732,274.2168639886795,60944.457102558496,0.5758806569879712,100.0999999999986,1.00316338632493,274.15310098938147,60889.105161021296,0.0068115217350888,3.65245889603772e-6,0.3165522071432392,0.687,0.0,0.6242565269776832
7,9.822558940132582e7,3.2555566544287786e-8,1.748537392273971,1.1555972656841629,0.3846764035813397,261.0944792572415,65278.44966602563,0.1373209742918322,35.20000000000023,1.0062409742243568,260.9713272749331,65161.77068998273,0.0023210339016808,4.495530017763139e-6,0.6255181232169171,0.861,0.0,0.7991881834206447
8,1.9026750468488944e9,4.951883889519348e-9,1.614245892024438,0.3855646372920197,0.788861236562833,287.56431290390515,84131.35421726515,0.2704683038443758,38.70000000000028,1.0126292788090558,287.29738067377104,83823.06741407278,0.0123750880187835,1.334624974651717e-5,1.2654470792727637,0.012,0.0,0.0003400302313479875
9,5.472938073754812e8,1.301126874667615e-8,1.6897652621148596,0.6628615404124704,8.29006875692597,273.2865472734139,54203.514527346895,0.3453986857530333,6.099999999999994,1.0202643972748182,272.84684791924553,53849.87748030434,0.0071291437438545,3.890395372325572e-5,2.058134282487023,0.743,7.953975424365456e6,0.6687562304536058
10,1.8054434280192547e9,2.180392432343642e-9,1.7252259741226097,0.8171768639540944,0.5429664697854323,264.0303539505357,61282.79656523679,0.7476457672252502,77.19999999999989,1.0213745213458223,263.6426477096921,60947.44504860164,0.0031198659108367,1.2053948974347388e-5,2.139484408313841,0.006,0.0,0.00010456534196384704
11,9.171394736709853e7,7.108570287373564e-8,1.6660868770448725,0.8911577414153439,4.954027004521625,304.3029926839377,91890.39189365998,0.2956875965687637,11.799999999999974,1.0147893704254245,303.8903179478925,91270.26988265454,0.0321996393531024,6.986603724008021e-5,1.4932743090822154,1.0,0.0,0.9996008735408909
12,7.64982622199488e9,1.061198244037757e-9,1.7473849636500849,1.056852129225037,7.401883827376818,275.1465051662197,79231.34332190594,0.2352391170743771,15.69999999999996,1.0532598363190069,274.11497841312377,78085.98383125303,0.0055501974155637,4.286637853583662e-5,5.352847844143094,0.007,0.0,8.908641560639863e-5
13,7.525367645443425e7,1.0961550670948629e-7,1.6823246262699307,0.7983344197714081,0.7988554360561323,273.935203298229,55596.93723464695,0.3054603434039669,26.0000000000001,1.0064441315404358,273.76526085804375,55445.65700519567,0.00730315528368,2.880193204483151e-5,0.6473384835811613,1.0,0.0,0.9966720640523509
