simulation_id,mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,reached_z_max,wall_time,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,mode_1_act_frac_S,mode_1_act_frac_S_interp,mode_1_act_frac_V,mode_1_smallest_dry_radius_activated,mode_1_wet_radius_mean,mode_1_wet_radius_stdev
28,999999999.9999999,1.9306977288832497e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,15.800641775131226,282.9931822722551,84990.47521579952,80.0,1.0004225551064883,282.79956694389995,84582.68649702145,0.008956506657778276,0.0004041668028656825,0.0004231799452776297,0.7626341805453226,0.7737220147416465,0.0,1.2986646448084474e-07,2.2279162617115842e-06,3.196065327594073
29,999999999.9999999,2.329951810515372e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,16.240352869033813,282.99368680980064,84990.60763870018,206.0,1.0003200235079155,282.4874723469524,83924.95200086613,0.008836603368378021,0.00096319681237859,0.00032065015459492585,0.7626341805453226,0.7747475232175217,0.0,1.5672189360133222e-07,2.982181082868908e-06,3.205385523221788
30,999999999.9999999,2.811768697974225e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,31.01335620880127,282.9941488615767,84990.7289105853,698.0,1.0002461385855732,281.24296739864775,81391.40519336358,0.008368750095167075,0.0024542044701397845,0.0002467725605055371,0.7772369504974483,0.7794564868856052,0.0,1.8402857806909594e-07,4.094205123784645e-06,3.243519194480214
31,999999999.9999999,3.3932217718953295e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,True,67.38378834724426,282.99454472869473,84990.83281137582,2002.0,1.000199967572509,277.75416716392624,74940.2067169593,0.0071301600360768325,0.006076705727663403,0.00020062140960841468,0.7913426841487067,0.7984731240488134,0.19417467263849691,2.1609308545162652e-07,5.576501958495918e-06,3.262859536026454
32,999999999.9999999,4.094915062380419e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,32.59729290008545,282.9948642163454,84990.91666532126,434.0,1.0001327176005228,281.91669979084685,82743.98525470372,0.00861939256477442,0.01014163074131619,0.00013369766254656135,0.7626341805453226,0.7633989347465974,0.0,2.754403931517032e-07,6.282191910215911e-06,3.155762648693714
33,999999999.9999999,4.941713361323838e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,25.170557260513306,282.9951101742692,84990.98122038283,248.0,1.0000927125779924,282.3846469779665,83706.45241566526,0.008795937909309652,0.022906183612671955,9.37469177799688e-05,0.732000831300967,0.7371187332216788,0.0,3.5108670886440017e-07,8.011972000333886e-06,3.1831954826719984
34,999999999.9999999,5.963623316594636e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,20.948006868362427,282.9952935769652,84991.02935696597,106.0,1.0000658654158985,282.73839072632575,84446.5496462622,0.0089305930248522,0.05292367654860455,6.683237688376309e-05,0.7160084144990728,0.716056895779189,0.0,4.354357622487949e-07,1.037234272565438e-05,3.2268336363553782
35,999999999.9999999,7.196856730011514e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,38.47221803665161,282.9954339838715,84991.06620871427,358.0,1.0000510471880737,282.10911477501713,83136.28009917024,0.00869132418914467,0.12341604539306433,5.216773580185574e-05,0.7160084144990728,0.728037160470086,0.0,5.254806733530221e-07,1.3806136346613482e-05,3.2169263811665187
36,999999999.9999999,8.685113737513521e-07,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,17.182389974594116,282.9955357584823,84991.09292088187,66.0,1.0000378712282,282.8376859723693,84655.85155285393,0.008968426331857801,0.2868251782909257,3.829428792423428e-05,0.7160084144990728,0.7189470425573028,0.0,6.341462094006263e-07,1.7985763743813145e-05,3.2706658242330438
37,999999999.9999999,1.0481131341546853e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,14.485261917114258,282.99560811546013,84991.1119119822,14.0,1.000029344026282,282.96616983797793,84928.50299229512,0.00901768972721318,0.6681570114584715,2.9916144521191512e-05,0.732000831300967,0.7328823388580149,0.0,7.446376669029245e-07,2.375822742715352e-05,3.285515753608789
