simulation_id,mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,reached_z_max,wall_time,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,mode_1_act_frac_S,mode_1_act_frac_S_interp,mode_1_act_frac_V,mode_1_smallest_dry_radius_activated,mode_1_wet_radius_mean,mode_1_wet_radius_stdev
34,1206792640.6393263,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.73955225944519,282.9905627850726,84989.78769400649,14.0,1.0019837121547968,282.9483990045567,84929.14668456861,0.009024577233350314,6.827048203472085e-06,0.0019986110649194977,0.5753264276594836,0.5794148795510476,0.5233919628070607,4.543602385295432e-08,3.9642116389258716e-07,4.309011457353569
35,1389495494.373136,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.441210269927979,282.99061455435947,84989.80128161344,14.0,1.0018880993662789,282.9492822107046,84929.14618820576,0.009024246144539895,7.296239257896235e-06,0.001906155264460807,0.556637166194374,0.5579154955399999,0.504580955218848,4.669575179332148e-08,3.864110996612964e-07,4.269982893045315
36,1599858719.6060574,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.211249351501465,282.99067314681264,84989.81666005946,14.0,1.001795885141233,282.95013006295545,84929.13711788262,0.009023925246892085,7.776143875496511e-06,0.0018160130481781334,0.5189335467486657,0.535688357559424,0.4622754970073019,4.932095506881162e-08,3.767208066316284e-07,4.22841410725843
37,1842069969.3267164,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.812199115753174,282.99073929656487,84989.83402202802,14.0,1.0017069162271945,282.95094411772874,84929.11978893507,0.009023614069732563,8.27039771382208e-06,0.0017277085759912492,0.5,0.5126726972727176,0.43849967889230723,5.068839393949385e-08,3.674191149330189e-07,4.184958156730922
38,2120950887.9201925,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.22029972076416,282.9908137667136,84989.85356780485,14.0,1.0016214074842391,282.95172308899055,84929.09570766544,0.009023313631807903,8.781626040082414e-06,0.0016415221464103347,0.481066453259372,0.4890469311494388,0.39557272089169915,5.2093745479597113e-08,3.5853946333915553e-07,4.1400503522656145
39,2442053094.5486546,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.265093564987183,282.9908973339151,84989.87550123416,14.0,1.0015393662432681,282.9524676498867,84929.06646839976,0.00902302424911079,9.31370865970126e-06,0.0015576576500295758,0.46217384134578815,0.46492591633929525,0.371261247051228,5.353806082971245e-08,3.501100584853084e-07,4.094182797220102
40,2811768697.9742365,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.544691801071167,282.9909911901816,84989.90013517636,14.0,1.0014604491711556,282.95318147005787,84929.03314296102,0.009022744928721014,9.87246956654684e-06,0.001476012441607777,0.424673572348372,0.4402429624359175,0.3283658962874102,5.654793404635156e-08,3.4214896258752563e-07,4.047925499415637
41,3237457542.81764,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,13.302562236785889,282.99109518819887,84989.92743096595,14.0,1.0013844971315582,282.95386671250156,84928.9972185916,0.009022475390193555,1.0463751687626033e-05,0.0013967999347181959,0.406145414220147,0.41515381382519234,0.3038021398148258,5.811574316448144e-08,3.3465962684025893e-07,4.001728011182497
42,3727593720.314938,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,13.561337232589722,282.9912104220397,84989.95767575735,14.0,1.0013112412328118,282.954526454209,84928.95996676214,0.009022214933671082,1.1094659522078029e-05,0.001320144930298861,0.3878166837658368,0.38989551021192415,0.2615470119878014,5.97270202796717e-08,3.2763722643922024e-07,3.956004641056841
43,4291934260.1287785,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,14.991946697235107,282.9913374351309,84989.99101217987,14.0,1.0012403491258939,282.9551641428395,84928.92219667301,0.009021962555769132,1.1773570724759267e-05,0.001246074386872964,0.35190422834457047,0.36444446600012537,0.1959005225760589,6.308483256990834e-08,3.210685557462637e-07,3.911135072039018
44,4941713361.323838,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,15.556112051010132,282.9914766083351,84990.02754019535,14.0,1.0011715948393052,282.9557822846707,84928.88480567333,0.009021717637088082,1.2509595395097947e-05,0.0011747496443554883,0.3343899214130988,0.3390685499684197,0.1320629181962686,6.483387923954856e-08,3.1493734141592026e-07,3.86741724904365
45,5689866029.018282,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,14.796108961105347,282.99162810585153,84990.06730289895,14.0,1.0011047806683862,282.95638301560246,84928.84845756316,0.009021479613742403,1.3313073560164868e-05,0.0011063439950829146,0.3004048048752936,0.31394541705594997,0.0,6.847879565283847e-08,3.092243916834807e-07,3.825095597130486
46,6551285568.595495,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,14.55395793914795,282.9917918189869,84990.11027176128,16.0,1.0010386311799124,282.95207285508314,84918.368140453,0.009019357907477423,1.6085941804804096e-05,0.0010417891651550715,0.2839915855319277,0.2895392760989598,0.0448707692173675,7.037739163222599e-08,3.0903246555322374e-07,3.852808294994857
47,7543120063.354608,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,12.133092403411865,282.9919673118779,84990.15633238247,16.0,1.0009798333804325,282.9525991392514,84918.33111537926,0.009019147525729637,1.7045947550968123e-05,0.0009807316512526754,0.25245045548394646,0.26594777254213775,0.0,7.433396052635387e-08,3.036466448826249e-07,3.807873225783748
48,8685113737.513521,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,14.215954065322876,282.9921537755919,84990.20527244522,18.0,1.0009223762309336,282.94819600625203,84907.82644106547,0.009017051362079257,2.0005323548078932e-05,0.0009236654740933936,0.23736581947433655,0.24345224683752448,0.0,7.639489277905819e-08,3.024188610886746e-07,3.818191074237664
49,9999999999.999998,5e-08,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,16.492276906967163,282.99234925041503,84990.25657759333,20.0,1.0008692823596914,282.94374774880276,84897.31396120763,0.009014968726910691,2.308183894652885e-05,0.0008704552580878211,0.20865731585572184,0.22220878124547475,0.0,8.06897614780773e-08,3.0060698159977614e-07,3.8187038107501565
