simulation_id,mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,mode_2_N,mode_2_mean,mode_2_stdev,mode_2_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,reached_z_max,wall_time,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,mode_1_act_frac_S,mode_1_act_frac_S_interp,mode_1_act_frac_V,mode_1_smallest_dry_radius_activated,mode_1_wet_radius_mean,mode_1_wet_radius_stdev,mode_2_act_frac_S,mode_2_act_frac_S_interp,mode_2_act_frac_V,mode_2_smallest_dry_radius_activated,mode_2_wet_radius_mean,mode_2_wet_radius_stdev
20,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.16768329368110083,294.0,100000.0,0.015720275224661653,PySDM,False,9.884188652038574,293.9919141696346,99988.81354312995,41.7453632161625,1.0008163463706607,293.96346340644476,99920.54744022785,0.015710038045491776,9.15360253968741e-05,0.0008175558459408983,0.9119089371604489,0.9259605819806991,0.2825137828062846,8.372742421925548e-08,2.643958078189176e-06,3.6943001487941554,0.015655909804454672,0.01699336416033371,0.01053051666040452,8.003656059073495e-08,7.050563563725511e-08,4.660523760017194
21,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.19306977288832497,294.0,100000.0,0.015720275224661653,PySDM,False,7.119401931762695,293.99172922365955,99988.7579937423,41.4357974338497,1.0009126445904986,293.95839203393444,99908.90884992153,0.015708441432122987,9.313273396940015e-05,0.000917662063659952,0.9405492124949053,0.9418735788915777,0.3518306631809677,7.359421743686563e-08,2.7744363838068412e-06,3.604870205893468,0.021802612477841102,0.024783251993761867,0.015655909804454672,7.503716160327251e-08,7.252097015881774e-08,4.86312718821415
22,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.22229964825261944,294.0,100000.0,0.015720275224661653,PySDM,False,7.105841159820557,293.99155961320366,99988.70705044168,35.98746135175557,1.0010265899815882,293.95700274139875,99908.87832898211,0.015708903865581846,9.267026496222266e-05,0.0010290889658475244,0.9522098872039217,0.9551575064005902,0.36522278501243877,6.899723259117329e-08,2.8384274791423376e-06,3.5119720778644945,0.02911062614417005,0.0342136776960932,0.02911062614417005,7.035004477850379e-08,7.443020896828952e-08,5.0390788417236285
23,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.2559547922699536,294.0,100000.0,0.015720275224661653,PySDM,False,7.064203500747681,293.9914041372171,99988.66035248865,31.255519496436932,1.0011519961715492,293.95547087115386,99908.83572486203,0.015709411208770764,9.216288002029438e-05,0.0011532901290702835,0.9622754970734299,0.9663116837839109,0.3400265712228062,6.468739353502135e-08,2.903273472177325e-06,3.41206561506781,0.037724502926570175,0.045508671382087966,0.037724502926570175,6.595570374188644e-08,7.651081114274445e-08,5.22215625792368
24,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.29470517025518095,294.0,100000.0,0.015720275224661653,PySDM,False,7.064683437347412,293.99126417793116,99988.61831504542,30.53899594705797,1.0012890885973473,293.9499047869983,99897.19336163886,0.015707980871698175,9.359330304699232e-05,0.0012921389093161206,0.97088937385583,0.9755982739610872,0.3955629463733635,6.064676401079355e-08,3.0854908799946996e-06,3.262269549864534,0.04779011279607823,0.05891809773425775,0.04779011279607823,6.183585056390355e-08,8.016394038977769e-08,5.571481700476071
25,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.3393221771895328,294.0,100000.0,0.015720275224661653,PySDM,False,7.130208969116211,293.9911369452635,99988.58010009813,29.47051702551811,1.0014396453213157,293.9441734777065,99885.54455662922,0.015706604272450735,9.496998262163603e-05,0.001446211078443227,0.9781973875221589,0.9831892013516945,0.4403712289664347,5.6858528130208725e-08,3.293412291655314e-06,3.0864252688833473,0.07284290933656584,0.07460140554103781,0.05945078750509473,5.435209639169662e-08,8.458312851560382e-08,5.981747883038883
26,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.3906939937054617,294.0,100000.0,0.015720275224661653,PySDM,False,9.970607280731201,293.9910229939511,99988.54587426657,25.595479226995362,1.0016155070370825,293.94202670029864,99885.48534622515,0.01570731550421029,9.425869460455537e-05,0.0016177987293979346,0.9843440901955454,0.9893517778041658,0.4090176627130788,5.330692039163637e-08,3.38638380153953e-06,2.9420362506173054,0.08809106283955118,0.09272902504443714,0.08809106283955118,5.095705025701098e-08,8.780026372036001e-08,6.222371965570941
27,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.44984326689694465,294.0,100000.0,0.015720275224661653,PySDM,False,7.039923906326294,293.9909210471558,99988.51525404716,24.452961307788144,1.001804544070504,293.93582749947984,99873.82762667564,0.01570609465457708,9.547961379409793e-05,0.0018082122677356427,0.9937064427816025,0.9941319135531588,0.45164332478387126,4.685538969786617e-08,3.63213426544618e-06,2.7245657148614217,0.10530290121259983,0.11333627683996593,0.10530290121259983,4.777407208330301e-08,9.351595743964462e-08,6.70028232001485
28,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.517947467923121,294.0,100000.0,0.015720275224661653,PySDM,False,7.144248008728027,293.9908302896068,99988.48799457037,23.168372746599005,1.002013631827921,293.9293837783221,99862.16317291665,0.015704954391249748,9.661994011609422e-05,0.002019465586125202,0.9971787931298177,0.9971787931298177,0.45935263457409353,4.3928617406756666e-08,3.897231612754814e-06,2.4880717159178487,0.12456392664581686,0.1365033620577085,0.12456392664581686,4.4789915269999477e-08,1.0010675497867423e-07,7.2129103038911
29,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.5963623316594643,294.0,100000.0,0.015720275224661653,PySDM,False,7.10205340385437,293.99074949004614,99988.46372602248,21.7988281785431,1.002246261028662,293.92265349684425,99850.49178931511,0.015703908935044298,9.766545201713089e-05,0.0022530548111707738,1.0,1.0,0.5,4.11846628469529e-08,4.185415389606248e-06,2.2230907172812007,0.14593240952706865,0.16218136079908924,0.14593240952706865,4.199216065140237e-08,1.0744726923099232e-07,7.7429601899542115
